theta1,theta2
0.12575,2.578
0.13766,2.5772
0.14962,2.5764
0.16163,2.5755
0.17367,2.5745
0.18575,2.5734
0.19786,2.5723
0.21,2.571
0.22216,2.5697
0.23435,2.5683
0.24656,2.5669
0.25878,2.5654
0.27102,2.5638
0.28327,2.5621
0.29552,2.5603
0.30778,2.5585
0.32004,2.5566
0.3323,2.5547
0.34456,2.5527
0.35681,2.5506
0.36905,2.5484
0.38128,2.5461
0.39349,2.5438
0.40569,2.5415
0.41787,2.539
0.43002,2.5365
0.44215,2.534
0.45426,2.5313
0.46634,2.5286
0.47839,2.5259
0.4904,2.5231
0.50238,2.5202
0.51433,2.5172
0.52624,2.5142
0.53811,2.5112
0.54993,2.508
0.56172,2.5049
0.57346,2.5016
0.58516,2.4983
0.59682,2.495
0.60842,2.4916
0.61998,2.4881
0.63149,2.4846
0.64294,2.4811
0.65435,2.4775
0.6657,2.4738
0.67701,2.4701
0.68825,2.4663
0.69945,2.4625
0.71059,2.4586
0.72167,2.4547
0.7327,2.4507
0.74367,2.4467
0.75458,2.4427
0.76544,2.4386
0.77624,2.4344
0.78698,2.4302
0.79767,2.426
0.8083,2.4217
0.81887,2.4174
0.82938,2.4131
0.83983,2.4086
0.85023,2.4042
0.86057,2.3997
0.87085,2.3952
0.88107,2.3906
0.89123,2.386
0.90134,2.3814
0.91139,2.3767
0.92139,2.372
0.93132,2.3672
0.9412,2.3624
0.95103,2.3576
0.9608,2.3527
0.97051,2.3478
0.98017,2.3429
0.98977,2.3379
0.99932,2.3329
1.0088,2.3278
1.0183,2.3228
1.0276,2.3177
1.037,2.3125
1.0463,2.3073
1.0555,2.3021
1.0647,2.2969
1.0738,2.2916
1.0829,2.2863
1.0919,2.281
1.1009,2.2756
1.1098,2.2702
1.1187,2.2648
1.1275,2.2593
1.1363,2.2538
1.1451,2.2483
1.1538,2.2428
1.1624,2.2372
1.171,2.2316
1.1796,2.226
1.1881,2.2203
1.1966,2.2146
1.205,2.2089
1.2134,2.2031
1.2218,2.1974
1.2301,2.1916
1.2383,2.1857
1.2466,2.1799
1.2548,2.174
1.2629,2.1681
1.271,2.1621
1.2791,2.1562
1.2871,2.1502
1.2951,2.1441
1.3031,2.1381
1.311,2.132
1.3189,2.1259
1.3268,2.1198
1.3346,2.1136
1.3424,2.1075
1.3502,2.1012
1.3579,2.095
1.3656,2.0888
1.3733,2.0825
1.3809,2.0762
1.3885,2.0698
1.3961,2.0635
1.4036,2.0571
1.4111,2.0507
1.4186,2.0442
1.4261,2.0377
1.4335,2.0312
1.441,2.0247
1.4483,2.0182
1.4557,2.0116
1.463,2.005
1.4703,1.9984
1.4776,1.9917
1.4849,1.9851
1.4921,1.9784
1.4994,1.9716
1.5066,1.9649
1.5137,1.9581
1.5137,1.9581
1.5113,1.954
1.5089,1.95
1.5066,1.9458
1.5043,1.9417
1.5021,1.9375
1.4999,1.9332
1.4978,1.929
1.4957,1.9246
1.4937,1.9203
1.4917,1.9159
1.4897,1.9115
1.4879,1.907
1.486,1.9025
1.4842,1.898
1.4825,1.8934
1.4808,1.8888
1.4791,1.8841
1.4775,1.8794
1.476,1.8747
1.4745,1.8699
1.473,1.8651
1.4716,1.8603
1.4703,1.8554
1.469,1.8505
1.4677,1.8455
1.4665,1.8405
1.4653,1.8355
1.4642,1.8305
1.4631,1.8254
1.462,1.8202
1.461,1.8151
1.4601,1.8098
1.4592,1.8046
1.4583,1.7993
1.4575,1.794
1.4568,1.7886
1.456,1.7833
1.4554,1.7778
1.4547,1.7724
1.4541,1.7669
1.4536,1.7613
1.4531,1.7557
1.4526,1.7501
1.4522,1.7445
1.4519,1.7388
1.4515,1.7331
1.4512,1.7273
1.451,1.7215
1.4508,1.7157
1.4506,1.7098
1.4505,1.7039
1.4505,1.6979
1.4504,1.6919
1.4505,1.6859
1.4505,1.6798
1.4506,1.6737
1.4508,1.6676
1.4509,1.6614
1.4512,1.6552
1.4514,1.6489
1.4518,1.6426
1.4521,1.6363
1.4525,1.6299
1.4529,1.6235
1.4534,1.617
1.4539,1.6106
1.4545,1.604
1.4551,1.5974
1.4557,1.5908
1.4564,1.5842
1.4572,1.5775
1.4579,1.5707
1.4587,1.5639
1.4596,1.5571
1.4605,1.5502
1.4614,1.5433
1.4624,1.5363
1.4634,1.5293
1.4645,1.5223
1.4656,1.5152
1.4667,1.5081
1.4679,1.5009
1.4692,1.4937
1.4704,1.4864
1.4717,1.4791
1.4731,1.4717
1.4745,1.4643
1.4759,1.4568
1.4774,1.4493
1.479,1.4417
1.4805,1.4341
1.4821,1.4265
1.4838,1.4188
1.4855,1.411
1.4872,1.4032
1.489,1.3953
1.4909,1.3874
1.4928,1.3794
1.4947,1.3714
1.4966,1.3633
1.4987,1.3551
1.5007,1.3469
1.5028,1.3386
1.505,1.3303
1.5072,1.3219
1.5094,1.3135
1.5117,1.305
1.5141,1.2964
1.5165,1.2878
1.5189,1.2791
1.5214,1.2703
1.5239,1.2614
1.5265,1.2525
1.5292,1.2436
1.5319,1.2345
1.5346,1.2254
1.5374,1.2162
1.5403,1.2069
1.5432,1.1975
1.5462,1.1881
1.5492,1.1786
1.5523,1.169
1.5554,1.1593
1.5586,1.1495
1.5619,1.1397
1.5652,1.1297
1.5686,1.1197
1.572,1.1095
1.5755,1.0993
1.5791,1.0889
1.5828,1.0785
1.5865,1.0679
1.5903,1.0573
1.5941,1.0465
1.598,1.0356
1.602,1.0246
1.6061,1.0135
1.6103,1.0022
1.6145,0.99079
1.6189,0.97925
1.6189,0.97925
1.6116,0.98679
1.6045,0.99424
1.5973,1.0016
1.5902,1.0089
1.5831,1.0161
1.5761,1.0232
1.569,1.0302
1.562,1.0372
1.5551,1.0441
1.5481,1.0509
1.5412,1.0576
1.5344,1.0642
1.5275,1.0708
1.5207,1.0773
1.5139,1.0838
1.5071,1.0901
1.5003,1.0964
1.4936,1.1027
1.4869,1.1088
1.4802,1.115
1.4735,1.121
1.4669,1.127
1.4603,1.1329
1.4537,1.1387
1.4471,1.1445
1.4405,1.1502
1.434,1.1559
1.4275,1.1615
1.421,1.167
1.4145,1.1725
1.408,1.1779
1.4016,1.1833
1.3952,1.1886
1.3888,1.1939
1.3824,1.1991
1.376,1.2042
1.3697,1.2093
1.3633,1.2143
