theta1,theta2
1.2078,2.0721
1.1943,2.0745
1.1809,2.0768
1.1676,2.0789
1.1543,2.0808
1.1411,2.0825
1.128,2.0841
1.1149,2.0855
1.102,2.0867
1.0891,2.0878
1.0763,2.0886
1.0637,2.0893
1.0511,2.0898
1.0387,2.0901
1.0263,2.0903
1.0141,2.0903
1.002,2.09
0.98998,2.0897
0.97811,2.0891
0.96638,2.0884
0.95477,2.0874
0.9433,2.0863
0.93198,2.0851
0.92079,2.0836
0.90974,2.082
0.89885,2.0802
0.88811,2.0782
0.87751,2.0761
0.86708,2.0737
0.8568,2.0712
0.84668,2.0686
0.83673,2.0657
0.82694,2.0627
0.81731,2.0595
0.80786,2.0562
0.79857,2.0527
0.78946,2.049
0.78052,2.0451
0.77175,2.0411
0.76316,2.0369
0.75475,2.0326
0.74651,2.028
0.73845,2.0234
0.73058,2.0185
0.72288,2.0135
0.71536,2.0084
0.70802,2.0031
0.70086,1.9976
0.69389,1.992
0.68709,1.9862
0.68048,1.9802
0.67405,1.9742
0.6678,1.9679
0.66173,1.9615
0.65584,1.955
0.65013,1.9483
0.64461,1.9415
0.63926,1.9345
0.63409,1.9273
0.6291,1.9201
0.6291,1.9201
0.64099,1.918
0.65295,1.9158
0.66498,1.9135
0.67707,1.9109
0.68922,1.9083
0.70143,1.9054
0.71369,1.9024
0.72601,1.8992
0.73838,1.8959
0.75079,1.8924
0.76325,1.8888
0.77575,1.885
0.78829,1.881
0.80088,1.8769
0.81349,1.8726
0.82615,1.8682
0.83883,1.8636
0.85154,1.8589
0.86429,1.854
0.87705,1.849
0.88985,1.8438
0.90266,1.8384
0.9155,1.8329
0.92835,1.8272
0.94123,1.8214
0.95412,1.8155
0.96702,1.8094
0.97994,1.8031
0.99288,1.7967
1.0058,1.7901
1.0188,1.7834
1.0317,1.7766
1.0447,1.7696
1.0577,1.7624
1.0707,1.7551
1.0837,1.7477
1.0967,1.7401
1.1097,1.7323
1.1227,1.7245
1.1357,1.7164
1.1487,1.7082
1.1617,1.6999
1.1747,1.6914
1.1878,1.6828
1.2008,1.6741
1.2138,1.6651
1.2268,1.6561
1.2399,1.6469
1.2529,1.6375
1.266,1.628
1.279,1.6183
1.2921,1.6085
1.3051,1.5986
1.3182,1.5885
1.3312,1.5782
1.3443,1.5678
1.3574,1.5572
1.3705,1.5465
1.3836,1.5356
1.3836,1.5356
1.3713,1.5528
1.359,1.5698
1.3467,1.5867
1.3344,1.6034
1.3222,1.62
1.31,1.6364
1.2978,1.6527
1.2855,1.6689
1.2733,1.6849
1.2611,1.7008
1.2489,1.7166
1.2367,1.7322
1.2245,1.7478
1.2122,1.7632
1.2,1.7785
1.1877,1.7938
1.1754,1.8089
1.1631,1.8239
1.1507,1.8388
1.1383,1.8536
1.1259,1.8683
1.1134,1.8829
1.1009,1.8974
1.0883,1.9118
1.0757,1.9261
1.063,1.9404
1.0502,1.9545
1.0374,1.9686
1.0246,1.9826
1.0116,1.9965
0.99861,2.0103
0.98551,2.024
0.97233,2.0376
0.95906,2.0512
0.9457,2.0647
0.93224,2.0781
0.91868,2.0915
0.90501,2.1047
0.89124,2.1179
0.87734,2.131
0.86333,2.144
0.84919,2.157
0.83492,2.1699
0.82051,2.1827
0.80595,2.1954
0.79125,2.2081
0.7764,2.2206
0.76138,2.2332
0.74619,2.2456
0.73083,2.2579
0.71529,2.2702
0.69956,2.2824
0.68364,2.2946
0.66751,2.3066
0.65118,2.3186
0.63462,2.3305
0.61784,2.3423
0.60082,2.354
0.58356,2.3657
0.58356,2.3657
0.59284,2.352
0.60206,2.3383
0.61124,2.3245
0.62037,2.3107
0.62946,2.2969
0.63852,2.283
0.64754,2.2691
0.65652,2.2552
0.66549,2.2412
