theta1,theta2
0.40395,2.0747
0.39429,2.0898
0.38495,2.1049
0.37594,2.1199
0.36728,2.1348
0.35898,2.1496
0.35108,2.1643
0.34357,2.1789
0.33649,2.1934
0.32986,2.2077
0.32369,2.2219
0.318,2.2359
0.31283,2.2498
0.30818,2.2635
0.3041,2.277
0.30059,2.2903
0.29769,2.3034
0.29542,2.3162
0.2938,2.3288
0.29286,2.3411
0.29264,2.3532
0.29314,2.365
0.29441,2.3764
0.29646,2.3875
0.29932,2.3983
0.30301,2.4088
0.30756,2.4188
0.31298,2.4284
0.3193,2.4377
0.32652,2.4465
0.33467,2.4548
0.34375,2.4627
0.35377,2.4701
0.36474,2.4769
0.37664,2.4833
0.38947,2.4891
0.40323,2.4943
0.41789,2.499
0.43343,2.5031
0.44981,2.5065
0.46702,2.5094
0.48499,2.5117
0.5037,2.5133
0.52309,2.5143
0.5431,2.5146
0.56367,2.5143
0.58475,2.5134
0.60627,2.5119
0.62816,2.5097
0.65036,2.5069
0.67279,2.5035
0.69539,2.4994
0.7181,2.4948
0.74086,2.4897
0.76359,2.4839
0.78626,2.4776
0.80879,2.4708
0.83115,2.4635
0.85329,2.4557
0.87516,2.4474
0.89674,2.4386
0.91798,2.4294
0.93886,2.4198
0.95936,2.4098
0.97945,2.3994
0.99911,2.3887
1.0183,2.3776
1.0371,2.3662
1.0555,2.3544
1.0733,2.3424
1.0908,2.3301
1.1077,2.3175
1.1242,2.3047
1.1402,2.2917
1.1558,2.2784
1.1709,2.2649
1.1856,2.2512
1.1999,2.2374
1.2137,2.2234
1.2271,2.2092
1.2401,2.1949
1.2527,2.1804
1.2649,2.1658
1.2767,2.1511
1.2881,2.1363
1.2992,2.1214
1.3099,2.1064
1.3202,2.0914
1.3302,2.0762
1.3399,2.061
1.3493,2.0458
1.3583,2.0304
1.3671,2.0151
1.3755,1.9997
1.3836,1.9843
1.3915,1.9688
1.3991,1.9534
1.4064,1.9379
1.4135,1.9224
1.4203,1.907
1.4268,1.8915
1.4331,1.876
1.4392,1.8606
1.445,1.8452
1.4506,1.8299
1.4559,1.8145
1.4611,1.7992
1.466,1.784
1.4707,1.7688
1.4752,1.7537
1.4795,1.7386
1.4836,1.7237
1.4875,1.7087
1.4912,1.6939
1.4947,1.6792
1.498,1.6645
1.5011,1.65
1.504,1.6355
1.5067,1.6212
1.5093,1.607
1.5116,1.5929
1.5138,1.5789
1.5158,1.5651
1.5176,1.5514
1.5192,1.5379
1.5206,1.5245
1.5219,1.5113
1.523,1.4982
1.5239,1.4853
1.5246,1.4726
1.5251,1.46
1.5254,1.4477
1.5256,1.4356
1.5256,1.4236
1.5253,1.4119
1.5249,1.4004
1.5244,1.3891
1.5236,1.3781
1.5226,1.3673
1.5214,1.3567
1.5201,1.3464
1.5185,1.3364
1.5168,1.3266
1.5148,1.3171
1.5127,1.3079
1.5103,1.299
1.5077,1.2904
1.505,1.2821
1.502,1.274
1.4988,1.2664
1.4954,1.259
1.4918,1.252
1.488,1.2453
1.4839,1.2389
1.4797,1.2329
1.4752,1.2273
1.4705,1.222
1.4656,1.2171
1.4604,1.2126
1.455,1.2084
1.4494,1.2046
1.4436,1.2012
1.4376,1.1982
1.4313,1.1956
1.4248,1.1934
1.418,1.1915
1.4111,1.1901
1.4039,1.1891
1.3965,1.1885
1.3888,1.1882
1.3809,1.1884
1.3729,1.189
1.3645,1.19
1.356,1.1914
1.3473,1.1932
1.3383,1.1953
1.3291,1.1979
1.3198,1.2009
1.3102,1.2042
1.3004,1.208
1.2904,1.2121
1.2802,1.2166
1.2698,1.2215
1.2593,1.2267
1.2485,1.2323
1.2376,1.2383
1.2265,1.2446
1.2152,1.2513
1.2037,1.2583
1.1921,1.2656
1.1804,1.2732
1.1684,1.2812
1.1564,1.2895
1.1442,1.2981
1.1318,1.307
1.1194,1.3162
1.1068,1.3256
1.094,1.3354
1.0812,1.3454
1.0682,1.3556
1.0552,1.3662
1.042,1.3769
1.0288,1.388
1.0155,1.3992
1.0021,1.4107
0.98858,1.4224
0.97502,1.4343
0.96139,1.4464
0.94771,1.4588
0.93397,1.4713
0.92018,1.484
0.90635,1.4968
0.89249,1.5099
0.87859,1.5231
0.86467,1.5365
0.85073,1.55
0.83677,1.5637
0.82281,1.5775
0.80885,1.5914
0.79489,1.6055
0.78095,1.6197
0.76702,1.634
0.75311,1.6485
0.73923,1.663
0.7254,1.6776
0.7116,1.6924
0.69785,1.7072
0.68416,1.7221
0.67054,1.7371
0.65698,1.7521
0.64351,1.7672
0.63012,1.7824
0.61682,1.7977
0.60363,1.8129
0.59054,1.8283
0.57758,1.8436
0.56474,1.859
0.55203,1.8744
0.53948,1.8899
0.52707,1.9053
0.51483,1.9208
0.50277,1.9363
0.49089,1.9518
0.47921,1.9672
0.46773,1.9827
0.45648,1.9981
0.44546,2.0135
0.43468,2.0288
0.42416,2.0442
0.41391,2.0594
0.40395,2.0747
