theta1,theta2
0.67293,2.0373
0.67425,2.0343
0.6756,2.0313
0.67698,2.0283
0.67839,2.0253
0.67983,2.0223
0.6813,2.0193
0.68279,2.0163
0.68432,2.0132
0.68588,2.0102
0.68746,2.0071
0.68907,2.0041
0.69071,2.001
0.69238,1.9979
0.69407,1.9948
0.69579,1.9917
0.69754,1.9887
0.69931,1.9856
0.70111,1.9825
0.70293,1.9793
0.70478,1.9762
0.70665,1.9731
0.70855,1.97
0.71047,1.9669
0.71241,1.9637
0.71438,1.9606
0.71636,1.9575
0.71838,1.9543
0.72041,1.9512
0.72247,1.9481
0.72454,1.9449
0.72664,1.9418
0.72876,1.9386
0.7309,1.9355
0.73306,1.9324
0.73524,1.9292
0.73744,1.9261
0.73966,1.9229
0.74189,1.9198
0.74415,1.9166
0.74642,1.9135
0.74871,1.9103
0.75102,1.9072
0.75335,1.9041
0.75569,1.9009
0.75805,1.8978
0.76043,1.8947
0.76282,1.8916
0.76523,1.8884
0.76765,1.8853
0.77009,1.8822
0.77254,1.8791
0.77501,1.876
0.77749,1.8729
0.77998,1.8698
0.78249,1.8667
0.78501,1.8636
0.78755,1.8605
0.79009,1.8575
0.79265,1.8544
0.79522,1.8513
0.79781,1.8483
0.8004,1.8453
0.80301,1.8422
0.80562,1.8392
0.80825,1.8362
0.81088,1.8331
0.81353,1.8301
0.81619,1.8271
0.81885,1.8242
0.82152,1.8212
0.82421,1.8182
0.8269,1.8153
0.8296,1.8123
0.8323,1.8094
0.83502,1.8064
0.83774,1.8035
0.84047,1.8006
0.8432,1.7977
0.84595,1.7948
0.84869,1.792
0.85145,1.7891
0.85421,1.7863
0.85697,1.7834
0.85974,1.7806
0.86252,1.7778
0.8653,1.775
0.86808,1.7722
0.87087,1.7694
0.87366,1.7667
0.87646,1.7639
0.87925,1.7612
0.88205,1.7585
0.88486,1.7558
0.88766,1.7531
0.89047,1.7505
0.89328,1.7478
0.8961,1.7452
0.89891,1.7425
0.90172,1.7399
0.90454,1.7373
0.90736,1.7348
0.91017,1.7322
0.91299,1.7297
0.91581,1.7272
0.91862,1.7247
0.92144,1.7222
0.92425,1.7197
0.92707,1.7173
0.92988,1.7148
0.93269,1.7124
0.9355,1.71
0.93831,1.7076
0.94112,1.7053
0.94392,1.7029
0.94672,1.7006
0.94952,1.6983
0.95231,1.6961
0.9551,1.6938
0.95789,1.6916
0.96067,1.6893
0.96345,1.6871
0.96623,1.685
0.969,1.6828
0.97177,1.6807
0.97453,1.6786
0.97729,1.6765
0.98004,1.6744
0.98278,1.6724
0.98552,1.6703
0.98826,1.6683
0.99099,1.6664
0.99371,1.6644
0.99642,1.6625
0.99913,1.6606
1.0018,1.6587
1.0045,1.6568
1.0072,1.655
1.0099,1.6532
1.0126,1.6514
1.0152,1.6496
1.0179,1.6479
1.0205,1.6461
1.0232,1.6444
1.0258,1.6428
1.0284,1.6411
1.031,1.6395
1.0336,1.6379
1.0362,1.6364
1.0388,1.6348
1.0414,1.6333
1.044,1.6318
1.0465,1.6303
1.0491,1.6289
1.0516,1.6275
1.0541,1.6261
1.0566,1.6247
1.0591,1.6234
1.0616,1.6221
1.0641,1.6208
1.0666,1.6196
1.069,1.6183
1.0715,1.6171
1.0739,1.616
1.0763,1.6148
1.0787,1.6137
1.0811,1.6126
1.0835,1.6115
1.0859,1.6105
1.0882,1.6095
1.0906,1.6085
1.0929,1.6076
1.0952,1.6067
1.0975,1.6058
1.0998,1.6049
1.1021,1.6041
1.1044,1.6033
1.1066,1.6025
1.1088,1.6017
1.1111,1.601
1.1133,1.6003
1.1155,1.5997
1.1176,1.599
1.1198,1.5984
1.1219,1.5978
1.1241,1.5973
1.1262,1.5968
1.1283,1.5963
1.1304,1.5958
1.1324,1.5954
1.1345,1.595
1.1365,1.5946
1.1386,1.5943
1.1406,1.594
1.1426,1.5937
1.1445,1.5934
1.1465,1.5932
1.1484,1.593
1.1504,1.5929
1.1523,1.5927
1.1542,1.5926
1.156,1.5925
1.1579,1.5925
1.1597,1.5925
1.1615,1.5925
1.1634,1.5925
1.1651,1.5926
1.1669,1.5927
1.1687,1.5929
1.1704,1.593
1.1721,1.5932
1.1738,1.5934
1.1755,1.5937
1.1772,1.594
1.1788,1.5943
1.1804,1.5946
1.182,1.595
1.1836,1.5954
1.1852,1.5958
1.1868,1.5963
1.1883,1.5968
1.1898,1.5973
1.1913,1.5978
1.1928,1.5984
1.1943,1.599
1.1957,1.5996
1.1971,1.6003
1.1985,1.601
1.1999,1.6017
1.2013,1.6025
1.2026,1.6032
1.204,1.604
1.2053,1.6049
1.2066,1.6057
1.2078,1.6066
1.2091,1.6076
1.2103,1.6085
1.2115,1.6095
1.2127,1.6105
1.2139,1.6115
1.215,1.6126
1.2162,1.6137
1.2173,1.6148
1.2184,1.6159
1.2195,1.6171
1.2205,1.6183
1.2215,1.6195
1.2226,1.6208
1.2235,1.622
1.2245,1.6234
1.2255,1.6247
1.2264,1.626
1.2273,1.6274
1.2282,1.6288
1.2291,1.6303
1.2299,1.6317
1.2308,1.6332
1.2316,1.6348
1.2324,1.6363
1.2331,1.6379
1.2339,1.6395
1.2346,1.6411
1.2353,1.6427
1.236,1.6444
1.2367,1.6461
1.2373,1.6478
