theta1,theta2
0.67293,2.0373
0.67369,2.0429
0.6745,2.0485
0.67537,2.054
0.67629,2.0595
0.67727,2.065
0.6783,2.0704
0.67938,2.0759
0.68052,2.0812
0.68172,2.0866
0.68297,2.0919
0.68429,2.0972
0.68566,2.1024
0.68708,2.1076
0.68857,2.1128
0.69012,2.1179
0.69172,2.123
0.69339,2.1281
0.69511,2.1331
0.6969,2.1381
0.69875,2.1431
0.70066,2.148
0.70264,2.1529
0.70468,2.1578
0.70678,2.1626
0.70895,2.1674
0.71118,2.1721
0.71348,2.1768
0.71584,2.1815
0.71827,2.1861
0.72077,2.1907
0.72333,2.1953
0.72597,2.1998
0.72867,2.2043
0.73144,2.2087
0.73428,2.2131
0.7372,2.2174
0.74018,2.2218
0.74324,2.226
0.74636,2.2303
0.74636,2.2303
0.75525,2.227
0.76411,2.2237
0.77297,2.2204
0.78181,2.217
0.79063,2.2136
0.79944,2.2101
0.80823,2.2066
0.817,2.203
0.82575,2.1994
0.83449,2.1958
0.84321,2.1921
0.85191,2.1884
0.86059,2.1846
0.86926,2.1808
0.8779,2.1769
0.88652,2.173
0.89513,2.169
0.90371,2.165
0.91227,2.161
0.92081,2.1569
0.92934,2.1528
0.93784,2.1486
0.94632,2.1444
0.95477,2.1402
0.96321,2.1359
0.97163,2.1316
0.98002,2.1272
0.98839,2.1228
0.99674,2.1184
1.0051,2.1139
1.0134,2.1094
1.0217,2.1049
1.0299,2.1003
1.0382,2.0956
1.0464,2.091
1.0546,2.0863
1.0628,2.0815
1.0709,2.0768
1.079,2.0719
1.079,2.0719
1.083,2.0643
1.0871,2.0566
1.0911,2.0489
1.0951,2.0411
1.0991,2.0334
1.1032,2.0256
1.1072,2.0178
1.1113,2.01
1.1154,2.0022
1.1195,1.9944
1.1236,1.9865
1.1277,1.9786
1.1318,1.9707
1.1359,1.9628
1.1401,1.9549
1.1442,1.9469
1.1484,1.9389
1.1526,1.9309
1.1567,1.9229
1.1609,1.9148
1.1652,1.9068
1.1694,1.8987
1.1736,1.8905
1.1779,1.8824
1.1821,1.8742
1.1864,1.866
1.1907,1.8578
1.195,1.8495
1.1993,1.8413
1.2036,1.833
1.208,1.8247
1.2123,1.8163
1.2167,1.8079
1.2211,1.7995
1.2255,1.7911
1.2299,1.7826
1.2343,1.7741
1.2388,1.7656
1.2433,1.7571
1.2433,1.7571
1.2406,1.7536
1.2379,1.7502
1.2353,1.7467
1.2328,1.7432
1.2303,1.7396
1.2278,1.736
1.2254,1.7323
1.223,1.7286
1.2207,1.7249
1.2184,1.7211
1.2161,1.7172
1.2139,1.7134
1.2117,1.7095
1.2096,1.7055
1.2075,1.7015
1.2055,1.6975
1.2035,1.6934
1.2015,1.6893
1.1996,1.6851
1.1977,1.6809
1.1959,1.6766
1.1941,1.6724
1.1924,1.668
1.1907,1.6637
1.1891,1.6592
1.1874,1.6548
1.1859,1.6503
1.1843,1.6457
1.1829,1.6412
1.1814,1.6365
1.18,1.6319
1.1787,1.6272
1.1774,1.6224
1.1761,1.6176
1.1749,1.6128
1.1737,1.6079
1.1726,1.603
1.1715,1.598
1.1704,1.593
1.1704,1.593
1.1638,1.5972
1.1572,1.6014
1.1506,1.6055
1.144,1.6096
1.1374,1.6137
1.1308,1.6177
1.1242,1.6216
1.1176,1.6256
1.111,1.6294
1.1045,1.6333
1.0979,1.6371
1.0914,1.6408
1.0848,1.6445
1.0783,1.6482
1.0717,1.6518
1.0652,1.6554
1.0587,1.6589
1.0522,1.6624
1.0457,1.6659
1.0392,1.6693
1.0327,1.6726
1.0262,1.676
1.0197,1.6792
1.0133,1.6825
1.0068,1.6857
1.0003,1.6888
0.99389,1.6919
0.98745,1.695
0.98102,1.698
0.9746,1.701
0.96818,1.7039
0.96178,1.7068
0.95539,1.7097
0.949,1.7125
0.94262,1.7153
0.93626,1.718
0.9299,1.7207
0.92355,1.7233
0.91721,1.7259
0.91721,1.7259
0.91106,1.7344
0.90491,1.7429
0.89876,1.7513
0.89261,1.7597
0.88646,1.7681
0.88031,1.7765
0.87415,1.7848
0.86799,1.7931
0.86183,1.8013
0.85566,1.8096
0.84949,1.8178
0.84332,1.8259
0.83713,1.8341
0.83095,1.8422
0.82476,1.8503
0.81856,1.8584
0.81235,1.8664
0.80614,1.8744
0.79991,1.8824
0.79368,1.8904
0.78744,1.8983
0.78119,1.9062
0.77493,1.9141
0.76866,1.922
0.76238,1.9298
0.75609,1.9376
0.74978,1.9454
0.74346,1.9532
0.73713,1.961
0.73078,1.9687
0.72442,1.9764
0.71804,1.9841
0.71165,1.9917
0.70524,1.9994
0.69881,2.007
0.69237,2.0146
0.68591,2.0222
0.67943,2.0297
0.67293,2.0373
