theta1,theta2
1.4554,2.0766
1.4481,2.0796
1.4407,2.0825
1.4333,2.0854
1.4259,2.0882
1.4185,2.091
1.4111,2.0938
1.4037,2.0965
1.3963,2.0992
1.3889,2.1018
1.3815,2.1044
1.3741,2.107
1.3667,2.1095
1.3593,2.112
1.3519,2.1144
1.3445,2.1168
1.3371,2.1192
1.3297,2.1215
1.3223,2.1238
1.3149,2.126
1.3075,2.1282
1.3002,2.1303
1.2928,2.1324
1.2854,2.1345
1.278,2.1365
1.2706,2.1385
1.2633,2.1405
1.2559,2.1424
1.2486,2.1442
1.2412,2.146
1.2339,2.1478
1.2266,2.1495
1.2193,2.1512
1.2119,2.1529
1.2047,2.1545
1.1974,2.156
1.1901,2.1575
1.1828,2.159
1.1756,2.1604
1.1683,2.1618
1.1611,2.1631
1.1539,2.1644
1.1467,2.1657
1.1395,2.1669
1.1323,2.168
1.1252,2.1691
1.1181,2.1702
1.1109,2.1712
1.1039,2.1722
1.0968,2.1731
1.0897,2.174
1.0827,2.1748
1.0757,2.1756
1.0687,2.1764
1.0617,2.1771
1.0547,2.1777
1.0478,2.1784
1.0409,2.1789
1.034,2.1794
1.0272,2.1799
1.0203,2.1804
1.0135,2.1807
1.0067,2.1811
0.99998,2.1814
0.99326,2.1816
0.98656,2.1818
0.97989,2.182
0.97326,2.1821
0.96665,2.1821
0.96007,2.1821
0.95353,2.1821
0.94701,2.182
0.94053,2.1819
0.93409,2.1817
0.92767,2.1815
0.92129,2.1813
0.91495,2.181
0.90864,2.1806
0.90236,2.1802
0.89612,2.1798
0.88992,2.1793
0.88376,2.1787
0.87763,2.1781
0.87154,2.1775
0.86549,2.1768
0.85948,2.1761
0.8535,2.1754
0.84757,2.1745
0.84168,2.1737
0.83583,2.1728
0.83002,2.1718
0.82425,2.1708
0.81853,2.1698
0.81284,2.1687
0.8072,2.1676
0.80161,2.1664
0.79605,2.1652
0.79054,2.164
0.78508,2.1626
0.77965,2.1613
0.77428,2.1599
0.76895,2.1585
0.76366,2.157
0.75842,2.1555
0.75323,2.1539
0.74808,2.1523
0.74298,2.1506
0.73792,2.1489
0.73291,2.1472
0.72795,2.1454
0.72304,2.1436
0.71818,2.1417
0.71336,2.1398
0.70859,2.1378
0.70387,2.1358
0.69919,2.1338
0.69457,2.1317
0.68999,2.1296
0.68547,2.1274
0.68099,2.1252
0.67656,2.1229
0.67218,2.1207
0.66785,2.1183
0.66357,2.1159
0.65934,2.1135
0.65515,2.1111
0.65102,2.1086
0.64694,2.1061
0.6429,2.1035
0.63892,2.1009
0.63498,2.0982
0.6311,2.0955
0.62726,2.0928
0.62347,2.09
0.61974,2.0872
0.61605,2.0843
0.61241,2.0815
0.60883,2.0785
0.60529,2.0756
0.6018,2.0726
0.59836,2.0695
0.59497,2.0664
0.59163,2.0633
0.58834,2.0602
0.58509,2.057
0.5819,2.0537
0.57876,2.0505
0.57566,2.0472
0.57261,2.0438
0.56962,2.0405
0.56667,2.037
0.56377,2.0336
0.56091,2.0301
0.55811,2.0266
0.55535,2.023
0.55264,2.0194
0.54998,2.0158
0.54737,2.0121
0.54481,2.0084
0.54229,2.0047
0.53982,2.0009
0.5374,1.9971
0.53502,1.9933
0.53269,1.9894
0.53041,1.9855
0.52817,1.9816
0.52598,1.9776
0.52384,1.9736
0.52174,1.9695
0.51969,1.9654
0.51768,1.9613
0.51572,1.9572
0.51381,1.953
0.51194,1.9488
0.51012,1.9445
0.50834,1.9402
0.5066,1.9359
0.50491,1.9316
0.50326,1.9272
0.50166,1.9228
0.5001,1.9183
0.49859,1.9138
0.49712,1.9093
0.49569,1.9048
0.49431,1.9002
0.49297,1.8956
0.49167,1.8909
0.49042,1.8863
0.48921,1.8815
0.48804,1.8768
0.48691,1.872
0.48582,1.8672
0.48478,1.8624
0.48378,1.8575
0.48282,1.8526
0.4819,1.8477
0.48102,1.8427
0.48019,1.8377
0.47939,1.8327
0.47864,1.8276
0.47864,1.8276
0.48326,1.8282
0.4879,1.8287
0.49257,1.8293
0.49727,1.8297
0.502,1.8302
0.50675,1.8306
0.51153,1.8309
0.51633,1.8313
0.52116,1.8316
0.52601,1.8318
0.53089,1.832
0.53579,1.8322
0.54072,1.8323
0.54567,1.8324
0.55065,1.8325
0.55565,1.8325
0.56067,1.8324
0.56572,1.8324
0.57079,1.8323
0.57588,1.8321
0.58099,1.8319
0.58613,1.8317
0.59129,1.8315
0.59647,1.8312
0.60167,1.8308
0.6069,1.8304
0.61214,1.83
0.61741,1.8296
0.62269,1.8291
0.628,1.8285
0.63332,1.828
0.63867,1.8273
0.64403,1.8267
0.64942,1.826
0.65482,1.8253
0.66024,1.8245
0.66568,1.8237
0.67114,1.8228
0.67661,1.822
0.68211,1.821
0.68762,1.8201
0.69314,1.8191
0.69869,1.818
0.70425,1.817
0.70982,1.8158
0.71542,1.8147
0.72103,1.8135
0.72665,1.8123
0.73229,1.811
0.73794,1.8097
0.74361,1.8083
0.7493,1.8069
0.75499,1.8055
0.7607,1.804
0.76643,1.8025
0.77217,1.801
0.77792,1.7994
0.78369,1.7978
0.78946,1.7962
0.79525,1.7945
0.80106,1.7927
0.80687,1.791
0.8127,1.7892
0.81854,1.7873
0.82439,1.7854
0.83025,1.7835
0.83612,1.7816
0.842,1.7796
0.8479,1.7775
0.8538,1.7755
0.85971,1.7733
0.86564,1.7712
0.87157,1.769
0.87751,1.7668
0.88347,1.7645
0.88943,1.7622
0.8954,1.7599
0.90138,1.7575
0.90736,1.7551
0.91336,1.7527
0.91937,1.7502
0.92538,1.7477
0.9314,1.7451
0.93743,1.7425
0.94346,1.7399
0.9495,1.7372
0.95555,1.7345
0.96161,1.7318
0.96767,1.729
0.97374,1.7262
0.97982,1.7233
0.98591,1.7204
0.992,1.7175
0.99809,1.7145
1.0042,1.7115
1.0103,1.7085
1.0164,1.7054
1.0225,1.7023
1.0287,1.6991
1.0348,1.696
1.0409,1.6927
1.0471,1.6895
1.0532,1.6862
1.0594,1.6828
1.0655,1.6795
1.0717,1.6761
1.0779,1.6726
1.084,1.6691
1.0902,1.6656
1.0964,1.6621
1.1026,1.6585
1.1087,1.6549
1.1149,1.6512
1.1211,1.6475
1.1273,1.6437
1.1335,1.64
1.1398,1.6362
1.146,1.6323
1.1522,1.6284
1.1584,1.6245
1.1646,1.6205
1.1709,1.6166
1.1771,1.6125
1.1833,1.6084
1.1896,1.6043
1.1958,1.6002
1.2021,1.596
1.2083,1.5918
1.2146,1.5875
1.2209,1.5832
1.2271,1.5789
1.2334,1.5745
1.2397,1.5701
1.2459,1.5657
1.2522,1.5612
1.2585,1.5567
1.2648,1.5521
1.2711,1.5475
1.2774,1.5429
1.2837,1.5382
1.29,1.5335
1.2963,1.5288
1.3026,1.524
1.3089,1.5191
1.3153,1.5143
1.3216,1.5094
1.3279,1.5044
1.3343,1.4994
1.3406,1.4944
1.347,1.4893
1.3533,1.4842
1.3597,1.4791
1.366,1.4739
1.3724,1.4687
1.3788,1.4634
1.3852,1.4581
1.3916,1.4528
1.398,1.4474
1.4044,1.4419
1.4108,1.4365
1.4172,1.4309
1.4236,1.4254
1.43,1.4198
1.4365,1.4141
1.4429,1.4085
1.4494,1.4027
1.4558,1.3969
1.4623,1.3911
1.4687,1.3853
1.4752,1.3794
1.4817,1.3734
1.4882,1.3674
1.4947,1.3614
1.5012,1.3553
1.5078,1.3491
1.5143,1.3429
1.5208,1.3367
1.5274,1.3304
1.534,1.3241
1.5405,1.3177
1.5471,1.3113
1.5537,1.3048
1.5603,1.2983
1.567,1.2917
1.5736,1.2851
1.5803,1.2784
1.5869,1.2716
1.5936,1.2648
1.6003,1.258
1.607,1.2511
1.6137,1.2441
1.6204,1.2371
1.6272,1.23
1.634,1.2229
1.6407,1.2157
1.6476,1.2085
1.6544,1.2012
1.6612,1.1938
1.6681,1.1864
1.6681,1.1864
1.6613,1.1971
1.6546,1.2078
1.648,1.2184
1.6414,1.229
1.6348,1.2394
1.6282,1.2498
1.6217,1.2601
1.6152,1.2703
1.6088,1.2805
1.6023,1.2905
1.5959,1.3005
1.5896,1.3105
1.5832,1.3204
1.5769,1.3302
1.5706,1.3399
1.5643,1.3496
1.5581,1.3593
1.5518,1.3688
1.5456,1.3783
1.5394,1.3878
1.5333,1.3972
1.5271,1.4066
1.521,1.4159
1.5149,1.4251
1.5088,1.4343
1.5027,1.4435
1.4966,1.4526
1.4906,1.4616
1.4845,1.4706
1.4785,1.4796
1.4725,1.4885
1.4665,1.4973
1.4605,1.5062
1.4545,1.5149
1.4486,1.5237
1.4426,1.5324
1.4367,1.541
1.4307,1.5497
1.4248,1.5582
1.4189,1.5668
1.413,1.5753
1.4071,1.5837
1.4012,1.5922
1.3953,1.6006
1.3894,1.6089
1.3836,1.6172
1.3777,1.6255
1.3718,1.6338
1.366,1.642
1.3601,1.6502
1.3543,1.6583
1.3484,1.6664
1.3426,1.6745
1.3367,1.6826
1.3309,1.6906
1.3251,1.6986
1.3192,1.7066
1.3134,1.7145
1.3075,1.7224
1.3017,1.7303
1.2959,1.7382
1.29,1.746
1.2842,1.7538
1.2783,1.7615
1.2725,1.7693
1.2666,1.777
1.2608,1.7847
1.2549,1.7923
1.2491,1.8
1.2432,1.8076
1.2373,1.8152
1.2315,1.8227
1.2256,1.8303
1.2197,1.8378
1.2138,1.8453
1.2079,1.8527
1.202,1.8602
1.1961,1.8676
1.1902,1.875
1.1843,1.8824
1.1783,1.8897
1.1724,1.8971
1.1664,1.9044
1.1605,1.9117
1.1545,1.9189
1.1485,1.9262
1.1425,1.9334
1.1365,1.9406
1.1305,1.9478
1.1244,1.955
1.1184,1.9621
1.1123,1.9692
1.1062,1.9763
1.1001,1.9834
1.094,1.9905
1.0879,1.9975
1.0818,2.0045
1.0756,2.0115
1.0694,2.0185
1.0633,2.0255
1.057,2.0325
1.0508,2.0394
1.0446,2.0463
1.0383,2.0532
1.032,2.0601
1.0257,2.067
1.0194,2.0738
1.013,2.0806
1.0067,2.0874
1.0003,2.0942
0.99386,2.101
0.98742,2.1078
0.98095,2.1145
0.97446,2.1212
0.96795,2.1279
0.9614,2.1346
0.95483,2.1413
0.94823,2.148
0.94161,2.1546
0.93495,2.1612
0.92826,2.1679
0.92155,2.1744
0.9148,2.181
0.90802,2.1876
0.90121,2.1941
0.89436,2.2007
0.88748,2.2072
0.88057,2.2137
0.87362,2.2202
0.86663,2.2266
0.8596,2.2331
0.85254,2.2395
0.84544,2.246
0.8383,2.2524
0.83112,2.2588
0.82389,2.2651
0.81663,2.2715
0.80932,2.2778
0.80196,2.2842
0.79456,2.2905
0.78712,2.2968
0.77962,2.3031
0.77208,2.3093
0.76449,2.3156
0.75685,2.3218
0.74915,2.3281
0.74141,2.3343
0.73361,2.3405
0.72575,2.3466
0.71784,2.3528
0.70987,2.3589
0.70185,2.3651
0.69376,2.3712
0.68561,2.3773
0.6774,2.3834
0.66913,2.3894
0.66079,2.3955
0.65238,2.4015
0.64391,2.4075
0.63536,2.4135
0.62675,2.4195
0.61806,2.4255
0.6093,2.4314
0.60047,2.4374
0.59156,2.4433
0.58257,2.4492
0.57349,2.4551
0.56434,2.4609
0.5551,2.4668
0.54578,2.4726
0.53637,2.4784
0.52687,2.4842
0.51728,2.49
0.5076,2.4958
0.49782,2.5015
0.48794,2.5072
0.47797,2.5129
0.46789,2.5186
0.45771,2.5243
0.44743,2.5299
0.43704,2.5355
0.42654,2.5411
0.41593,2.5467
0.4052,2.5523
0.39436,2.5578
0.3834,2.5633
0.37232,2.5688
0.36111,2.5743
0.34978,2.5797
0.33832,2.5851
0.32673,2.5905
0.31501,2.5959
0.30315,2.6012
0.29115,2.6065
0.27901,2.6118
0.26673,2.6171
0.2543,2.6223
0.24172,2.6275
0.229,2.6327
0.229,2.6327
0.23657,2.6261
0.24405,2.6194
0.25143,2.6128
0.25872,2.6062
0.26593,2.5996
0.27305,2.5929
0.28009,2.5863
0.28705,2.5797
0.29393,2.573
0.30074,2.5664
0.30748,2.5598
0.31415,2.5531
0.32076,2.5465
0.3273,2.5398
0.33378,2.5332
0.3402,2.5266
0.34656,2.5199
0.35287,2.5133
0.35912,2.5066
0.36532,2.4999
0.37147,2.4933
0.37757,2.4866
0.38362,2.4799
0.38963,2.4733
0.39559,2.4666
0.40151,2.4599
0.40739,2.4532
0.41323,2.4465
0.41903,2.4398
0.42479,2.4331
0.43051,2.4264
0.4362,2.4197
0.44185,2.413
0.44747,2.4062
0.45306,2.3995
0.45862,2.3928
0.46414,2.386
0.46964,2.3793
0.4751,2.3725
0.48054,2.3657
0.48596,2.359
0.49134,2.3522
0.4967,2.3454
0.50204,2.3386
0.50735,2.3318
0.51264,2.325
0.51791,2.3182
0.52315,2.3113
0.52838,2.3045
0.53358,2.2976
0.53876,2.2908
0.54393,2.2839
0.54908,2.277
0.5542,2.2702
0.55932,2.2633
0.56441,2.2564
0.56949,2.2495
0.57455,2.2425
0.5796,2.2356
0.58463,2.2287
0.58965,2.2217
0.59466,2.2147
0.59965,2.2078
0.60463,2.2008
0.6096,2.1938
0.61455,2.1868
0.6195,2.1798
0.62443,2.1727
0.62935,2.1657
0.63427,2.1586
0.63917,2.1516
0.64407,2.1445
0.64895,2.1374
0.65383,2.1303
