theta1,theta2
0.40395,2.0747
0.41138,2.068
0.41878,2.0614
0.42616,2.0547
0.4335,2.048
0.44082,2.0412
0.44811,2.0345
0.45537,2.0277
0.46261,2.0209
0.46983,2.0141
0.47702,2.0072
0.48418,2.0003
0.49132,1.9934
0.49844,1.9865
0.50554,1.9795
0.51262,1.9725
0.51967,1.9655
0.5267,1.9585
0.53372,1.9515
0.54071,1.9444
0.54769,1.9373
0.55464,1.9301
0.56158,1.923
0.5685,1.9158
0.5754,1.9086
0.58229,1.9013
0.58916,1.8941
0.59602,1.8868
0.60286,1.8795
0.60968,1.8721
0.61649,1.8647
0.62329,1.8573
0.63008,1.8499
0.63685,1.8424
0.64361,1.835
0.65036,1.8274
0.65709,1.8199
0.66382,1.8123
0.67054,1.8047
0.67724,1.7971
0.68394,1.7894
0.69063,1.7817
0.69731,1.774
0.70398,1.7662
0.71064,1.7585
0.7173,1.7506
0.72395,1.7428
0.7306,1.7349
0.73724,1.727
0.74388,1.719
0.75051,1.7111
0.75713,1.703
0.76376,1.695
0.77038,1.6869
0.77699,1.6788
0.78361,1.6706
0.79022,1.6625
0.79684,1.6542
0.80345,1.646
0.81006,1.6377
0.81668,1.6293
0.82329,1.6209
0.82991,1.6125
0.83652,1.6041
0.84314,1.5956
0.84977,1.587
0.85639,1.5785
0.86302,1.5698
0.86966,1.5612
0.8763,1.5525
0.88295,1.5437
0.8896,1.5349
0.89626,1.5261
0.90293,1.5172
0.90961,1.5083
0.91629,1.4993
0.92299,1.4903
0.92969,1.4812
0.93641,1.4721
0.94313,1.4629
0.94313,1.4629
0.94839,1.4612
0.95366,1.4594
0.95895,1.4577
0.96425,1.4558
0.96958,1.4539
0.97492,1.452
0.98028,1.4501
0.98565,1.4481
0.99104,1.446
0.99645,1.4439
1.0019,1.4418
1.0073,1.4396
1.0128,1.4374
1.0182,1.4351
1.0237,1.4328
1.0292,1.4304
1.0348,1.428
1.0403,1.4256
1.0459,1.4231
1.0514,1.4206
1.057,1.418
1.0626,1.4154
1.0682,1.4127
1.0739,1.41
1.0795,1.4073
1.0852,1.4045
1.0908,1.4016
1.0965,1.3988
1.1022,1.3958
1.108,1.3929
1.1137,1.3899
1.1194,1.3868
1.1252,1.3837
1.131,1.3805
1.1368,1.3773
1.1426,1.3741
1.1484,1.3708
1.1542,1.3675
1.1601,1.3641
1.166,1.3607
1.1718,1.3572
1.1777,1.3537
1.1836,1.3501
1.1896,1.3465
1.1955,1.3429
1.2015,1.3392
1.2074,1.3354
1.2134,1.3316
1.2194,1.3278
1.2254,1.3239
1.2314,1.32
1.2375,1.316
1.2435,1.312
1.2496,1.3079
1.2557,1.3037
1.2618,1.2996
1.2679,1.2953
1.274,1.2911
1.2802,1.2867
1.2863,1.2824
1.2925,1.2779
1.2987,1.2735
1.3049,1.2689
1.3111,1.2644
1.3173,1.2597
1.3236,1.2551
1.3298,1.2503
1.3361,1.2455
1.3424,1.2407
1.3487,1.2358
1.3551,1.2309
1.3614,1.2259
1.3678,1.2208
1.3741,1.2157
1.3805,1.2106
1.3869,1.2054
1.3934,1.2001
1.3998,1.1948
1.4063,1.1894
1.4063,1.1894
1.4061,1.1956
1.406,1.2018
1.406,1.2079
1.406,1.2139
1.406,1.2199
1.4061,1.2258
1.4062,1.2317
1.4064,1.2375
1.4066,1.2432
1.4069,1.2489
1.4072,1.2546
1.4075,1.2601
1.4079,1.2657
