theta1,theta2
0.67293,2.0373
0.66976,2.0447
0.66679,2.052
0.66403,2.0593
0.66147,2.0665
0.65914,2.0736
0.65702,2.0806
0.65513,2.0875
0.65347,2.0943
0.65205,2.101
0.65086,2.1076
0.64991,2.114
0.64921,2.1204
0.64876,2.1266
0.64856,2.1327
0.64862,2.1387
0.64894,2.1445
0.64952,2.1501
0.65036,2.1556
0.65147,2.161
0.65285,2.1662
0.65449,2.1712
0.65641,2.176
0.65859,2.1807
0.66104,2.1852
0.66377,2.1895
0.66676,2.1936
0.67002,2.1975
0.67354,2.2012
0.67733,2.2047
0.68138,2.208
0.68569,2.2111
0.69025,2.214
0.69506,2.2167
0.70011,2.2191
0.7054,2.2213
0.71093,2.2233
0.71669,2.2251
0.72267,2.2266
0.72886,2.2279
0.73526,2.229
0.74186,2.2298
0.74865,2.2305
0.75562,2.2308
0.76276,2.2309
0.77008,2.2308
0.77754,2.2305
0.78515,2.2299
0.7929,2.2291
0.80077,2.2281
0.80876,2.2268
0.81686,2.2253
0.82505,2.2235
0.83332,2.2216
0.84167,2.2194
0.85008,2.2169
0.85855,2.2143
0.86707,2.2114
0.87561,2.2084
0.88419,2.2051
0.89278,2.2016
0.90137,2.1979
0.90996,2.194
0.91854,2.1899
0.9271,2.1856
0.93563,2.1812
0.94412,2.1765
0.95257,2.1717
0.96097,2.1667
0.96931,2.1615
0.97759,2.1562
0.98579,2.1507
0.99391,2.1451
1.002,2.1393
1.0099,2.1333
1.0178,2.1273
1.0255,2.1211
1.0332,2.1147
1.0407,2.1083
1.0482,2.1017
1.0555,2.095
1.0627,2.0882
1.0698,2.0813
1.0768,2.0743
1.0836,2.0672
1.0903,2.06
1.0969,2.0528
1.1033,2.0454
1.1096,2.038
1.1158,2.0306
1.1218,2.023
1.1277,2.0155
1.1335,2.0078
1.1391,2.0001
1.1446,1.9924
1.1499,1.9846
1.1551,1.9768
1.1601,1.969
1.165,1.9612
1.1698,1.9533
1.1744,1.9454
1.1789,1.9376
1.1832,1.9297
1.1874,1.9218
1.1914,1.9139
1.1953,1.906
1.199,1.8982
1.2026,1.8903
1.2061,1.8825
1.2094,1.8747
1.2126,1.867
1.2156,1.8592
1.2185,1.8516
1.2213,1.8439
1.2239,1.8363
1.2263,1.8288
1.2286,1.8213
1.2308,1.8139
1.2329,1.8065
1.2348,1.7992
1.2365,1.792
1.2382,1.7848
1.2396,1.7778
1.241,1.7708
1.2422,1.7639
1.2433,1.7571
1.2442,1.7503
1.245,1.7437
1.2456,1.7372
1.2462,1.7308
1.2466,1.7245
1.2468,1.7183
1.2469,1.7122
1.2469,1.7062
1.2467,1.7004
1.2464,1.6947
1.246,1.6891
1.2455,1.6836
1.2448,1.6783
1.2439,1.6731
1.243,1.668
1.2419,1.6631
1.2407,1.6584
1.2393,1.6537
1.2378,1.6493
1.2362,1.645
1.2345,1.6408
1.2326,1.6368
1.2306,1.633
1.2285,1.6293
1.2262,1.6258
1.2238,1.6224
1.2213,1.6192
1.2187,1.6162
1.2159,1.6134
1.213,1.6107
1.21,1.6083
1.2069,1.606
1.2036,1.6038
1.2002,1.6019
1.1967,1.6001
1.1931,1.5985
1.1894,1.5971
1.1855,1.5959
1.1815,1.5949
1.1775,1.594
1.1733,1.5934
1.1689,1.5929
1.1645,1.5926
1.16,1.5925
1.1554,1.5926
1.1506,1.5928
1.1458,1.5933
1.1408,1.5939
1.1357,1.5948
1.1306,1.5958
1.1253,1.597
1.12,1.5984
1.1145,1.5999
1.109,1.6017
1.1034,1.6036
1.0976,1.6057
1.0918,1.608
1.086,1.6105
1.08,1.6131
1.0739,1.6159
1.0678,1.6189
1.0616,1.6221
1.0554,1.6254
1.049,1.6289
1.0426,1.6326
1.0362,1.6364
1.0296,1.6404
1.0231,1.6445
1.0164,1.6488
1.0097,1.6533
1.003,1.6579
0.99622,1.6626
0.9894,1.6675
0.98253,1.6726
0.97563,1.6777
0.9687,1.683
0.96174,1.6885
0.95476,1.6941
0.94775,1.6998
0.94072,1.7056
0.93368,1.7116
0.92663,1.7176
0.91957,1.7238
0.9125,1.7301
0.90544,1.7365
0.89838,1.743
0.89133,1.7496
0.88429,1.7564
0.87726,1.7632
0.87026,1.77
0.86327,1.777
0.85632,1.7841
0.8494,1.7912
0.84251,1.7985
0.83567,1.8057
0.82887,1.8131
0.82212,1.8205
0.81543,1.828
0.80879,1.8355
0.80222,1.8431
0.79572,1.8508
0.78929,1.8584
0.78293,1.8662
0.77666,1.8739
0.77048,1.8817
0.76439,1.8895
0.75839,1.8974
0.7525,1.9052
0.74671,1.9131
0.74104,1.921
0.73548,1.9289
0.73005,1.9367
0.72474,1.9446
0.71957,1.9525
0.71453,1.9604
0.70964,1.9682
0.7049,1.976
0.70031,1.9838
0.69588,1.9916
0.69161,1.9993
0.68751,2.007
0.68359,2.0147
0.67985,2.0223
0.67629,2.0298
0.67293,2.0373
