theta1,theta2
0.67293,2.0373
0.68625,2.0218
0.69949,2.0062
0.71266,1.9905
0.72576,1.9748
0.73879,1.9589
0.75177,1.943
0.7647,1.9269
0.77757,1.9108
0.7904,1.8945
0.80319,1.8782
0.81594,1.8617
0.82867,1.8452
0.84136,1.8285
0.85404,1.8117
0.86669,1.7948
0.87933,1.7778
0.89196,1.7606
0.90459,1.7433
0.91721,1.7259
0.91721,1.7259
0.93023,1.7205
0.94329,1.715
0.95639,1.7092
0.96953,1.7033
0.98271,1.6972
0.99592,1.6909
1.0092,1.6845
1.0224,1.6779
1.0358,1.671
1.0491,1.664
1.0625,1.6569
1.0759,1.6495
1.0893,1.642
1.1028,1.6343
1.1162,1.6264
1.1297,1.6183
1.1433,1.6101
1.1568,1.6016
1.1704,1.593
1.1704,1.593
1.1726,1.6032
1.175,1.6133
1.1776,1.6232
1.1803,1.6329
1.1833,1.6424
1.1864,1.6517
1.1897,1.6609
1.1931,1.6699
1.1968,1.6787
1.2006,1.6873
1.2046,1.6957
1.2088,1.704
1.2132,1.7121
1.2178,1.7201
1.2225,1.7278
1.2274,1.7354
1.2325,1.7428
1.2378,1.75
1.2433,1.7571
1.2433,1.7571
1.2341,1.7746
1.225,1.792
1.216,1.8092
1.2071,1.8264
1.1982,1.8435
1.1893,1.8604
1.1806,1.8772
1.1718,1.894
1.1632,1.9106
1.1545,1.9271
1.146,1.9435
1.1374,1.9599
1.129,1.9761
1.1205,1.9923
1.1122,2.0084
1.1038,2.0244
1.0955,2.0403
1.0873,2.0562
1.079,2.0719
1.079,2.0719
1.0623,2.0818
1.0455,2.0915
1.0286,2.101
1.0116,2.1104
0.99455,2.1196
0.97737,2.1286
0.96011,2.1375
0.94275,2.1462
0.9253,2.1548
0.90777,2.1631
0.89015,2.1713
0.87244,2.1793
0.85465,2.1872
0.83679,2.1948
0.81884,2.2023
0.80082,2.2096
0.78274,2.2167
0.76458,2.2236
0.74636,2.2303
0.74636,2.2303
0.74002,2.2215
0.73398,2.2126
0.72824,2.2036
0.72279,2.1943
0.71762,2.1849
0.71274,2.1753
0.70814,2.1656
0.70381,2.1557
0.69975,2.1457
0.69595,2.1355
0.69242,2.1252
0.68913,2.1147
0.6861,2.1041
0.68331,2.0933
0.68077,2.0824
0.67846,2.0713
0.67639,2.0601
0.67455,2.0487
0.67293,2.0373
