theta1,theta2
0.28567,2.0652
0.29337,2.0591
0.30103,2.053
0.30867,2.0468
0.31628,2.0406
0.32386,2.0344
0.33142,2.0281
0.33895,2.0219
0.34646,2.0156
0.35394,2.0092
0.3614,2.0029
0.36883,1.9965
0.37624,1.9901
0.38363,1.9836
0.39099,1.9771
0.39833,1.9706
0.40565,1.9641
0.41295,1.9576
0.42023,1.951
0.42748,1.9444
0.43472,1.9377
0.44193,1.931
0.44913,1.9244
0.45631,1.9176
0.46347,1.9109
0.47061,1.9041
0.47774,1.8973
0.48484,1.8904
0.49194,1.8836
0.49901,1.8767
0.50607,1.8697
0.51311,1.8628
0.52014,1.8558
0.52716,1.8488
0.53416,1.8417
0.54114,1.8347
0.54812,1.8276
0.55508,1.8204
0.56203,1.8133
0.56897,1.8061
0.57589,1.7988
0.58281,1.7916
0.58971,1.7843
0.5966,1.777
0.60349,1.7696
0.61036,1.7622
0.61723,1.7548
0.62409,1.7474
0.63094,1.7399
0.63778,1.7324
0.64461,1.7248
0.65144,1.7172
0.65826,1.7096
0.66508,1.702
0.67189,1.6943
0.6787,1.6866
0.6855,1.6788
0.6923,1.671
0.69909,1.6632
0.70589,1.6553
0.71268,1.6474
0.71946,1.6395
0.72625,1.6315
0.73303,1.6235
0.73982,1.6154
0.7466,1.6073
0.75339,1.5992
0.76017,1.591
0.76696,1.5828
0.77375,1.5745
0.78054,1.5662
0.78733,1.5579
0.79413,1.5495
0.80093,1.5411
0.80774,1.5326
0.81455,1.5241
0.82136,1.5155
0.82819,1.5069
0.83502,1.4983
0.84185,1.4896
0.8487,1.4808
0.85555,1.472
0.86242,1.4632
0.86929,1.4543
0.87617,1.4453
0.88307,1.4363
0.88997,1.4272
0.89689,1.4181
0.90382,1.4089
0.91077,1.3997
0.91773,1.3904
0.92471,1.3811
0.9317,1.3717
0.93871,1.3622
0.94573,1.3527
0.95278,1.3431
0.95984,1.3334
0.96693,1.3237
0.97403,1.3139
0.98116,1.3041
0.98116,1.3041
0.98594,1.3027
0.99073,1.3014
0.99555,1.3
1.0004,1.2985
1.0052,1.297
1.0101,1.2955
1.015,1.2939
1.0199,1.2923
1.0249,1.2906
1.0298,1.2889
1.0348,1.2871
1.0398,1.2853
1.0448,1.2834
1.0498,1.2815
1.0549,1.2796
1.06,1.2776
1.0651,1.2756
1.0702,1.2735
1.0753,1.2714
1.0805,1.2692
1.0856,1.267
1.0908,1.2647
1.096,1.2624
1.1013,1.26
1.1065,1.2576
1.1118,1.2552
1.1171,1.2527
1.1224,1.2501
1.1277,1.2476
1.133,1.2449
1.1384,1.2422
1.1437,1.2395
1.1491,1.2367
1.1546,1.2339
1.16,1.231
1.1654,1.2281
1.1709,1.2252
1.1764,1.2222
1.1819,1.2191
1.1874,1.216
1.193,1.2128
1.1985,1.2096
1.2041,1.2064
1.2097,1.203
1.2153,1.1997
1.221,1.1963
1.2266,1.1928
1.2323,1.1893
1.238,1.1858
1.2437,1.1822
1.2494,1.1785
1.2552,1.1748
1.2609,1.171
1.2667,1.1672
1.2725,1.1634
1.2783,1.1594
1.2842,1.1555
1.2901,1.1514
1.2959,1.1474
1.3018,1.1432
1.3078,1.1391
