theta1,theta2
0.28567,2.0652
0.28148,2.0794
0.27742,2.0935
0.27349,2.1076
0.26968,2.1215
0.26601,2.1354
0.26247,2.1491
0.25907,2.1628
0.25582,2.1764
0.25271,2.19
0.24975,2.2034
0.24694,2.2168
0.24429,2.2301
0.24181,2.2433
0.23949,2.2564
0.23735,2.2694
0.23538,2.2824
0.23361,2.2952
0.23202,2.308
0.23063,2.3207
0.22944,2.3333
0.22847,2.3459
0.22771,2.3583
0.22718,2.3706
0.22689,2.3829
0.22685,2.3951
0.22706,2.4071
0.22754,2.4191
0.22829,2.431
0.22934,2.4428
0.23068,2.4544
0.23234,2.466
0.23432,2.4774
0.23665,2.4888
0.23933,2.5
0.24238,2.5111
0.24583,2.5221
0.24968,2.5329
0.25396,2.5436
0.25868,2.5542
0.26387,2.5646
0.26955,2.5749
0.27573,2.585
0.28245,2.595
0.28973,2.6047
0.29759,2.6143
0.30606,2.6238
0.31517,2.633
0.32494,2.642
0.3354,2.6508
0.3354,2.6508
0.36501,2.6453
0.39441,2.6395
0.42355,2.6333
0.45243,2.6269
0.48102,2.6203
0.50929,2.6133
0.53724,2.6061
0.56484,2.5987
0.59209,2.591
0.61897,2.5831
0.64547,2.5749
0.6716,2.5666
0.69735,2.558
0.72271,2.5493
0.74769,2.5403
0.77229,2.5312
0.7965,2.5219
0.82033,2.5124
0.84379,2.5028
0.86688,2.493
0.8896,2.483
0.91196,2.4729
0.93397,2.4626
0.95564,2.4522
0.97697,2.4417
0.99797,2.431
1.0186,2.4202
1.039,2.4093
1.0591,2.3982
1.0788,2.387
1.0983,2.3757
1.1175,2.3643
1.1364,2.3528
1.155,2.3412
1.1734,2.3294
1.1916,2.3176
1.2095,2.3056
1.2271,2.2936
1.2446,2.2815
1.2618,2.2692
1.2788,2.2569
1.2956,2.2444
1.3123,2.2319
1.3287,2.2193
1.3449,2.2065
1.361,2.1937
1.3769,2.1808
1.3926,2.1678
1.4082,2.1547
1.4082,2.1547
1.41,2.1416
1.412,2.1285
1.4142,2.1153
1.4165,2.1019
1.419,2.0885
1.4216,2.075
1.4244,2.0614
1.4274,2.0477
1.4304,2.0339
1.4337,2.02
1.4371,2.006
1.4406,1.9919
1.4442,1.9777
