theta1,theta2
0.40395,2.0747
0.41897,2.0612
0.43388,2.0476
0.44867,2.034
0.46335,2.0202
0.47794,2.0063
0.49242,1.9924
0.50681,1.9783
0.52111,1.9641
0.53533,1.9498
0.54947,1.9354
0.56353,1.9209
0.57752,1.9064
0.59145,1.8916
0.60531,1.8768
0.61911,1.8619
0.63286,1.8468
0.64655,1.8317
0.6602,1.8164
0.6738,1.801
0.68737,1.7855
0.7009,1.7698
0.7144,1.7541
0.72787,1.7381
0.74132,1.7221
0.75475,1.7059
0.76817,1.6896
0.78157,1.6732
0.79497,1.6565
0.80837,1.6398
0.82176,1.6229
0.83517,1.6058
0.84858,1.5886
0.862,1.5712
0.87545,1.5536
0.88892,1.5358
0.90242,1.5179
0.91595,1.4998
0.92952,1.4814
0.94313,1.4629
0.94313,1.4629
0.95379,1.4594
0.96453,1.4557
0.97533,1.4519
0.9862,1.4478
0.99714,1.4436
1.0082,1.4393
1.0192,1.4347
1.0304,1.4299
1.0416,1.425
1.0529,1.4199
1.0642,1.4146
1.0756,1.4092
1.0871,1.4035
1.0986,1.3977
1.1102,1.3917
1.1218,1.3855
1.1335,1.3791
1.1453,1.3726
1.1571,1.3658
1.169,1.3589
1.1809,1.3518
1.1929,1.3445
1.205,1.337
1.2171,1.3293
1.2293,1.3214
1.2415,1.3133
1.2538,1.305
1.2662,1.2965
1.2786,1.2879
1.2911,1.279
1.3036,1.2699
1.3162,1.2606
1.3289,1.2511
1.3416,1.2413
1.3544,1.2314
1.3673,1.2212
1.3802,1.2108
1.3932,1.2002
1.4063,1.1894
1.4063,1.1894
1.406,1.2019
1.406,1.2142
1.4061,1.2262
1.4064,1.2381
1.4069,1.2496
1.4076,1.261
1.4084,1.2721
1.4094,1.283
1.4106,1.2937
1.412,1.3042
1.4135,1.3145
1.4152,1.3245
1.4171,1.3344
1.4191,1.3441
1.4213,1.3535
1.4237,1.3628
1.4262,1.3719
1.4289,1.3807
1.4317,1.3894
1.4347,1.3979
1.4379,1.4062
1.4412,1.4143
1.4447,1.4222
1.4483,1.43
1.4521,1.4375
1.456,1.4449
1.4601,1.4521
1.4643,1.4591
1.4687,1.466
1.4733,1.4726
1.4779,1.4791
1.4828,1.4854
1.4878,1.4915
1.4929,1.4974
1.4981,1.5032
1.5036,1.5088
1.5091,1.5142
1.5148,1.5194
1.5206,1.5245
1.5206,1.5245
1.5124,1.5429
1.5043,1.5612
1.4963,1.5793
1.4885,1.5972
1.4807,1.615
1.4731,1.6326
1.4656,1.65
1.4582,1.6673
1.4509,1.6845
1.4437,1.7015
1.4366,1.7184
1.4296,1.7351
1.4227,1.7517
1.416,1.7682
1.4093,1.7845
1.4027,1.8008
1.3963,1.8169
1.3899,1.8329
1.3836,1.8488
1.3775,1.8646
1.3714,1.8802
1.3654,1.8958
1.3596,1.9113
1.3538,1.9266
1.3482,1.9419
1.3426,1.9571
1.3372,1.9722
1.3319,1.9872
1.3266,2.002
1.3215,2.0168
1.3165,2.0316
1.3116,2.0462
1.3068,2.0607
1.3021,2.0752
1.2976,2.0896
1.2931,2.1038
1.2888,2.1181
1.2846,2.1322
1.2805,2.1462
1.2805,2.1462
1.2641,2.1583
1.2476,2.1703
1.2309,2.1821
1.2141,2.1938
1.1971,2.2054
1.1799,2.2169
1.1626,2.2283
1.145,2.2396
1.1273,2.2507
1.1094,2.2617
1.0913,2.2726
1.073,2.2834
1.0545,2.294
1.0358,2.3045
1.0169,2.3148
0.99781,2.325
0.97848,2.3351
0.95893,2.345
0.93915,2.3548
0.91916,2.3644
0.89893,2.3739
0.87848,2.3832
0.85781,2.3924
0.8369,2.4013
0.81576,2.4102
0.7944,2.4188
0.7728,2.4272
0.75098,2.4355
0.72894,2.4436
0.70668,2.4515
0.6842,2.4592
0.66151,2.4666
0.63861,2.4739
0.61551,2.481
0.59223,2.4878
0.56876,2.4944
0.54513,2.5008
0.52133,2.5069
0.49739,2.5128
0.49739,2.5128
0.48838,2.5043
0.47986,2.4955
0.47182,2.4866
0.46424,2.4775
0.45711,2.4682
0.45041,2.4588
0.44414,2.4492
0.43828,2.4394
0.43281,2.4295
0.42772,2.4194
0.42301,2.4092
0.41866,2.3989
0.41466,2.3884
0.41099,2.3777
0.40766,2.367
0.40464,2.3561
0.40192,2.3451
0.39951,2.3339
0.39738,2.3227
0.39553,2.3113
0.39395,2.2998
0.39264,2.2882
0.39158,2.2764
0.39076,2.2646
0.39019,2.2527
0.38985,2.2406
0.38973,2.2285
0.38984,2.2162
0.39016,2.2038
0.39069,2.1914
0.39141,2.1788
0.39234,2.1661
0.39346,2.1534
0.39477,2.1405
0.39625,2.1275
0.39792,2.1145
0.39976,2.1013
0.40177,2.088
0.40395,2.0747
