theta1,theta2
1.2078,2.0721
1.2051,2.0726
1.2025,2.073
1.1998,2.0735
1.1972,2.074
1.1945,2.0745
1.1919,2.0749
1.1892,2.0754
1.1866,2.0758
1.1839,2.0763
1.1813,2.0767
1.1786,2.0771
1.176,2.0776
1.1734,2.078
1.1707,2.0784
1.1681,2.0788
1.1655,2.0792
1.1628,2.0796
1.1602,2.08
1.1576,2.0803
1.155,2.0807
1.1524,2.0811
1.1498,2.0814
1.1472,2.0818
1.1446,2.0821
1.142,2.0824
1.1394,2.0828
1.1368,2.0831
1.1342,2.0834
1.1316,2.0837
1.129,2.084
1.1264,2.0843
1.1238,2.0846
1.1213,2.0848
1.1187,2.0851
1.1161,2.0854
1.1136,2.0856
1.111,2.0859
1.1084,2.0861
1.1059,2.0864
1.1033,2.0866
1.1008,2.0868
1.0983,2.087
1.0957,2.0872
1.0932,2.0874
1.0906,2.0876
1.0881,2.0878
1.0856,2.088
1.0831,2.0882
1.0806,2.0883
1.078,2.0885
1.0755,2.0887
1.073,2.0888
1.0705,2.0889
1.068,2.0891
1.0655,2.0892
1.063,2.0893
1.0606,2.0894
1.0581,2.0895
1.0556,2.0896
1.0531,2.0897
1.0506,2.0898
1.0482,2.0899
1.0457,2.09
1.0433,2.09
1.0408,2.0901
1.0384,2.0901
1.0359,2.0902
1.0335,2.0902
1.031,2.0902
1.0286,2.0903
1.0262,2.0903
1.0238,2.0903
1.0213,2.0903
1.0189,2.0903
1.0165,2.0903
1.0141,2.0903
1.0117,2.0902
1.0093,2.0902
1.0069,2.0902
1.0045,2.0901
1.0022,2.0901
0.99979,2.09
0.99742,2.0899
0.99505,2.0898
0.99269,2.0898
0.99033,2.0897
0.98798,2.0896
0.98564,2.0895
0.98329,2.0894
0.98096,2.0893
0.97862,2.0891
0.9763,2.089
0.97398,2.0889
0.97166,2.0887
0.96935,2.0886
0.96704,2.0884
0.96474,2.0882
0.96244,2.0881
0.96015,2.0879
0.95786,2.0877
0.95558,2.0875
0.95331,2.0873
0.95104,2.0871
0.94877,2.0869
0.94651,2.0867
0.94426,2.0864
0.94201,2.0862
0.93977,2.086
0.93753,2.0857
0.93529,2.0855
0.93307,2.0852
0.93085,2.0849
0.92863,2.0847
0.92642,2.0844
0.92421,2.0841
0.92202,2.0838
0.91982,2.0835
0.91763,2.0832
0.91545,2.0829
0.91327,2.0825
0.9111,2.0822
0.90894,2.0819
0.90678,2.0815
0.90463,2.0812
0.90248,2.0808
0.90034,2.0805
0.8982,2.0801
0.89607,2.0797
0.89394,2.0793
0.89183,2.0789
0.88971,2.0785
0.88761,2.0781
0.88551,2.0777
0.88341,2.0773
0.88132,2.0769
0.87924,2.0764
0.87716,2.076
0.87509,2.0755
0.87303,2.0751
0.87097,2.0746
0.86892,2.0742
0.86687,2.0737
0.86483,2.0732
0.8628,2.0727
0.86077,2.0722
0.85875,2.0717
0.85673,2.0712
0.85472,2.0707
0.85272,2.0702
0.85072,2.0697
0.84873,2.0691
0.84675,2.0686
0.84477,2.068
0.8428,2.0675
0.84084,2.0669
0.83888,2.0664
0.83693,2.0658
0.83498,2.0652
0.83304,2.0646
0.83111,2.064
0.82918,2.0634
0.82726,2.0628
0.82535,2.0622
0.82344,2.0616
0.82154,2.061
0.81965,2.0603
0.81776,2.0597
0.81588,2.059
0.81401,2.0584
0.81214,2.0577
0.81028,2.0571
0.80842,2.0564
0.80658,2.0557
0.80473,2.055
0.8029,2.0543
0.80107,2.0536
0.79925,2.0529
0.79744,2.0522
0.79563,2.0515
0.79383,2.0508
0.79203,2.05
0.79025,2.0493
0.78846,2.0486
0.78669,2.0478
0.78492,2.047
0.78316,2.0463
0.78141,2.0455
0.77966,2.0447
0.77792,2.0439
0.77619,2.0432
0.77446,2.0424
