theta1,theta2
0.12575,2.578
0.13047,2.5777
0.13519,2.5774
0.13993,2.5771
0.14467,2.5768
0.14942,2.5764
0.15418,2.5761
0.15894,2.5757
0.16371,2.5753
0.16848,2.5749
0.17326,2.5745
0.17804,2.5741
0.18284,2.5737
0.18763,2.5732
0.19243,2.5728
0.19724,2.5723
0.20205,2.5718
0.20686,2.5714
0.21168,2.5709
0.21651,2.5703
0.22133,2.5698
0.22616,2.5693
0.231,2.5687
0.23584,2.5682
0.24068,2.5676
0.24552,2.567
0.25037,2.5664
0.25521,2.5658
0.26006,2.5652
0.26492,2.5646
0.26977,2.5639
0.27463,2.5633
0.27948,2.5626
0.28434,2.5619
0.2892,2.5613
0.29406,2.5606
0.29893,2.5599
0.30379,2.5591
0.30865,2.5584
0.31351,2.5577
0.31838,2.5569
0.32324,2.5561
0.3281,2.5554
0.33296,2.5546
0.33783,2.5538
0.34269,2.553
0.34755,2.5521
0.3524,2.5513
0.35726,2.5505
0.36212,2.5496
0.36697,2.5488
0.37182,2.5479
0.37667,2.547
0.38152,2.5461
0.38637,2.5452
0.39121,2.5443
0.39605,2.5433
0.40089,2.5424
0.40572,2.5415
0.41056,2.5405
0.41538,2.5395
0.42021,2.5386
0.42503,2.5376
0.42985,2.5366
0.43467,2.5356
0.43948,2.5345
0.44428,2.5335
0.44909,2.5325
0.45388,2.5314
0.45868,2.5304
0.46347,2.5293
0.46825,2.5282
0.47303,2.5271
0.47781,2.526
0.48258,2.5249
0.48734,2.5238
0.4921,2.5226
0.49685,2.5215
0.5016,2.5204
0.50635,2.5192
0.51108,2.518
0.51581,2.5169
0.52054,2.5157
0.52526,2.5145
0.52997,2.5133
0.53468,2.5121
0.53938,2.5108
0.54408,2.5096
0.54876,2.5084
0.55345,2.5071
0.55812,2.5058
0.56279,2.5046
0.56745,2.5033
0.5721,2.502
0.57675,2.5007
0.58139,2.4994
0.58602,2.4981
0.59065,2.4968
0.59527,2.4954
0.59988,2.4941
0.60448,2.4928
0.60908,2.4914
0.61367,2.49
0.61825,2.4887
0.62282,2.4873
0.62738,2.4859
0.63194,2.4845
0.63649,2.4831
0.64103,2.4817
0.64557,2.4802
0.65009,2.4788
0.65461,2.4774
0.65912,2.4759
0.66362,2.4745
0.66811,2.473
0.67259,2.4715
0.67707,2.47
0.68154,2.4686
0.686,2.4671
0.69045,2.4656
0.69489,2.464
0.69932,2.4625
0.70374,2.461
0.70816,2.4595
0.71257,2.4579
0.71697,2.4564
0.72136,2.4548
0.72574,2.4533
0.73011,2.4517
0.73447,2.4501
0.73883,2.4485
0.74317,2.4469
0.74751,2.4453
