theta1,theta2
1.2095,1.2547
1.2118,1.2586
1.2141,1.2625
1.2165,1.2663
1.219,1.27
1.2215,1.2736
1.224,1.2772
1.2266,1.2808
1.2293,1.2842
1.2319,1.2876
1.2347,1.291
1.2375,1.2942
1.2403,1.2974
1.2432,1.3006
1.2461,1.3036
1.2491,1.3067
1.2521,1.3096
1.2551,1.3125
1.2582,1.3153
1.2614,1.3181
1.2646,1.3208
1.2678,1.3234
1.2711,1.326
1.2744,1.3285
1.2778,1.331
1.2812,1.3333
1.2846,1.3357
1.2881,1.3379
1.2917,1.3401
1.2953,1.3423
1.2989,1.3444
1.3026,1.3464
1.3063,1.3483
1.31,1.3502
1.3138,1.3521
1.3176,1.3539
1.3215,1.3556
1.3254,1.3572
1.3294,1.3588
1.3334,1.3604
1.3374,1.3618
1.3415,1.3633
1.3456,1.3646
1.3497,1.3659
1.3539,1.3671
1.3581,1.3683
1.3624,1.3694
1.3667,1.3705
1.3711,1.3715
1.3754,1.3724
1.3799,1.3733
1.3843,1.3741
1.3888,1.3749
1.3933,1.3756
1.3979,1.3762
1.4025,1.3768
1.4071,1.3773
1.4118,1.3777
1.4165,1.3781
1.4212,1.3785
1.426,1.3787
1.4308,1.379
1.4357,1.3791
1.4406,1.3792
1.4455,1.3793
1.4504,1.3792
1.4554,1.3791
1.4604,1.379
1.4655,1.3788
1.4706,1.3785
1.4757,1.3782
1.4808,1.3778
1.486,1.3774
1.4912,1.3769
1.4964,1.3763
1.5017,1.3757
1.507,1.375
1.5123,1.3743
1.5177,1.3735
1.5231,1.3727
1.5231,1.3727
1.5187,1.3838
1.5143,1.395
1.5099,1.406
1.5057,1.4169
1.5014,1.4278
1.4973,1.4386
1.4931,1.4493
1.4891,1.46
1.4851,1.4706
1.4811,1.4811
1.4772,1.4915
1.4733,1.5019
1.4695,1.5122
1.4658,1.5224
1.4621,1.5326
1.4584,1.5427
1.4548,1.5528
1.4513,1.5628
1.4477,1.5727
1.4443,1.5826
1.4409,1.5924
1.4375,1.6022
1.4342,1.6119
1.4309,1.6215
1.4277,1.6311
1.4245,1.6407
1.4214,1.6502
1.4183,1.6596
1.4153,1.669
1.4123,1.6783
1.4093,1.6876
1.4064,1.6969
1.4036,1.7061
1.4008,1.7152
1.398,1.7243
1.3953,1.7334
1.3926,1.7424
1.39,1.7513
1.3874,1.7602
1.3849,1.7691
1.3824,1.7779
1.38,1.7867
1.3776,1.7955
1.3752,1.8042
1.3729,1.8128
1.3707,1.8214
1.3685,1.83
1.3663,1.8385
1.3642,1.847
1.3622,1.8555
1.3602,1.8639
1.3582,1.8722
1.3563,1.8806
1.3544,1.8889
1.3526,1.8971
1.3509,1.9053
1.3492,1.9135
1.3475,1.9216
1.3459,1.9297
1.3443,1.9378
1.3428,1.9458
1.3414,1.9538
1.34,1.9617
1.3386,1.9696
1.3374,1.9775
1.3361,1.9853
1.3349,1.9931
1.3338,2.0009
1.3327,2.0086
1.3317,2.0163
1.3308,2.024
1.3299,2.0316
1.329,2.0391
1.3283,2.0467
1.3275,2.0542
1.3269,2.0616
1.3263,2.0691
1.3257,2.0765
1.3253,2.0838
1.3253,2.0838
1.3161,2.091
1.3069,2.0981
1.2976,2.1052
1.2883,2.1122
1.279,2.1192
1.2696,2.1262
1.2601,2.1331
1.2506,2.14
1.2411,2.1468
1.2315,2.1536
1.2219,2.1604
1.2122,2.1671
1.2025,2.1738
1.1927,2.1804
1.1828,2.187
1.1729,2.1936
1.163,2.2001
1.153,2.2066
1.1429,2.213
1.1328,2.2194
1.1226,2.2258
1.1124,2.2321
1.1021,2.2384
1.0918,2.2446
1.0814,2.2508
1.0709,2.2569
1.0604,2.263
1.0498,2.269
1.0391,2.275
1.0284,2.281
1.0176,2.2869
1.0068,2.2927
0.99586,2.2985
0.98488,2.3043
0.97384,2.31
0.96274,2.3157
0.95156,2.3213
0.94032,2.3268
0.92902,2.3323
0.91764,2.3378
0.9062,2.3432
0.89469,2.3485
0.88311,2.3538
0.87147,2.3591
0.85976,2.3642
0.84798,2.3694
0.83613,2.3744
0.82421,2.3794
0.81223,2.3844
0.80018,2.3893
0.78806,2.3941
0.77588,2.3989
0.76363,2.4036
0.75131,2.4082
0.73893,2.4128
0.72648,2.4173
0.71398,2.4218
0.70141,2.4262
0.68877,2.4305
0.67608,2.4347
0.66333,2.4389
0.65052,2.443
0.63765,2.447
0.62473,2.451
0.61175,2.4549
0.59872,2.4587
0.58564,2.4625
0.57251,2.4661
0.55934,2.4697
0.54612,2.4732
0.53286,2.4766
0.51956,2.48
0.50622,2.4833
0.49284,2.4864
0.47944,2.4895
0.466,2.4926
0.45254,2.4955
0.43905,2.4983
0.42555,2.5011
0.42555,2.5011
0.42424,2.4945
0.42305,2.4878
0.42197,2.4811
0.42101,2.4743
0.42016,2.4675
0.41942,2.4607
0.41878,2.4538
0.41824,2.4469
0.4178,2.44
0.41746,2.433
0.41721,2.426
0.41706,2.419
0.417,2.4119
0.41702,2.4048
0.41713,2.3977
0.41733,2.3906
0.41761,2.3834
0.41796,2.3762
0.4184,2.3689
0.41891,2.3616
0.4195,2.3543
0.42016,2.347
0.4209,2.3396
0.4217,2.3322
0.42258,2.3248
0.42352,2.3173
0.42452,2.3099
0.42559,2.3024
0.42673,2.2948
0.42793,2.2873
0.42918,2.2797
0.4305,2.272
0.43188,2.2644
0.43331,2.2567
0.43481,2.249
0.43635,2.2413
0.43796,2.2335
0.43961,2.2257
0.44132,2.2179
0.44308,2.2101
0.44489,2.2022
0.44675,2.1943
0.44866,2.1864
0.45062,2.1785
0.45263,2.1705
0.45469,2.1625
0.45679,2.1545
0.45894,2.1464
0.46113,2.1383
0.46337,2.1302
0.46565,2.1221
0.46798,2.1139
0.47034,2.1057
0.47276,2.0975
0.47521,2.0892
0.4777,2.081
0.48024,2.0727
0.48282,2.0643
0.48543,2.056
0.48809,2.0476
0.49079,2.0391
0.49352,2.0307
0.4963,2.0222
0.49911,2.0137
0.50196,2.0051
0.50485,1.9966
0.50777,1.988
0.51074,1.9793
0.51374,1.9706
0.51678,1.9619
0.51985,1.9532
0.52296,1.9444
0.52611,1.9357
0.52929,1.9268
0.53251,1.918
0.53576,1.9091
0.53905,1.9001
0.54238,1.8912
0.54574,1.8822
0.54574,1.8822
0.55438,1.8764
0.56301,1.8705
0.57163,1.8646
0.58024,1.8586
0.58883,1.8526
0.59741,1.8466
0.60597,1.8405
0.61452,1.8343
0.62306,1.8281
0.63159,1.8219
0.6401,1.8156
0.6486,1.8092
0.65709,1.8028
0.66556,1.7963
0.67403,1.7898
0.68248,1.7833
0.69092,1.7767
0.69936,1.77
0.70778,1.7633
0.71619,1.7565
0.72459,1.7497
0.73298,1.7428
0.74136,1.7359
0.74973,1.729
0.75809,1.722
0.76644,1.7149
0.77479,1.7078
0.78313,1.7006
0.79145,1.6934
0.79978,1.6861
0.80809,1.6788
0.8164,1.6714
0.82471,1.6639
0.833,1.6564
0.8413,1.6489
0.84958,1.6413
0.85787,1.6336
0.86615,1.6259
0.87442,1.6182
0.8827,1.6103
0.89097,1.6025
0.89924,1.5945
0.9075,1.5865
0.91577,1.5785
0.92403,1.5704
0.9323,1.5622
0.94057,1.554
0.94883,1.5457
0.9571,1.5374
0.96537,1.529
0.97365,1.5205
0.98193,1.512
0.99021,1.5034
0.9985,1.4947
1.0068,1.486
1.0151,1.4772
1.0234,1.4684
1.0317,1.4595
1.04,1.4505
1.0484,1.4414
1.0567,1.4323
1.065,1.4231
1.0734,1.4138
1.0818,1.4045
1.0902,1.3951
1.0986,1.3856
1.107,1.376
1.1154,1.3664
1.1239,1.3567
1.1323,1.3468
1.1408,1.337
1.1493,1.327
1.1578,1.3169
1.1664,1.3068
1.1749,1.2966
1.1835,1.2862
1.1922,1.2758
1.2008,1.2653
1.2095,1.2547
