theta1,theta2,t
1.1048,1.8330000000000002,36.36
1.1048,1.8332,36.38
1.1048,1.8335,36.4
1.1048,1.8337,36.42
1.1047,1.834,36.44
1.1047,1.8342,36.46
1.1047,1.8345,36.480000000000004
1.1047,1.8347,36.5
1.1046,1.835,36.52
1.1046,1.8352,36.54
1.1046,1.8355,36.56
1.1046,1.8358,36.58
1.1045,1.8359999999999999,36.6
1.1045,1.8363,36.62
1.1045,1.8365,36.64
1.1045,1.8368,36.660000000000004
1.1044,1.8371,36.68
1.1044,1.8373,36.7
1.1044,1.8376,36.72
1.1043,1.8378,36.74
1.1043,1.8381,36.76
1.1043,1.8384,36.78
1.1042,1.8386,36.800000000000004
1.1042,1.8389,36.82
1.1042,1.8391,36.84
1.1041,1.8394,36.86
1.1041,1.8397,36.88
1.1041,1.8399,36.9
1.104,1.8402,36.92
1.104,1.8404,36.94
1.104,1.8407,36.96
1.1039,1.841,36.980000000000004
1.1039,1.8412,37.0
1.1039,1.8415,37.02
1.1038,1.8418,37.04
1.1038,1.8419999999999999,37.06
1.1038,1.8423,37.08
1.1037,1.8426,37.1
1.1037,1.8428,37.12
1.1036,1.8431,37.14
1.1036,1.8434,37.160000000000004
1.1036,1.8436,37.18
1.1035,1.8439,37.2
1.1035,1.8442,37.22
1.1034,1.8444,37.24
1.1034,1.8447,37.26
1.1033,1.845,37.28
1.1033,1.8452,37.300000000000004
1.1033,1.8455,37.32
1.1032,1.8458,37.34
1.1032,1.8461,37.36
1.1031,1.8463,37.38
1.1031,1.8466,37.4
1.103,1.8469,37.42
1.103,1.8471,37.44
1.1029,1.8474,37.46
1.1029,1.8477,37.480000000000004
1.1028,1.848,37.5
1.1028,1.8482,37.52
1.1027,1.8485,37.54
1.1027,1.8488,37.56
1.1026,1.849,37.58
1.1026,1.8493,37.6
1.1025,1.8496,37.62
1.1025,1.8499,37.64
1.1024,1.8501,37.660000000000004
1.1024,1.8504,37.68
1.1023,1.8507,37.7
1.1023,1.851,37.72
1.1022,1.8512,37.74
1.1021,1.8515,37.76
1.1021,1.8518,37.78
1.102,1.8521,37.800000000000004
1.102,1.8524,37.82
1.1019,1.8526,37.84
1.1019,1.8529,37.86
1.1018,1.8532,37.88
1.1017,1.8535,37.9
1.1017,1.8537,37.92
1.1016,1.854,37.94
1.1016,1.8543,37.96
1.1015,1.8546,37.980000000000004
1.1014,1.8549,38.0
1.1014,1.8551,38.02
1.1013,1.8554,38.04
1.1012,1.8557,38.06
1.1012,1.8559999999999999,38.08
1.1011,1.8563,38.1
1.1011,1.8565,38.12
1.101,1.8568,38.14
1.1009,1.8571,38.160000000000004
1.1009,1.8574,38.18
1.1008,1.8577,38.2
1.1007,1.858,38.22
1.1007,1.8582,38.24
1.1006,1.8585,38.26
1.1005,1.8588,38.28
1.1004,1.8591,38.300000000000004
1.1004,1.8594,38.32
1.1003,1.8597,38.34
1.1002,1.8599,38.36
1.1002,1.8602,38.38
1.1001,1.8605,38.4
1.1,1.8608,38.42
1.0999,1.8611,38.44
1.0999,1.8614,38.46
1.0998,1.8617,38.480000000000004
1.0997,1.8619,38.5
1.0996,1.8622,38.52
1.0996,1.8625,38.54
1.0995,1.8628,38.56
1.0994,1.8631,38.58
1.0993,1.8634,38.6
1.0993,1.8637,38.62
1.0992,1.8639,38.64
1.0991,1.8642,38.660000000000004
1.099,1.8645,38.68
1.0989,1.8648,38.7
1.0989,1.8651,38.72
1.0988,1.8654,38.74
1.0987,1.8657,38.76
1.0986,1.8659999999999999,38.78
1.0985,1.8663,38.800000000000004
1.0985,1.8666,38.82
1.0984,1.8668,38.84
1.0983,1.8671,38.86
1.0982,1.8674,38.88
1.0981,1.8677,38.9
1.0979999999999999,1.868,38.92
1.0979999999999999,1.8683,38.94
1.0979,1.8686,38.96
1.0978,1.8689,38.980000000000004
1.0977,1.8692,39.0
1.0976,1.8695,39.02
1.0975,1.8698,39.04
1.0974,1.8701,39.06
1.0973,1.8703,39.08
1.0973,1.8706,39.1
1.0972,1.8709,39.12
1.0971,1.8712,39.14
1.097,1.8715,39.160000000000004
1.0969,1.8718,39.18
1.0968,1.8721,39.2
1.0967,1.8724,39.22
1.0966,1.8727,39.24
1.0965,1.8730000000000002,39.26
1.0964,1.8733,39.28
1.0963,1.8736,39.300000000000004
1.0962,1.8739,39.32
1.0961,1.8742,39.34
1.0959999999999999,1.8745,39.36
1.0959,1.8748,39.38
1.0958,1.8751,39.4
1.0957,1.8754,39.42
1.0956,1.8757,39.44
1.0955,1.876,39.46
1.0954,1.8763,39.480000000000004
1.0953,1.8766,39.5
1.0952,1.8769,39.52
1.0951,1.8772,39.54
1.095,1.8775,39.56
1.0949,1.8778,39.58
1.0948,1.8781,39.6
1.0947,1.8784,39.62
1.0946,1.8786,39.64
1.0945,1.8789,39.660000000000004
1.0944,1.8792,39.68
1.0943,1.8795,39.7
1.0942,1.8798,39.72
1.0941,1.8801,39.74
1.094,1.8804,39.76
1.0939,1.8807,39.78
1.0938,1.8811,39.800000000000004
1.0937,1.8814,39.82
1.0936,1.8817,39.84
1.0935,1.882,39.86
1.0934,1.8823,39.88
1.0932,1.8826,39.9
1.0931,1.8829,39.92
1.093,1.8832,39.94
1.0929,1.8835,39.96
1.0928,1.8838,39.980000000000004
1.0927,1.8841,40.0
1.0926,1.8844,40.02
1.0925,1.8847,40.04
1.0923,1.885,40.06
1.0922,1.8853,40.08
1.0921,1.8856,40.1
1.092,1.8859,40.12
1.0919,1.8862,40.14
1.0918,1.8865,40.160000000000004
1.0917,1.8868,40.18
1.0915,1.8871,40.2
1.0914,1.8874,40.22
1.0913,1.8877,40.24
1.0912,1.8880000000000001,40.26
1.0911,1.8883,40.28
1.0909,1.8886,40.300000000000004
1.0908,1.8889,40.32
1.0907,1.8892,40.34
1.0906,1.8895,40.36
1.0905,1.8898,40.38
1.0903,1.8902,40.4
1.0902,1.8905,40.42
1.0901,1.8908,40.44
1.09,1.8911,40.46
1.0898,1.8914,40.480000000000004
1.0897,1.8917,40.5
1.0896,1.892,40.52
1.0895,1.8923,40.54
1.0893,1.8926,40.56
1.0892,1.8929,40.58
1.0891,1.8932,40.6
1.089,1.8935,40.62
1.0888,1.8938,40.64
1.0887,1.8941,40.660000000000004
1.0886,1.8944,40.68
1.0884,1.8948,40.7
1.0883,1.8951,40.72
1.0882,1.8954,40.74
1.0881,1.8957,40.76
1.0879,1.896,40.78
1.0878,1.8963,40.800000000000004
1.0877,1.8966,40.82
1.0875,1.8969,40.84
1.0874,1.8972,40.86
1.0873,1.8975,40.88
1.0871,1.8978,40.9
1.087,1.8982,40.92
1.0868,1.8985,40.94
1.0867,1.8988,40.96
1.0866,1.8991,40.980000000000004
1.0864,1.8994,41.0
1.0863,1.8997,41.02
1.0862,1.9,41.04
1.0859999999999999,1.9003,41.06
1.0859,1.9006,41.08
1.0857,1.9009,41.1
1.0856,1.9013,41.12
1.0855,1.9016,41.14
1.0853,1.9019,41.160000000000004
1.0852,1.9022,41.18
1.085,1.9025,41.2
1.0849,1.9028,41.22
1.0848,1.9031,41.24
1.0846,1.9034,41.26
1.0845,1.9037,41.28
1.0843,1.9040000000000001,41.300000000000004
1.0842,1.9044,41.32
1.084,1.9047,41.34
1.0839,1.905,41.36
1.0837,1.9053,41.38
1.0836,1.9056,41.4
1.0834,1.9059,41.42
1.0833,1.9062,41.44
1.0832,1.9065,41.46
1.083,1.9069,41.480000000000004
1.0829,1.9072,41.5
1.0827,1.9075,41.52
1.0826,1.9078,41.54
1.0824,1.9081,41.56
1.0823,1.9084,41.58
1.0821,1.9087,41.6
1.0819,1.909,41.62
1.0818,1.9094,41.64
1.0816,1.9097,41.660000000000004
1.0815,1.91,41.68
1.0813,1.9103,41.7
1.0812,1.9106,41.72
1.081,1.9109,41.74
1.0809,1.9112,41.76
1.0807,1.9115,41.78
1.0806,1.9119,41.800000000000004
1.0804,1.9122,41.82
1.0802,1.9125,41.84
1.0801,1.9128,41.86
1.0799,1.9131,41.88
1.0798,1.9134,41.9
1.0796,1.9137,41.92
1.0794,1.9141,41.94
1.0793,1.9144,41.96
1.0791,1.9147,41.980000000000004
1.079,1.915,42.0
1.0788,1.9153,42.02
1.0786,1.9156,42.04
1.0785,1.9159,42.06
1.0783,1.9163,42.08
1.0782,1.9166,42.1
1.078,1.9169,42.12
1.0778,1.9172,42.14
1.0777,1.9175,42.160000000000004
1.0775,1.9178,42.18
1.0773,1.9181,42.2
1.0772,1.9185,42.22
1.077,1.9188,42.24
1.0768,1.9191,42.26
1.0767,1.9194,42.28
1.0765,1.9197,42.300000000000004
1.0763,1.92,42.32
1.0762,1.9203,42.34
1.0759999999999998,1.9207,42.36
1.0758,1.921,42.38
1.0756,1.9213,42.4
1.0755,1.9216,42.42
1.0753,1.9219,42.44
1.0751,1.9222,42.46
1.075,1.9226,42.480000000000004
1.0748,1.9229,42.5
1.0746,1.9232,42.52
1.0744,1.9235,42.54
1.0743,1.9238,42.56
1.0741,1.9241,42.58
1.0739,1.9244,42.6
1.0737,1.9248,42.62
1.0736,1.9251,42.64
1.0734,1.9254,42.660000000000004
1.0732,1.9257,42.68
1.073,1.926,42.7
1.0729,1.9263,42.72
1.0727,1.9266,42.74
1.0725,1.9269999999999998,42.76
1.0723,1.9273,42.78
1.0721,1.9276,42.800000000000004
1.072,1.9279,42.82
1.0718,1.9282,42.84
1.0716,1.9285,42.86
1.0714,1.9289,42.88
1.0712,1.9292,42.9
1.071,1.9295,42.92
1.0709,1.9298,42.94
1.0707,1.9301,42.96
1.0705,1.9304,42.980000000000004
1.0703,1.9307,43.0
1.0701,1.9311,43.02
1.0699,1.9314,43.04
1.0698,1.9317,43.06
1.0696,1.932,43.08
1.0694,1.9323,43.1
1.0692,1.9326,43.12
1.069,1.933,43.14
1.0688,1.9333,43.160000000000004
1.0686,1.9336,43.18
1.0684,1.9339,43.2
1.0683,1.9342,43.22
1.0681,1.9345,43.24
1.0679,1.9348,43.26
1.0677,1.9352,43.28
1.0675,1.9355,43.300000000000004
1.0673,1.9358,43.32
1.0671,1.9361,43.34
1.0669,1.9364,43.36
1.0667,1.9367,43.38
1.0665,1.9371,43.4
1.0663,1.9374,43.42
1.0661,1.9377,43.44
1.0659,1.9380000000000002,43.46
1.0657,1.9383,43.480000000000004
1.0656,1.9386,43.5
1.0654,1.9389,43.52
1.0652,1.9393,43.54
1.065,1.9396,43.56
1.0648,1.9399,43.58
1.0646,1.9402,43.6
1.0644,1.9405,43.62
1.0642,1.9408,43.64
1.064,1.9411,43.660000000000004
1.0638,1.9415,43.68
1.0636,1.9418,43.7
1.0634,1.9421,43.72
1.0632,1.9424,43.74
1.063,1.9427,43.76
1.0628,1.943,43.78
1.0626,1.9433,43.800000000000004
1.0624,1.9437,43.82
1.0622,1.944,43.84
1.062,1.9443,43.86
1.0617,1.9446,43.88
1.0615,1.9449,43.9
1.0613,1.9452,43.92
1.0611,1.9455,43.94
1.0609,1.9459,43.96
1.0607,1.9462,43.980000000000004
1.0605,1.9465,44.0
1.0603,1.9468,44.02
1.0601,1.9471,44.04
1.0599,1.9474,44.06
1.0597,1.9477,44.08
1.0595,1.9481,44.1
1.0593,1.9484,44.12
1.0591,1.9487,44.14
1.0588,1.949,44.160000000000004
1.0586,1.9493,44.18
1.0584,1.9496,44.2
1.0582,1.9499,44.22
1.058,1.9502,44.24
1.0578,1.9506,44.26
1.0576,1.9509,44.28
1.0574,1.9512,44.300000000000004
1.0571,1.9515,44.32
1.0569,1.9518,44.34
1.0567,1.9521,44.36
1.0565,1.9524,44.38
1.0563,1.9527,44.4
1.0561,1.9531,44.42
1.0559,1.9534,44.44
1.0556,1.9537,44.46
1.0554,1.954,44.480000000000004
1.0552,1.9543,44.5
1.055,1.9546,44.52
1.0548,1.9549,44.54
1.0545,1.9552,44.56
1.0543,1.9555,44.58
1.0541,1.9559,44.6
1.0539,1.9562,44.62
1.0537,1.9565,44.64
1.0534,1.9568,44.660000000000004
1.0532,1.9571,44.68
1.053,1.9574,44.7
1.0528,1.9577,44.72
1.0526,1.9580000000000002,44.74
1.0523,1.9583,44.76
1.0521,1.9587,44.78
1.0519,1.959,44.800000000000004
1.0517,1.9593,44.82
1.0514,1.9596,44.84
1.0512,1.9599,44.86
1.051,1.9602,44.88
1.0508,1.9605,44.9
1.0505,1.9608,44.92
1.0503,1.9611,44.94
1.0501,1.9614,44.96
1.0499,1.9617,44.980000000000004
1.0496,1.9621,45.0
1.0494,1.9624,45.02
1.0492,1.9627,45.04
1.0489,1.963,45.06
1.0487,1.9633,45.08
1.0485,1.9636,45.1
1.0483,1.9639,45.12
1.048,1.9642,45.14
1.0478,1.9645,45.160000000000004
1.0476,1.9648,45.18
1.0473,1.9651,45.2
1.0471,1.9654,45.22
1.0469,1.9657,45.24
1.0466,1.9661,45.26
1.0464,1.9664,45.28
1.0462,1.9667,45.300000000000004
1.0459,1.9669999999999999,45.32
1.0457,1.9673,45.34
1.0455,1.9676,45.36
1.0452,1.9679,45.38
1.045,1.9682,45.4
1.0448,1.9685,45.42
1.0445,1.9688,45.44
1.0443,1.9691,45.46
1.044,1.9694,45.480000000000004
1.0438,1.9697,45.5
1.0436,1.97,45.52
1.0433,1.9703,45.54
1.0431,1.9706,45.56
1.0429,1.9709,45.58
1.0426,1.9712,45.6
1.0424,1.9716,45.62
1.0421,1.9719,45.64
1.0419,1.9722,45.660000000000004
1.0417,1.9725,45.68
1.0414,1.9728,45.7
1.0412,1.9731,45.72
1.0409,1.9734,45.74
1.0407,1.9737,45.76
1.0404,1.974,45.78
1.0402,1.9743,45.800000000000004
1.04,1.9746,45.82
1.0397,1.9749,45.84
1.0395,1.9752,45.86
1.0392,1.9755,45.88
1.0390000000000001,1.9758,45.9
1.0387,1.9761,45.92
1.0385,1.9764,45.94
1.0382,1.9767,45.96
1.038,1.9769999999999999,45.980000000000004
1.0377,1.9773,46.0
1.0375,1.9776,46.02
1.0372,1.9779,46.04
1.037,1.9782,46.06
1.0367,1.9785,46.08
1.0365,1.9788,46.1
1.0363,1.9791,46.12
1.036,1.9794,46.14
1.0358,1.9797,46.160000000000004
1.0355,1.98,46.18
1.0352,1.9803,46.2
1.035,1.9806,46.22
1.0347,1.9809,46.24
1.0345,1.9812,46.26
1.0342,1.9815,46.28
1.034,1.9818,46.300000000000004
1.0337,1.9821,46.32
1.0335,1.9824,46.34
1.0332,1.9827,46.36
1.033,1.983,46.38
1.0327,1.9833,46.4
1.0325,1.9836,46.42
1.0322,1.9839,46.44
1.032,1.9842,46.46
1.0317,1.9845,46.480000000000004
1.0314,1.9847,46.5
1.0312,1.985,46.52
1.0309,1.9853,46.54
1.0307,1.9856,46.56
1.0304,1.9859,46.58
1.0302,1.9862,46.6
1.0299,1.9865,46.62
1.0296,1.9868,46.64
1.0294,1.9871,46.660000000000004
1.0291,1.9874,46.68
1.0289,1.9877,46.7
1.0286,1.9880000000000002,46.72
1.0283,1.9883,46.74
1.0281,1.9886,46.76
1.0278,1.9889,46.78
1.0276,1.9892,46.800000000000004
1.0273,1.9894,46.82
1.0270000000000001,1.9897,46.84
1.0268,1.99,46.86
1.0265,1.9903,46.88
1.0262,1.9906,46.9
1.026,1.9909,46.92
1.0257,1.9912,46.94
1.0255,1.9915,46.96
1.0252,1.9918,46.980000000000004
1.0249,1.9921,47.0
1.0247,1.9923,47.02
1.0244,1.9926,47.04
1.0241,1.9929,47.06
1.0239,1.9932,47.08
1.0236,1.9935,47.1
1.0233,1.9938,47.12
1.0231,1.9941,47.14
1.0228,1.9944,47.160000000000004
1.0225,1.9947,47.18
1.0223,1.9949,47.2
1.022,1.9952,47.22
1.0217,1.9955,47.24
1.0215,1.9958,47.26
1.0212,1.9961,47.28
1.0209,1.9964,47.300000000000004
1.0206,1.9967,47.32
1.0204,1.9969,47.34
1.0201,1.9972,47.36
1.0198,1.9975,47.38
1.0196,1.9978,47.4
1.0193,1.9981,47.42
1.0190000000000001,1.9984,47.44
1.0187,1.9986,47.46
1.0185,1.9989,47.480000000000004
1.0182,1.9992,47.5
1.0179,1.9995,47.52
1.0177,1.9998,47.54
1.0174,2.0001,47.56
1.0171,2.0003,47.58
1.0168,2.0006,47.6
1.0166,2.0009,47.62
1.0163,2.0012,47.64
1.016,2.0015,47.660000000000004
1.0157,2.0017,47.68
1.0155,2.002,47.7
1.0152,2.0023,47.72
1.0149,2.0026,47.74
1.0146,2.0029,47.76
1.0143,2.0031,47.78
1.0141,2.0034,47.800000000000004
1.0138,2.0037,47.82
1.0135,2.004,47.84
1.0132,2.0042,47.86
1.013,2.0045,47.88
1.0127,2.0048,47.9
1.0124,2.0051,47.92
1.0121,2.0054,47.94
1.0118,2.0056,47.96
1.0116,2.0059,47.980000000000004
1.0113,2.0062,48.0
1.011,2.0065,48.02
1.0107,2.0067,48.04
1.0104,2.0069999999999997,48.06
1.0102,2.0073,48.08
1.0099,2.0076,48.1
1.0096,2.0078,48.120000000000005
1.0093,2.0081,48.14
1.0090000000000001,2.0084,48.160000000000004
1.0087,2.0086,48.18
1.0085,2.0089,48.2
1.0082,2.0092,48.22
1.0079,2.0095,48.24
1.0076,2.0097,48.26
1.0073,2.01,48.28
1.0070000000000001,2.0103,48.300000000000004
1.0068,2.0105,48.32
1.0065,2.0108,48.34
1.0062,2.0111,48.36
1.0059,2.0114,48.38
1.0056,2.0116,48.4
1.0053,2.0119,48.42
1.005,2.0122,48.44
1.0048,2.0124,48.46
1.0045,2.0127,48.480000000000004
1.0042,2.013,48.5
1.0039,2.0132,48.52
1.0036,2.0135,48.54
1.0033,2.0138,48.56
1.003,2.0140000000000002,48.58
1.0027,2.0143,48.6
1.0025,2.0146,48.620000000000005
1.0022,2.0148,48.64
1.0019,2.0151,48.660000000000004
1.0016,2.0153,48.68
1.0013,2.0156,48.7
1.001,2.0159,48.72
1.0007,2.0161,48.74
1.0004,2.0164,48.76
1.0001,2.0167,48.78
0.99985,2.0169,48.800000000000004
0.99956,2.0172,48.82
0.9992700000000001,2.0174,48.84
0.99898,2.0177,48.86
0.99869,2.0180000000000002,48.88
0.99839,2.0182,48.9
0.9981,2.0185,48.92
0.9978100000000001,2.0187,48.94
0.9975200000000001,2.019,48.96
0.9972200000000001,2.0193,48.980000000000004
0.9969299999999999,2.0195,49.0
0.99664,2.0198,49.02
0.99634,2.02,49.04
0.99605,2.0203,49.06
0.9957600000000001,2.0205,49.08
0.99546,2.0208,49.1
0.9951700000000001,2.0211,49.120000000000005
0.99487,2.0213,49.14
0.9945799999999999,2.0216,49.160000000000004
0.9942799999999999,2.0218,49.18
0.9939899999999999,2.0221,49.2
0.99369,2.0223,49.22
0.9934,2.0226,49.24
0.9931,2.0228,49.26
0.9928,2.0231,49.28
0.99251,2.0233,49.300000000000004
0.99221,2.0236,49.32
0.9919100000000001,2.0238,49.34
0.9916200000000001,2.0241,49.36
0.9913200000000001,2.0244,49.38
0.9910200000000001,2.0246,49.4
0.99072,2.0249,49.42
0.9904299999999999,2.0251,49.44
0.99013,2.0253,49.46
0.9898299999999999,2.0256,49.480000000000004
0.9895299999999999,2.0258,49.5
0.9892299999999999,2.0261,49.52
0.98893,2.0263,49.54
0.9886299999999999,2.0266,49.56
0.98834,2.0268,49.58
0.9880399999999999,2.0271,49.6
0.98774,2.0273,49.620000000000005
0.98744,2.0276,49.64
0.98714,2.0278,49.660000000000004
0.9868399999999999,2.0281,49.68
0.9865299999999999,2.0283,49.7
0.9862299999999999,2.0286,49.72
0.98593,2.0288,49.74
0.9856299999999999,2.029,49.76
0.9853299999999999,2.0293,49.78
0.98503,2.0295,49.800000000000004
0.9847299999999999,2.0298,49.82
0.9844299999999999,2.03,49.84
0.9841200000000001,2.0302,49.86
0.98382,2.0305,49.88
0.9835200000000001,2.0307,49.9
0.9832200000000001,2.031,49.92
0.9829100000000001,2.0312,49.94
0.98261,2.0314,49.96
0.98231,2.0317,49.980000000000004
0.98201,2.0319,50.0
0.9817,2.0322,50.02
0.9814,2.0324,50.04
0.98109,2.0326,50.06
0.9807899999999999,2.0329,50.08
0.98049,2.0331,50.1
0.9801799999999999,2.0333,50.120000000000005
0.97988,2.0336,50.14
0.97957,2.0338,50.160000000000004
0.9792700000000001,2.0340000000000003,50.18
0.97896,2.0343,50.2
0.9786600000000001,2.0345,50.22
0.97835,2.0347,50.24
0.97805,2.035,50.26
0.9777399999999999,2.0352,50.28
0.97744,2.0354,50.300000000000004
0.9771299999999999,2.0357,50.32
0.97683,2.0359,50.34
0.97652,2.0361,50.36
0.97621,2.0364,50.38
0.97591,2.0366,50.4
0.9756,2.0368,50.42
0.97529,2.037,50.44
0.9749899999999999,2.0373,50.46
0.9746799999999999,2.0375,50.480000000000004
0.9743700000000001,2.0377,50.5
0.9740700000000001,2.0380000000000003,50.52
0.9737600000000001,2.0382,50.54
0.97345,2.0384,50.56
0.97314,2.0386,50.58
0.9728399999999999,2.0389,50.6
0.9725299999999999,2.0391,50.620000000000005
0.9722200000000001,2.0393,50.64
0.97191,2.0395,50.660000000000004
0.9716,2.0397,50.68
0.97129,2.04,50.7
0.9709899999999999,2.0402,50.72
0.9706799999999999,2.0404,50.74
0.9703700000000001,2.0406,50.76
0.97006,2.0409,50.78
0.96975,2.0411,50.800000000000004
0.96944,2.0413,50.82
0.9691299999999999,2.0415,50.84
0.9688200000000001,2.0417,50.86
0.96851,2.0419,50.88
0.9682,2.0422,50.9
0.9678899999999999,2.0424,50.92
0.9675799999999999,2.0426,50.94
0.9672700000000001,2.0428,50.96
0.96696,2.043,50.980000000000004
0.96665,2.0432,51.0
0.96634,2.0435,51.02
0.9660299999999999,2.0437,51.04
0.96572,2.0439,51.06
0.96541,2.0441,51.08
0.9651,2.0443,51.1
0.9647899999999999,2.0445,51.120000000000005
0.9644799999999999,2.0447,51.14
0.9641700000000001,2.0449,51.160000000000004
0.96386,2.0452,51.18
0.96355,2.0454,51.2
0.96324,2.0456,51.22
0.9629200000000001,2.0458,51.24
0.9626100000000001,2.046,51.26
0.9623,2.0462,51.28
0.96199,2.0464,51.300000000000004
0.96168,2.0466,51.32
0.9613700000000001,2.0468,51.34
0.96106,2.0469999999999997,51.36
0.9607399999999999,2.0472,51.38
0.9604299999999999,2.0474,51.4
0.9601200000000001,2.0476,51.42
0.95981,2.0479,51.44
0.9595,2.0481,51.46
0.9591799999999999,2.0483,51.480000000000004
0.9588700000000001,2.0485,51.5
0.9585600000000001,2.0487,51.52
0.95825,2.0489,51.54
0.95793,2.0491,51.56
0.95762,2.0493,51.58
0.95731,2.0495,51.6
0.9570000000000001,2.0497,51.620000000000005
0.95668,2.0499,51.64
0.95637,2.0501,51.660000000000004
0.95606,2.0503,51.68
0.9557399999999999,2.0505,51.7
0.9554299999999999,2.0507,51.72
0.9551200000000001,2.0509,51.74
0.9548,2.0511,51.76
0.95449,2.0512,51.78
0.9541799999999999,2.0514,51.800000000000004
0.95386,2.0516,51.82
0.95355,2.0518,51.84
0.95324,2.052,51.86
0.9529200000000001,2.0522,51.88
0.9526100000000001,2.0524,51.9
0.9523,2.0526,51.92
0.9519799999999999,2.0528,51.94
0.9516700000000001,2.053,51.96
0.95136,2.0532,51.980000000000004
0.95104,2.0534,52.0
0.95073,2.0536,52.02
0.95042,2.0537,52.04
0.9501,2.0539,52.06
0.9497899999999999,2.0541,52.08
0.94947,2.0543,52.1
0.94916,2.0545,52.120000000000005
0.94885,2.0547,52.14
0.9485299999999999,2.0549,52.160000000000004
0.9482200000000001,2.055,52.18
0.94791,2.0552,52.2
0.9475899999999999,2.0554,52.22
0.9472799999999999,2.0556,52.24
0.94696,2.0558,52.26
0.94665,2.056,52.28
0.94634,2.0561,52.300000000000004
0.9460200000000001,2.0563,52.32
0.94571,2.0565,52.34
0.94539,2.0567,52.36
0.9450799999999999,2.0569,52.38
0.9447700000000001,2.057,52.4
0.94445,2.0572,52.42
0.94414,2.0574,52.44
0.9438200000000001,2.0576,52.46
0.9435100000000001,2.0578,52.480000000000004
0.9432,2.0579,52.5
0.9428799999999999,2.0581,52.52
0.94257,2.0583,52.54
0.94225,2.0585,52.56
0.94194,2.0586,52.58
0.94163,2.0588,52.6
0.9413100000000001,2.059,52.620000000000005
0.941,2.0591,52.64
0.94068,2.0593,52.660000000000004
0.94037,2.0595,52.68
0.94006,2.0597,52.7
0.9397399999999999,2.0598,52.72
0.9394299999999999,2.06,52.74
0.9391200000000001,2.0602,52.76
0.9388,2.0603,52.78
0.9384899999999999,2.0605,52.800000000000004
0.9381700000000001,2.0607,52.82
0.93786,2.0608,52.84
0.93755,2.061,52.86
0.9372299999999999,2.0612,52.88
0.9369200000000001,2.0613,52.9
0.93661,2.0615,52.92
0.93629,2.0617,52.94
0.9359799999999999,2.0618,52.96
0.9356700000000001,2.062,52.980000000000004
0.93535,2.0622,53.0
0.93504,2.0623,53.02
0.93473,2.0625,53.04
0.9344100000000001,2.0626,53.06
0.9341,2.0628,53.08
0.93379,2.063,53.1
0.93347,2.0631,53.120000000000005
0.93316,2.0633,53.14
0.93285,2.0634,53.160000000000004
0.93253,2.0636,53.18
0.93222,2.0637,53.2
0.93191,2.0639,53.22
0.9315899999999999,2.0641,53.24
0.9312799999999999,2.0642,53.26
0.9309700000000001,2.0644,53.28
0.93066,2.0645,53.300000000000004
0.93034,2.0647,53.32
0.9300299999999999,2.0648,53.34
0.9297200000000001,2.065,53.36
0.9294100000000001,2.0651,53.38
0.92909,2.0653,53.4
0.9287799999999999,2.0654,53.42
0.92847,2.0656,53.44
0.92816,2.0657,53.46
0.92785,2.0659,53.480000000000004
0.92753,2.066,53.5
0.92722,2.0662,53.52
0.92691,2.0663,53.54
0.9266,2.0665,53.56
0.92629,2.0666,53.58
0.9259799999999999,2.0667,53.6
0.9256700000000001,2.0669,53.620000000000005
0.92535,2.0669999999999997,53.64
0.92504,2.0672,53.660000000000004
0.9247299999999999,2.0673,53.68
0.92442,2.0675,53.7
0.92411,2.0676,53.72
0.9238,2.0677,53.74
0.9234899999999999,2.0679,53.76
0.9231799999999999,2.068,53.78
0.9228700000000001,2.0682,53.800000000000004
0.92256,2.0683,53.82
0.92225,2.0684,53.84
0.92194,2.0686,53.86
0.92163,2.0687,53.88
0.92132,2.0688,53.9
0.92101,2.069,53.92
0.9207,2.0691,53.94
0.9203899999999999,2.0692,53.96
0.9200799999999999,2.0694,53.980000000000004
0.9197700000000001,2.0695,54.0
0.91946,2.0696,54.02
0.91915,2.0698,54.04
0.91884,2.0699,54.06
0.91853,2.07,54.08
0.9182299999999999,2.0702,54.1
0.9179200000000001,2.0703,54.120000000000005
0.91761,2.0704,54.14
0.9173,2.0705,54.160000000000004
0.91699,2.0707,54.18
0.9166799999999999,2.0708,54.2
0.91638,2.0709,54.22
0.91607,2.0709999999999997,54.24
0.91576,2.0712,54.26
0.91545,2.0713,54.28
0.91515,2.0714,54.300000000000004
0.91484,2.0715,54.32
0.91453,2.0717,54.34
0.9142299999999999,2.0718,54.36
0.9139200000000001,2.0719,54.38
0.91361,2.072,54.4
0.9133100000000001,2.0721,54.42
0.9129999999999999,2.0723,54.44
0.91269,2.0724,54.46
0.9123899999999999,2.0725,54.480000000000004
0.9120799999999999,2.0726,54.5
0.9117799999999999,2.0727,54.52
0.9114700000000001,2.0729,54.54
0.91117,2.073,54.56
0.91086,2.0731,54.58
0.91056,2.0732,54.6
0.91025,2.0733,54.620000000000005
0.90995,2.0734,54.64
0.90964,2.0735,54.660000000000004
0.9093399999999999,2.0736,54.68
0.9090299999999999,2.0738,54.7
0.9087299999999999,2.0739,54.72
0.90843,2.074,54.74
0.90812,2.0741,54.76
0.9078200000000001,2.0742,54.78
0.9075200000000001,2.0743,54.800000000000004
0.9072100000000001,2.0744,54.82
0.90691,2.0745,54.84
0.90661,2.0746,54.86
