theta1,theta2
1.0585,1.6237
1.0624,1.6263
1.0664,1.6289
1.0704,1.6314
1.0745,1.6338
1.0786,1.6362
1.0828,1.6385
1.087,1.6407
1.0912,1.6429
1.0955,1.645
1.0999,1.6471
1.1043,1.6491
1.1087,1.6511
1.1132,1.653
1.1177,1.6548
1.1223,1.6566
1.1269,1.6583
1.1316,1.6599
1.1363,1.6615
1.1411,1.663
1.1459,1.6645
1.1507,1.6659
1.1556,1.6672
1.1606,1.6685
1.1656,1.6698
1.1706,1.6709
1.1756,1.672
1.1807,1.6731
1.1859,1.6741
1.1911,1.675
1.1963,1.6759
1.2016,1.6767
1.2069,1.6774
1.2122,1.6781
1.2176,1.6787
1.223,1.6793
1.2285,1.6798
1.234,1.6802
1.2396,1.6806
1.2451,1.6809
1.2451,1.6809
1.2409,1.691
1.2367,1.7009
1.2325,1.7109
1.2284,1.7207
1.2243,1.7306
1.2203,1.7404
1.2162,1.7501
1.2123,1.7598
1.2083,1.7695
1.2044,1.7791
1.2005,1.7887
1.1967,1.7982
1.1929,1.8077
1.1891,1.8171
1.1854,1.8265
1.1817,1.8359
1.178,1.8452
1.1744,1.8545
1.1708,1.8638
1.1672,1.873
1.1637,1.8822
1.1602,1.8914
1.1568,1.9005
1.1534,1.9095
1.15,1.9186
1.1466,1.9276
1.1433,1.9366
1.1401,1.9455
1.1368,1.9544
1.1336,1.9633
1.1305,1.9721
1.1273,1.981
1.1242,1.9897
1.1212,1.9985
1.1182,2.0072
1.1152,2.0159
1.1122,2.0245
1.1093,2.0332
1.1065,2.0418
1.1065,2.0418
1.0971,2.0475
1.0876,2.0532
1.0782,2.0589
1.0687,2.0645
1.0592,2.0701
1.0496,2.0756
1.04,2.081
1.0304,2.0864
1.0208,2.0918
1.0111,2.0971
1.0014,2.1023
0.9917,2.1075
0.98195,2.1127
0.97218,2.1177
0.96237,2.1228
0.95254,2.1277
0.94268,2.1326
0.9328,2.1375
0.92289,2.1423
0.91295,2.1471
0.90298,2.1518
0.89299,2.1564
0.88297,2.161
0.87293,2.1655
0.86286,2.1699
0.85277,2.1743
0.84266,2.1787
0.83252,2.1829
0.82236,2.1872
0.81218,2.1913
0.80197,2.1954
0.79175,2.1994
0.7815,2.2034
0.77124,2.2073
0.76095,2.2112
0.75065,2.2149
0.74033,2.2187
0.73,2.2223
0.71965,2.2259
0.71965,2.2259
0.71845,2.2193
0.71734,2.2127
0.71631,2.2061
0.71536,2.1994
0.7145,2.1927
0.71372,2.1859
0.71302,2.1791
0.7124,2.1723
0.71186,2.1654
0.71139,2.1585
0.711,2.1515
0.71069,2.1445
0.71045,2.1375
0.71028,2.1304
0.71019,2.1232
0.71017,2.1161
0.71021,2.1089
0.71033,2.1016
0.71051,2.0944
0.71076,2.087
0.71108,2.0797
0.71147,2.0723
0.71192,2.0648
0.71243,2.0574
0.71301,2.0499
0.71365,2.0423
0.71435,2.0347
0.71511,2.0271
0.71594,2.0194
0.71682,2.0117
0.71776,2.004
0.71877,1.9962
0.71983,1.9884
0.72095,1.9805
0.72212,1.9726
0.72335,1.9647
0.72464,1.9567
0.72598,1.9487
0.72738,1.9407
0.72738,1.9407
0.73624,1.9334
0.74507,1.9261
0.75388,1.9188
0.76266,1.9114
0.77142,1.904
0.78015,1.8965
0.78886,1.889
0.79754,1.8814
0.8062,1.8738
0.81484,1.8662
0.82346,1.8585
0.83206,1.8507
0.84064,1.8429
0.84919,1.8351
0.85773,1.8272
0.86625,1.8193
0.87475,1.8113
0.88324,1.8033
0.89171,1.7953
0.90016,1.7872
0.90859,1.779
0.91701,1.7708
0.92542,1.7625
0.93381,1.7542
0.94219,1.7459
0.95056,1.7375
0.95892,1.7291
0.96726,1.7206
0.97559,1.712
0.98392,1.7034
0.99223,1.6948
1.0005,1.6861
1.0088,1.6773
1.0171,1.6685
1.0254,1.6597
1.0337,1.6508
1.042,1.6418
1.0502,1.6328
1.0585,1.6237
