theta1,theta2
0.34617,2.4646
0.34761,2.4618
0.34906,2.4591
0.35051,2.4564
0.35195,2.4536
0.3534,2.4509
0.35485,2.4481
0.35629,2.4454
0.35774,2.4426
0.35919,2.4399
0.36064,2.4371
0.36209,2.4344
0.36354,2.4316
0.365,2.4289
0.36645,2.4261
0.3679,2.4234
0.36935,2.4206
0.37081,2.4178
0.37226,2.4151
0.37372,2.4123
0.37517,2.4096
0.37663,2.4068
0.37809,2.404
0.37954,2.4013
0.381,2.3985
0.38246,2.3957
0.38392,2.3929
0.38538,2.3902
0.38684,2.3874
0.38831,2.3846
0.38977,2.3818
0.39123,2.379
0.39269,2.3763
0.39416,2.3735
0.39562,2.3707
0.39709,2.3679
0.39856,2.3651
0.40002,2.3623
0.40149,2.3595
0.40296,2.3567
0.40443,2.3539
0.4059,2.3512
0.40737,2.3484
0.40884,2.3456
0.41032,2.3428
0.41179,2.3399
0.41326,2.3371
0.41474,2.3343
0.41621,2.3315
0.41769,2.3287
0.41917,2.3259
0.42065,2.3231
0.42212,2.3203
0.4236,2.3175
0.42508,2.3146
0.42657,2.3118
0.42805,2.309
0.42953,2.3062
0.43102,2.3034
0.4325,2.3005
0.43399,2.2977
0.43547,2.2949
0.43696,2.292
0.43845,2.2892
0.43994,2.2864
0.44143,2.2835
0.44292,2.2807
0.44441,2.2778
0.4459,2.275
0.44739,2.2722
0.44889,2.2693
0.45038,2.2665
0.45188,2.2636
0.45338,2.2608
0.45487,2.2579
0.45637,2.255
0.45787,2.2522
0.45937,2.2493
0.46088,2.2465
0.46238,2.2436
0.46388,2.2407
0.46539,2.2379
0.46689,2.235
0.4684,2.2321
0.46991,2.2292
0.47142,2.2264
0.47293,2.2235
0.47444,2.2206
0.47595,2.2177
0.47746,2.2148
0.47897,2.212
0.48049,2.2091
0.482,2.2062
0.48352,2.2033
0.48504,2.2004
0.48656,2.1975
0.48808,2.1946
0.4896,2.1917
0.49112,2.1888
0.49264,2.1859
0.49417,2.183
0.49569,2.1801
0.49722,2.1772
0.49875,2.1742
0.50028,2.1713
0.50181,2.1684
0.50334,2.1655
0.50487,2.1626
0.5064,2.1596
0.50794,2.1567
0.50947,2.1538
0.51101,2.1508
0.51255,2.1479
0.51409,2.145
0.51563,2.142
0.51717,2.1391
0.51871,2.1361
0.52026,2.1332
0.5218,2.1303
0.52335,2.1273
0.52489,2.1243
0.52644,2.1214
0.52799,2.1184
0.52955,2.1155
0.5311,2.1125
0.53265,2.1095
0.53421,2.1066
0.53576,2.1036
0.53732,2.1006
0.53888,2.0977
0.54044,2.0947
0.542,2.0917
0.54356,2.0887
0.54513,2.0857
0.54669,2.0827
0.54826,2.0797
0.54983,2.0767
0.5514,2.0738
0.55297,2.0708
0.55454,2.0678
0.55611,2.0647
0.55769,2.0617
0.55927,2.0587
0.56084,2.0557
0.56242,2.0527
0.564,2.0497
0.56559,2.0467
0.56717,2.0436
0.56875,2.0406
0.57034,2.0376
0.57193,2.0345
0.57352,2.0315
0.57511,2.0285
0.5767,2.0254
0.57829,2.0224
0.57989,2.0193
0.58149,2.0163
0.58308,2.0132
0.58468,2.0102
0.58628,2.0071
0.58789,2.0041
0.58949,2.001
0.5911,1.9979
0.59271,1.9949
0.59431,1.9918
0.59593,1.9887
0.59754,1.9856
0.59915,1.9826
0.60077,1.9795
