theta1,theta2
0.34617,2.4646
0.35345,2.4508
0.36075,2.4369
0.36806,2.4231
0.37538,2.4092
0.38272,2.3952
0.39008,2.3812
0.39746,2.3672
0.40485,2.3531
0.41226,2.339
0.4197,2.3249
0.42715,2.3107
0.43462,2.2965
0.44212,2.2822
0.44964,2.2679
0.45718,2.2535
0.46474,2.2391
0.47233,2.2246
0.47995,2.2101
0.48759,2.1955
0.49526,2.1809
0.50296,2.1662
0.51068,2.1515
0.51844,2.1367
0.52622,2.1218
0.53404,2.1069
0.54189,2.0919
0.54977,2.0769
0.55769,2.0617
0.56564,2.0466
0.57363,2.0313
0.58166,2.016
0.58972,2.0006
0.59783,1.9851
0.60597,1.9695
0.61416,1.9539
0.62239,1.9382
0.63066,1.9224
0.63898,1.9065
0.64735,1.8905
0.65576,1.8744
0.66423,1.8582
0.67274,1.842
0.68131,1.8256
0.68993,1.8091
0.69862,1.7925
0.70735,1.7758
0.71615,1.759
0.72501,1.7421
0.73394,1.7251
0.74293,1.7079
0.75198,1.6906
0.76111,1.6732
0.77031,1.6556
0.77959,1.6379
0.78895,1.62
0.79838,1.602
0.79838,1.602
0.80877,1.5999
0.81925,1.5977
0.82979,1.5954
0.84041,1.5928
0.85111,1.5901
0.86187,1.5872
0.8727,1.5842
0.88361,1.5809
0.89458,1.5775
0.90561,1.574
0.91671,1.5703
0.92787,1.5664
0.93909,1.5623
0.95037,1.5581
0.96171,1.5537
0.97311,1.5491
0.98456,1.5443
0.99607,1.5394
1.0076,1.5343
1.0193,1.5291
1.0309,1.5237
1.0426,1.5181
1.0544,1.5123
1.0662,1.5064
1.0781,1.5003
1.09,1.494
1.102,1.4876
1.114,1.4809
1.126,1.4741
1.1381,1.4672
1.1503,1.46
1.1625,1.4527
1.1747,1.4452
1.187,1.4375
1.1993,1.4297
1.2117,1.4217
1.2241,1.4134
1.2366,1.4051
1.2491,1.3965
1.2616,1.3877
1.2742,1.3788
1.2869,1.3696
1.2996,1.3603
1.3123,1.3508
1.3251,1.3411
1.3379,1.3312
1.3508,1.3211
1.3638,1.3108
1.3767,1.3003
1.3898,1.2896
1.4029,1.2786
1.416,1.2675
1.4293,1.2561
1.4425,1.2446
1.4559,1.2328
1.4693,1.2207
1.4693,1.2207
1.4629,1.2398
1.4567,1.2586
1.4507,1.2772
1.4449,1.2954
1.4393,1.3133
1.4339,1.331
1.4287,1.3485
1.4236,1.3657
1.4188,1.3827
1.4141,1.3994
1.4096,1.416
1.4053,1.4323
1.4011,1.4484
1.3971,1.4643
1.3933,1.48
1.3897,1.4956
1.3862,1.5109
1.3829,1.5261
1.3797,1.541
1.3767,1.5558
1.3739,1.5705
1.3712,1.5849
1.3687,1.5992
1.3664,1.6133
1.3642,1.6273
1.3622,1.6411
1.3603,1.6548
1.3586,1.6683
1.3571,1.6816
1.3557,1.6948
1.3545,1.7079
1.3535,1.7208
1.3526,1.7335
1.3519,1.7462
1.3513,1.7586
1.351,1.771
1.3508,1.7831
1.3508,1.7952
1.3509,1.8071
1.3512,1.8189
1.3517,1.8305
1.3524,1.842
1.3533,1.8533
1.3543,1.8645
1.3555,1.8756
1.3569,1.8865
1.3585,1.8973
1.3603,1.908
1.3623,1.9185
1.3645,1.9289
1.3668,1.9391
1.3694,1.9492
1.3721,1.9591
1.3751,1.9689
1.3783,1.9786
1.3816,1.9881
1.3816,1.9881
1.3666,2.0005
1.3515,2.0128
1.3364,2.025
1.3211,2.0371
1.3057,2.0491
1.2902,2.0609
1.2746,2.0726
1.2588,2.0842
1.243,2.0957
1.227,2.1071
1.211,2.1183
1.1948,2.1294
1.1784,2.1404
1.162,2.1513
1.1454,2.1621
1.1286,2.1727
1.1118,2.1832
1.0947,2.1936
1.0776,2.2038
1.0603,2.2139
1.0428,2.2239
1.0252,2.2337
1.0075,2.2434
0.98956,2.2529
0.9715,2.2623
0.95328,2.2716
0.93491,2.2807
0.91639,2.2896
0.89771,2.2984
0.87887,2.3071
0.85987,2.3156
0.84073,2.3239
0.82143,2.332
0.80197,2.34
0.78237,2.3478
0.76262,2.3554
0.74273,2.3629
0.7227,2.3701
0.70253,2.3772
0.68223,2.3841
0.66181,2.3908
0.64127,2.3972
0.62062,2.4035
0.59986,2.4096
0.57901,2.4154
0.55806,2.421
0.53704,2.4265
0.51595,2.4316
0.4948,2.4366
0.47361,2.4413
0.45238,2.4458
0.43112,2.4501
0.40986,2.4541
0.38861,2.4578
0.36737,2.4613
0.34617,2.4646
