theta1,theta2
0.6868,2.2119
0.70441,2.2062
0.722,2.2003
0.73955,2.1942
0.75706,2.1879
0.77454,2.1814
0.79197,2.1748
0.80935,2.1679
0.82668,2.1609
0.84396,2.1536
0.86118,2.1462
0.87833,2.1386
0.89542,2.1309
0.91245,2.1229
0.92941,2.1148
0.9463,2.1065
0.96311,2.0981
0.97986,2.0894
0.99653,2.0806
1.0131,2.0717
1.0297,2.0626
1.0461,2.0533
1.0625,2.0439
1.0788,2.0343
1.095,2.0245
1.1111,2.0146
1.1272,2.0046
1.1432,1.9943
1.1432,1.9943
1.1434,1.9818
1.1437,1.9691
1.1443,1.9562
1.145,1.9433
1.1459,1.9302
1.147,1.917
1.1483,1.9036
1.1498,1.8901
1.1514,1.8765
1.1533,1.8628
1.1552,1.8489
1.1574,1.8349
1.1597,1.8208
1.1622,1.8065
1.1649,1.7921
1.1677,1.7775
1.1707,1.7628
1.1738,1.748
1.1771,1.733
1.1806,1.7179
1.1842,1.7026
1.188,1.6872
1.1919,1.6716
1.196,1.6559
1.2003,1.64
1.2047,1.6239
1.2092,1.6077
1.2092,1.6077
1.1954,1.617
1.1817,1.6261
1.1679,1.635
1.1542,1.6438
1.1404,1.6524
1.1267,1.6608
1.113,1.669
1.0994,1.6771
1.0857,1.685
1.0721,1.6927
1.0584,1.7002
1.0448,1.7076
1.0313,1.7147
1.0177,1.7217
1.0042,1.7286
0.99068,1.7352
0.9772,1.7417
0.96375,1.748
0.95032,1.7541
0.93693,1.7601
0.92358,1.7658
0.91025,1.7714
0.89697,1.7768
0.88372,1.782
0.87052,1.7871
0.85735,1.792
0.84423,1.7966
0.84423,1.7966
0.83711,1.8133
0.83009,1.8299
0.82317,1.8463
0.81634,1.8626
0.80961,1.8788
0.80297,1.8949
0.79643,1.9109
0.78999,1.9268
0.78364,1.9426
0.77738,1.9583
0.77123,1.9739
0.76517,1.9895
0.75921,2.0049
0.75335,2.0202
0.74759,2.0354
0.74193,2.0506
0.73637,2.0657
0.73091,2.0806
0.72556,2.0955
0.72032,2.1104
0.71519,2.1251
0.71016,2.1398
0.70526,2.1543
0.70046,2.1688
0.69579,2.1833
0.69123,2.1976
0.6868,2.2119
