theta1,theta2
0.67293,2.0373
0.66679,2.052
0.66147,2.0665
0.65702,2.0806
0.65347,2.0943
0.65086,2.1076
0.64921,2.1204
0.64856,2.1327
0.64894,2.1445
0.65036,2.1556
0.65285,2.1662
0.65641,2.176
0.66104,2.1852
0.66676,2.1936
0.67354,2.2012
0.68138,2.208
0.69025,2.214
0.70011,2.2191
0.71093,2.2233
0.72267,2.2266
0.73526,2.229
0.74865,2.2305
0.76276,2.2309
0.77754,2.2305
0.7929,2.2291
0.80876,2.2268
0.82505,2.2235
0.84167,2.2194
0.85855,2.2143
0.87561,2.2084
0.89278,2.2016
0.90996,2.194
0.9271,2.1856
0.94412,2.1765
0.96097,2.1667
0.97759,2.1562
0.99391,2.1451
1.0099,2.1333
1.0255,2.1211
1.0407,2.1083
1.0555,2.095
1.0698,2.0813
1.0836,2.0672
1.0969,2.0528
1.1096,2.038
1.1218,2.023
1.1335,2.0078
1.1446,1.9924
1.1551,1.9768
1.165,1.9612
1.1744,1.9454
1.1832,1.9297
1.1914,1.9139
1.199,1.8982
1.2061,1.8825
1.2126,1.867
1.2185,1.8516
1.2239,1.8363
1.2286,1.8213
1.2329,1.8065
1.2365,1.792
1.2396,1.7778
1.2422,1.7639
1.2442,1.7503
1.2456,1.7372
1.2466,1.7245
1.2469,1.7122
1.2467,1.7004
1.246,1.6891
1.2448,1.6783
1.243,1.668
1.2407,1.6584
1.2378,1.6493
1.2345,1.6408
1.2306,1.633
1.2262,1.6258
1.2213,1.6192
1.2159,1.6134
1.21,1.6083
1.2036,1.6038
1.1967,1.6001
1.1894,1.5971
1.1815,1.5949
1.1733,1.5934
1.1645,1.5926
1.1554,1.5926
1.1458,1.5933
1.1357,1.5948
1.1253,1.597
1.1145,1.5999
1.1034,1.6036
1.0918,1.608
1.08,1.6131
1.0678,1.6189
1.0554,1.6254
1.0426,1.6326
1.0296,1.6404
1.0164,1.6488
1.003,1.6579
0.9894,1.6675
0.97563,1.6777
0.96174,1.6885
0.94775,1.6998
0.93368,1.7116
0.91957,1.7238
0.90544,1.7365
0.89133,1.7496
0.87726,1.7632
0.86327,1.777
0.8494,1.7912
0.83567,1.8057
0.82212,1.8205
0.80879,1.8355
0.79572,1.8508
0.78293,1.8662
0.77048,1.8817
0.75839,1.8974
0.74671,1.9131
0.73548,1.9289
0.72474,1.9446
0.71453,1.9604
0.7049,1.976
0.69588,1.9916
0.68751,2.007
0.67985,2.0223
0.67293,2.0373
