theta1,theta2
1.0585,1.6237
1.0593,1.6242
1.06,1.6248
1.0608,1.6253
1.0616,1.6258
1.0623,1.6263
1.0631,1.6268
1.0639,1.6273
1.0647,1.6278
1.0655,1.6283
1.0662,1.6288
1.067,1.6293
1.0678,1.6298
1.0686,1.6303
1.0694,1.6307
1.0702,1.6312
1.071,1.6317
1.0718,1.6322
1.0726,1.6327
1.0733,1.6331
1.0741,1.6336
1.075,1.6341
1.0758,1.6345
1.0766,1.635
1.0774,1.6355
1.0782,1.6359
1.079,1.6364
1.0798,1.6368
1.0806,1.6373
1.0814,1.6378
1.0822,1.6382
1.0831,1.6386
1.0839,1.6391
1.0847,1.6395
1.0855,1.64
1.0864,1.6404
1.0872,1.6408
1.088,1.6413
1.0889,1.6417
1.0897,1.6421
1.0905,1.6426
1.0914,1.643
1.0922,1.6434
1.0931,1.6438
1.0939,1.6442
1.0947,1.6447
1.0956,1.6451
1.0964,1.6455
1.0973,1.6459
1.0981,1.6463
1.099,1.6467
1.0999,1.6471
1.1007,1.6475
1.1016,1.6479
1.1024,1.6483
1.1033,1.6487
1.1042,1.6491
1.105,1.6495
1.1059,1.6498
1.1068,1.6502
1.1076,1.6506
1.1085,1.651
1.1094,1.6514
1.1103,1.6517
1.1111,1.6521
1.112,1.6525
1.1129,1.6528
1.1138,1.6532
1.1147,1.6536
1.1156,1.6539
1.1165,1.6543
1.1173,1.6546
1.1182,1.655
1.1191,1.6553
1.12,1.6557
1.1209,1.656
1.1218,1.6564
1.1227,1.6567
1.1236,1.657
1.1245,1.6574
1.1255,1.6577
1.1264,1.658
1.1273,1.6584
1.1282,1.6587
1.1291,1.659
1.13,1.6594
1.1309,1.6597
1.1319,1.66
1.1328,1.6603
1.1337,1.6606
1.1346,1.6609
1.1355,1.6612
1.1365,1.6615
1.1374,1.6618
1.1383,1.6621
1.1393,1.6624
1.1402,1.6627
1.1411,1.663
1.1421,1.6633
1.143,1.6636
1.144,1.6639
1.1449,1.6642
1.1459,1.6645
1.1468,1.6648
1.1477,1.665
1.1487,1.6653
1.1496,1.6656
1.1506,1.6659
1.1516,1.6661
1.1525,1.6664
1.1535,1.6667
1.1544,1.6669
1.1554,1.6672
1.1564,1.6674
1.1573,1.6677
1.1583,1.6679
1.1593,1.6682
1.1602,1.6684
1.1612,1.6687
1.1622,1.6689
1.1631,1.6692
1.1641,1.6694
1.1651,1.6697
1.1661,1.6699
1.1671,1.6701
1.168,1.6703
1.169,1.6706
1.17,1.6708
1.171,1.671
1.172,1.6712
1.173,1.6715
1.174,1.6717
1.175,1.6719
1.176,1.6721
1.177,1.6723
1.178,1.6725
1.179,1.6727
1.18,1.6729
1.181,1.6731
1.182,1.6733
1.183,1.6735
1.184,1.6737
1.185,1.6739
1.186,1.6741
1.187,1.6743
1.188,1.6745
1.1891,1.6746
1.1901,1.6748
1.1911,1.675
1.1921,1.6752
1.1931,1.6753
1.1942,1.6755
1.1952,1.6757
1.1962,1.6758
1.1973,1.676
1.1983,1.6762
1.1993,1.6763
1.2003,1.6765
1.2014,1.6766
1.2024,1.6768
1.2035,1.6769
1.2045,1.6771
