theta1,theta2
1.2078,2.0721
1.2045,2.0689
1.2013,2.0656
1.1981,2.0624
1.1949,2.059
1.1918,2.0557
1.1888,2.0523
1.1858,2.0489
1.1829,2.0454
1.18,2.0419
1.1771,2.0384
1.1743,2.0348
1.1716,2.0312
1.1689,2.0276
1.1662,2.0239
1.1636,2.0202
1.161,2.0164
1.1585,2.0126
1.1561,2.0088
1.1537,2.005
1.1513,2.0011
1.149,1.9972
1.1467,1.9932
1.1445,1.9892
1.1423,1.9852
1.1402,1.9811
1.1381,1.977
1.1361,1.9729
1.1341,1.9687
1.1322,1.9645
1.1303,1.9603
1.1284,1.956
1.1266,1.9517
1.1248,1.9474
1.1231,1.943
1.1215,1.9386
1.1198,1.9342
1.1183,1.9297
1.1167,1.9252
1.1152,1.9207
1.1138,1.9161
1.1124,1.9115
1.111,1.9069
1.1097,1.9022
1.1085,1.8975
1.1072,1.8928
1.106,1.8881
1.1049,1.8833
1.1038,1.8784
1.1027,1.8736
1.1017,1.8687
1.1008,1.8638
1.0998,1.8588
1.0989,1.8538
1.0981,1.8488
1.0973,1.8437
1.0965,1.8387
1.0958,1.8335
1.0951,1.8284
1.0945,1.8232
1.0939,1.818
1.0933,1.8127
1.0928,1.8075
1.0923,1.8022
1.0919,1.7968
1.0915,1.7914
1.0911,1.786
1.0908,1.7806
1.0905,1.7751
1.0903,1.7696
1.0901,1.7641
1.0899,1.7585
1.0898,1.7529
1.0897,1.7473
1.0897,1.7416
1.0897,1.7359
1.0897,1.7301
1.0898,1.7244
1.0899,1.7186
1.09,1.7127
1.0902,1.7069
1.0904,1.701
1.0907,1.695
1.091,1.6891
1.0913,1.6831
1.0917,1.677
1.0921,1.6709
1.0926,1.6648
1.0931,1.6587
1.0936,1.6525
1.0941,1.6463
1.0947,1.6401
1.0954,1.6338
1.0961,1.6275
1.0968,1.6211
1.0975,1.6147
1.0983,1.6083
1.0991,1.6018
1.1,1.5953
1.1009,1.5888
1.1018,1.5822
1.1028,1.5756
1.1038,1.5689
1.1048,1.5623
1.1059,1.5555
1.107,1.5488
1.1082,1.542
1.1094,1.5351
1.1106,1.5282
1.1119,1.5213
1.1132,1.5144
1.1145,1.5074
1.1159,1.5003
1.1173,1.4932
1.1188,1.4861
1.1203,1.4789
1.1218,1.4717
1.1234,1.4644
1.125,1.4571
1.1266,1.4498
1.1266,1.4498
1.1215,1.4591
1.1163,1.4684
1.1112,1.4776
1.1061,1.4868
1.1011,1.4959
1.096,1.505
1.091,1.5141
1.086,1.5231
1.081,1.532
1.0761,1.5409
1.0711,1.5498
1.0662,1.5587
1.0613,1.5675
1.0564,1.5762
1.0515,1.5849
1.0466,1.5936
1.0418,1.6023
1.037,1.6109
1.0322,1.6195
1.0274,1.628
1.0226,1.6365
1.0178,1.645
1.0131,1.6535
1.0083,1.6619
1.0036,1.6702
0.99891,1.6786
0.99421,1.6869
0.98953,1.6952
0.98486,1.7035
0.9802,1.7117
0.97555,1.7199
0.97091,1.7281
0.96629,1.7362
0.96168,1.7443
0.95707,1.7524
0.95248,1.7605
0.9479,1.7685
0.94333,1.7765
0.93877,1.7845
0.93421,1.7925
0.92967,1.8004
0.92514,1.8083
0.92061,1.8162
0.91609,1.8241
0.91158,1.8319
0.90708,1.8397
0.90259,1.8475
0.8981,1.8553
0.89362,1.8631
0.88915,1.8708
0.88469,1.8785
0.88023,1.8862
0.87577,1.8938
0.87133,1.9015
0.86689,1.9091
0.86245,1.9167
0.85802,1.9243
0.8536,1.9319
0.84918,1.9394
0.84476,1.9469
0.84035,1.9545
0.83594,1.9619
0.83154,1.9694
0.82714,1.9769
0.82275,1.9843
0.81835,1.9917
0.81396,1.9991
0.80958,2.0065
