theta1,theta2
0.81568,1.9915
0.81839,1.9841
0.82147,1.9766
0.82491,1.969
0.8287,1.9613
0.83283,1.9535
0.83728,1.9456
0.84203,1.9377
0.84707,1.9298
0.85237,1.9219
0.85793,1.914
0.86372,1.9061
0.86973,1.8983
0.87593,1.8906
0.88232,1.8829
0.88887,1.8754
0.89556,1.868
0.90238,1.8608
0.9093,1.8537
0.91632,1.8468
0.9234,1.8401
0.93054,1.8336
0.93772,1.8273
0.94491,1.8213
0.95211,1.8155
0.9593,1.81
0.96645,1.8047
0.97357,1.7998
0.98062,1.7952
0.98759,1.7909
0.99447,1.7869
1.0013,1.7832
1.0079,1.7799
1.0144,1.7769
1.0208,1.7743
1.0271,1.7721
1.0331,1.7702
1.039,1.7687
1.0447,1.7676
1.0502,1.7668
1.0554,1.7665
1.0605,1.7665
1.0653,1.7669
1.0699,1.7676
1.0742,1.7688
1.0783,1.7703
1.0821,1.7722
1.0856,1.7745
1.0889,1.7771
1.0919,1.7801
1.0946,1.7834
1.097,1.7871
1.0991,1.7911
1.1009,1.7954
1.1024,1.8001
1.1035,1.805
1.1044,1.8102
1.105,1.8158
1.1052,1.8216
1.1051,1.8276
1.1047,1.8339
1.104,1.8404
1.103,1.8471
1.1016,1.854
1.0999,1.8611
1.0979,1.8684
1.0956,1.8758
1.093,1.8833
1.09,1.891
1.0867,1.8987
1.0832,1.9065
1.0793,1.9144
1.0751,1.9223
1.0706,1.9302
1.0658,1.9381
1.0608,1.946
1.0555,1.9539
1.0499,1.9617
1.044,1.9694
1.038,1.977
1.0316,1.9845
1.0251,1.9919
1.0183,1.9991
1.0114,2.0061
1.0043,2.0129
0.99697,2.0195
0.98953,2.0258
0.98196,2.032
0.97429,2.0378
0.96653,2.0433
0.95871,2.0486
0.95084,2.0535
0.94295,2.0581
0.93507,2.0623
0.92721,2.0662
0.91941,2.0697
0.91169,2.0728
0.90407,2.0755
0.89658,2.0778
0.88925,2.0797
0.8821,2.0812
0.87516,2.0822
0.86845,2.0829
0.86199,2.0831
0.85582,2.0828
0.84994,2.0822
0.84438,2.0811
0.83917,2.0796
0.83431,2.0777
0.82983,2.0754
0.82574,2.0726
0.82205,2.0695
0.81877,2.066
0.81592,2.0621
0.8135,2.0578
0.81152,2.0532
0.80997,2.0483
0.80887,2.043
0.80821,2.0375
0.808,2.0316
0.80822,2.0255
0.80887,2.0192
0.80996,2.0125
0.81146,2.0057
0.81337,1.9987
0.81568,1.9915
