theta1,theta2
1.3253,2.0838
1.3169,2.079
1.3088,2.0741
1.3008,2.069
1.2931,2.0637
1.2855,2.0583
1.2781,2.0527
1.2709,2.047
1.2639,2.0411
1.2571,2.0351
1.2505,2.0289
1.2441,2.0225
1.2379,2.0161
1.2318,2.0094
1.226,2.0026
1.2203,1.9957
1.2149,1.9886
1.2096,1.9814
1.2045,1.974
1.1996,1.9665
1.1949,1.9588
1.1903,1.951
1.186,1.9431
1.1818,1.935
1.1778,1.9268
1.174,1.9184
1.1703,1.9099
1.1669,1.9013
1.1636,1.8925
1.1605,1.8836
1.1576,1.8746
1.1548,1.8654
1.1522,1.8561
1.1498,1.8466
1.1475,1.837
1.1454,1.8273
1.1435,1.8175
1.1418,1.8075
1.1402,1.7974
1.1387,1.7872
1.1375,1.7768
1.1364,1.7663
1.1354,1.7556
1.1346,1.7448
1.134,1.7339
1.1335,1.7229
1.1332,1.7117
1.1331,1.7004
1.1331,1.6889
1.1332,1.6773
1.1335,1.6656
1.134,1.6537
1.1346,1.6417
1.1354,1.6295
1.1363,1.6172
1.1373,1.6047
1.1385,1.5921
1.1399,1.5794
1.1414,1.5664
1.1431,1.5534
1.1449,1.5402
1.1469,1.5268
1.149,1.5132
1.1513,1.4995
1.1537,1.4857
1.1563,1.4716
1.1591,1.4574
1.162,1.443
1.165,1.4285
1.1682,1.4137
1.1716,1.3987
1.1751,1.3836
1.1788,1.3682
1.1827,1.3527
1.1867,1.3369
1.1909,1.321
1.1953,1.3047
1.1998,1.2883
1.2046,1.2716
1.2095,1.2547
1.2095,1.2547
1.1978,1.2758
1.1862,1.2965
1.1748,1.317
1.1635,1.3372
1.1523,1.3571
1.1413,1.3768
1.1304,1.3963
1.1195,1.4156
1.1088,1.4346
1.0982,1.4534
1.0876,1.4721
1.0772,1.4905
1.0668,1.5088
1.0565,1.5269
1.0463,1.5448
1.0362,1.5626
1.0261,1.5802
1.0161,1.5977
1.0061,1.615
0.99622,1.6322
0.98638,1.6492
0.97659,1.6661
0.96686,1.6829
0.95717,1.6995
0.94752,1.7161
0.93792,1.7325
0.92836,1.7488
0.91883,1.765
0.90934,1.7811
0.89988,1.7971
0.89045,1.813
0.88105,1.8288
0.87167,1.8445
0.86232,1.8602
0.85299,1.8757
0.84368,1.8911
0.83438,1.9065
0.82511,1.9218
0.81584,1.937
0.80658,1.9521
0.79733,1.9672
