theta1,theta2
0.53438,2.0652
0.54861,2.0508
0.56274,2.0362
0.57676,2.0215
0.59069,2.0068
0.60454,1.9919
0.6183,1.977
0.63198,1.962
0.64558,1.9468
0.65912,1.9316
0.67259,1.9163
0.686,1.9008
0.69936,1.8853
0.71266,1.8696
0.72592,1.8539
0.73913,1.838
0.75231,1.822
0.76545,1.8059
0.77856,1.7897
0.79165,1.7734
0.80471,1.7569
0.81776,1.7403
0.83079,1.7236
0.84381,1.7067
0.85683,1.6897
0.86984,1.6726
0.88286,1.6553
0.89589,1.6378
0.90893,1.6202
0.92198,1.6025
0.92198,1.6025
0.93374,1.5981
0.94555,1.5936
0.95742,1.5888
0.96935,1.5839
0.98133,1.5789
0.99336,1.5736
1.0054,1.5682
1.0176,1.5626
1.0298,1.5568
1.042,1.5509
1.0543,1.5447
1.0666,1.5384
1.079,1.5319
1.0914,1.5252
1.1039,1.5184
1.1164,1.5114
1.129,1.5042
1.1416,1.4968
1.1542,1.4892
1.1669,1.4814
1.1796,1.4735
1.1924,1.4654
1.2052,1.4571
1.2181,1.4486
1.2309,1.4399
1.2439,1.431
1.2569,1.422
1.2699,1.4127
1.2829,1.4033
1.2829,1.4033
1.284,1.4143
1.2853,1.4252
1.2867,1.4358
1.2883,1.4463
1.2901,1.4566
1.292,1.4667
1.2941,1.4765
1.2964,1.4863
1.2989,1.4958
1.3015,1.5051
1.3043,1.5143
1.3072,1.5232
1.3103,1.532
1.3136,1.5406
1.317,1.5491
1.3207,1.5573
1.3244,1.5654
1.3284,1.5733
1.3325,1.581
1.3367,1.5886
1.3412,1.5959
1.3458,1.6031
1.3505,1.6102
1.3554,1.617
1.3605,1.6237
1.3657,1.6302
1.3711,1.6365
1.3767,1.6426
1.3824,1.6486
1.3824,1.6486
1.3739,1.6664
1.3655,1.6841
1.3572,1.7016
1.349,1.719
1.3408,1.7362
1.3328,1.7534
1.3248,1.7704
1.317,1.7872
1.3092,1.804
1.3015,1.8206
1.2939,1.8371
1.2863,1.8536
1.2789,1.8699
1.2715,1.8861
1.2642,1.9022
1.2569,1.9182
1.2498,1.9341
1.2427,1.9499
1.2357,1.9657
1.2288,1.9813
1.2219,1.9968
1.2152,2.0123
1.2085,2.0277
1.2018,2.043
1.1953,2.0582
1.1888,2.0734
1.1824,2.0884
1.1761,2.1034
1.1699,2.1183
1.1699,2.1183
1.1532,2.1293
1.1363,2.1401
1.1194,2.1508
1.1023,2.1613
1.085,2.1717
1.0677,2.182
1.0501,2.1921
1.0325,2.2021
1.0147,2.2119
0.99676,2.2216
0.97869,2.2311
0.96047,2.2405
0.9421,2.2497
0.92359,2.2587
0.90494,2.2676
0.88614,2.2763
0.8672,2.2849
0.84811,2.2933
0.82889,2.3015
0.80953,2.3095
0.79004,2.3174
0.77041,2.325
0.75065,2.3325
0.73077,2.3398
0.71077,2.3469
0.69065,2.3537
0.67042,2.3604
0.65009,2.3669
0.62966,2.3731
0.62966,2.3731
0.62209,2.3646
0.61489,2.3559
0.60805,2.347
0.60157,2.338
0.59543,2.3288
0.58963,2.3194
0.58417,2.3099
0.57903,2.3002
0.57422,2.2904
0.56971,2.2804
0.5655,2.2702
0.56159,2.26
0.55797,2.2495
0.55464,2.239
0.55157,2.2283
0.54878,2.2175
0.54625,2.2065
0.54398,2.1954
0.54196,2.1842
0.54019,2.1728
0.53865,2.1614
0.53735,2.1498
0.53628,2.1381
0.53543,2.1262
0.5348,2.1143
0.53439,2.1022
0.53418,2.09
0.53418,2.0777
0.53438,2.0652
