theta1,theta2
0.52902,2.342
0.53442,2.328
0.53992,2.3139
0.5455,2.2997
0.55117,2.2855
0.55693,2.2712
0.56276,2.2568
0.56868,2.2424
0.57468,2.228
0.58075,2.2135
0.5869,2.1989
0.59313,2.1842
0.59943,2.1695
0.6058,2.1547
0.61224,2.1399
0.61875,2.125
0.62534,2.11
0.63199,2.0949
0.63871,2.0798
0.6455,2.0646
0.65237,2.0493
0.6593,2.0339
0.66629,2.0185
0.67336,2.003
0.6805,1.9874
0.6877,1.9717
0.69497,1.9559
0.70232,1.94
0.70973,1.9241
0.71721,1.908
0.72477,1.8919
0.73239,1.8756
0.74009,1.8593
0.74787,1.8428
0.75571,1.8263
0.76364,1.8096
0.77164,1.7928
0.77972,1.7759
0.78787,1.7589
0.79611,1.7417
0.80444,1.7245
0.81284,1.707
0.81284,1.707
0.82467,1.7037
0.83656,1.7002
0.84851,1.6965
0.86052,1.6926
0.8726,1.6886
0.88473,1.6844
0.89692,1.68
0.90916,1.6754
0.92145,1.6707
0.93379,1.6658
0.94618,1.6607
0.95862,1.6554
0.97111,1.65
0.98364,1.6443
0.99621,1.6385
1.0088,1.6326
1.0215,1.6264
1.0342,1.6201
1.0469,1.6136
1.0597,1.6069
1.0725,1.6001
1.0853,1.5931
1.0982,1.5859
1.1111,1.5785
1.1241,1.5709
1.137,1.5632
1.1501,1.5553
1.1631,1.5472
1.1762,1.539
1.1893,1.5305
1.2024,1.5219
1.2156,1.5131
1.2288,1.5041
1.242,1.4949
1.2553,1.4856
1.2686,1.476
1.2819,1.4663
1.2953,1.4564
1.3087,1.4463
1.3221,1.436
1.3356,1.4255
1.3356,1.4255
1.3303,1.4429
1.3252,1.4601
1.3202,1.477
1.3154,1.4938
1.3108,1.5104
1.3063,1.5267
1.302,1.5429
1.2979,1.5589
1.294,1.5747
1.2902,1.5903
1.2865,1.6058
1.2831,1.6211
1.2798,1.6362
1.2766,1.6512
1.2737,1.666
1.2708,1.6807
1.2682,1.6952
1.2657,1.7095
1.2634,1.7237
1.2612,1.7377
1.2593,1.7516
1.2574,1.7654
1.2558,1.779
1.2543,1.7925
1.253,1.8058
1.2519,1.819
1.2509,1.832
1.2501,1.8449
1.2495,1.8577
1.2491,1.8703
1.2488,1.8828
1.2488,1.8952
1.2489,1.9074
1.2492,1.9195
1.2497,1.9315
1.2504,1.9433
1.2513,1.9549
1.2525,1.9665
1.2538,1.9779
1.2553,1.9892
1.257,2.0003
1.257,2.0003
1.2412,2.0118
1.2254,2.0231
1.2095,2.0343
1.1934,2.0453
1.1773,2.0562
1.1611,2.067
1.1447,2.0776
1.1283,2.0881
1.1118,2.0985
1.0951,2.1087
1.0784,2.1187
1.0615,2.1286
1.0445,2.1384
1.0274,2.148
1.0102,2.1575
0.99292,2.1668
0.9755,2.1759
0.95797,2.1849
0.94033,2.1938
0.92258,2.2025
0.90472,2.211
0.88675,2.2193
0.86868,2.2275
0.8505,2.2355
0.83222,2.2433
0.81384,2.2509
0.79536,2.2584
0.77678,2.2657
0.75812,2.2727
0.73937,2.2796
0.72054,2.2863
0.70163,2.2928
0.68266,2.2991
0.66361,2.3053
0.64451,2.3111
0.62535,2.3168
0.60614,2.3223
0.5869,2.3276
0.56763,2.3326
0.54833,2.3374
0.52902,2.342
