theta1,theta2
1.4554,2.0766
1.4456,2.0736
1.436,2.0704
1.4265,2.0671
1.4172,2.0635
1.4081,2.0598
1.3992,2.056
1.3904,2.052
1.3818,2.0478
1.3734,2.0434
1.3652,2.0389
1.3571,2.0343
1.3492,2.0294
1.3415,2.0245
1.334,2.0193
1.3266,2.014
1.3195,2.0086
1.3125,2.0029
1.3057,1.9972
1.2991,1.9913
1.2926,1.9852
1.2864,1.979
1.2803,1.9726
1.2744,1.9661
1.2687,1.9595
1.2632,1.9526
1.2578,1.9457
1.2526,1.9386
1.2476,1.9314
1.2428,1.924
1.2382,1.9165
1.2337,1.9088
1.2294,1.901
1.2253,1.893
1.2213,1.8849
1.2176,1.8767
1.214,1.8684
1.2105,1.8599
1.2073,1.8512
1.2042,1.8424
1.2012,1.8335
1.1985,1.8245
1.1959,1.8153
1.1935,1.806
1.1912,1.7965
1.1891,1.7869
1.1871,1.7772
1.1854,1.7673
1.1837,1.7573
1.1823,1.7472
1.181,1.7369
1.1798,1.7265
1.1789,1.716
1.178,1.7053
1.1773,1.6945
1.1768,1.6835
1.1765,1.6724
1.1763,1.6612
1.1762,1.6498
1.1763,1.6383
1.1765,1.6266
1.1769,1.6148
1.1775,1.6028
1.1782,1.5907
1.1791,1.5784
1.1801,1.566
1.1812,1.5535
1.1825,1.5407
1.184,1.5279
1.1856,1.5148
1.1874,1.5016
1.1893,1.4883
1.1914,1.4747
1.1936,1.461
1.196,1.4471
1.1985,1.4331
1.2012,1.4189
1.2041,1.4044
1.2071,1.3898
1.2103,1.375
1.2136,1.36
1.2172,1.3448
1.2208,1.3294
1.2247,1.3137
1.2287,1.2979
1.2329,1.2818
1.2373,1.2654
1.2418,1.2489
1.2466,1.232
1.2515,1.2149
1.2566,1.1976
1.2619,1.1799
1.2675,1.162
1.2732,1.1437
1.2792,1.1251
1.2854,1.1062
1.2918,1.0869
1.2984,1.0673
1.3054,1.0473
1.3125,1.0268
1.3125,1.0268
1.2987,1.0518
1.2851,1.0763
1.2717,1.1002
1.2586,1.1237
1.2457,1.1468
1.233,1.1694
1.2205,1.1917
1.2082,1.2137
1.196,1.2352
1.184,1.2565
1.1722,1.2775
1.1605,1.2981
1.1489,1.3185
1.1375,1.3387
1.1261,1.3585
1.1149,1.3782
1.1038,1.3976
1.0928,1.4168
1.0819,1.4358
1.0711,1.4545
1.0604,1.4731
1.0497,1.4915
1.0392,1.5097
1.0287,1.5278
1.0183,1.5456
1.0079,1.5633
0.99761,1.5809
0.98737,1.5983
0.9772,1.6156
0.96708,1.6327
0.95701,1.6497
0.94698,1.6666
0.937,1.6833
0.92707,1.6999
0.91717,1.7164
0.90731,1.7328
0.89748,1.749
0.88768,1.7652
0.87791,1.7812
0.86817,1.7972
0.85845,1.8131
0.84876,1.8288
0.83908,1.8445
0.82942,1.8601
0.81977,1.8756
0.81014,1.891
0.80051,1.9063
0.79089,1.9215
0.78128,1.9367
0.77167,1.9518
0.76206,1.9668
0.75245,1.9817
0.74283,1.9966
0.73321,2.0114
0.72357,2.0262
0.71393,2.0408
0.70427,2.0554
0.69459,2.07
