theta1,theta2
0.53438,2.0652
0.53852,2.0577
0.54278,2.0501
0.54715,2.0425
0.55163,2.0349
0.55622,2.0272
0.56092,2.0195
0.56571,2.0118
0.57061,2.0041
0.5756,1.9964
0.58069,1.9886
0.58587,1.9809
0.59114,1.9731
0.59649,1.9653
0.60193,1.9575
0.60744,1.9497
0.61304,1.9419
0.61871,1.9341
0.62445,1.9263
0.63026,1.9185
0.63615,1.9107
0.64209,1.9029
0.64811,1.8951
0.65418,1.8873
0.66031,1.8796
0.6665,1.8718
0.67274,1.864
0.67904,1.8563
0.68538,1.8486
0.69178,1.8409
0.69822,1.8332
0.7047,1.8256
0.71123,1.8179
0.71779,1.8103
0.7244,1.8027
0.73104,1.7951
0.73771,1.7876
0.74442,1.7801
0.75115,1.7726
0.75792,1.7652
0.76471,1.7578
0.77153,1.7504
0.77836,1.7431
0.78522,1.7358
0.7921,1.7285
0.799,1.7213
0.80591,1.7142
0.81284,1.707
0.81978,1.7
0.82673,1.6929
0.83369,1.686
0.84066,1.679
0.84763,1.6722
0.85461,1.6653
0.86159,1.6586
0.86858,1.6519
0.87556,1.6452
0.88254,1.6386
0.88951,1.6321
0.89649,1.6256
0.90345,1.6192
0.91041,1.6129
0.91736,1.6066
0.9243,1.6004
0.93122,1.5943
0.93813,1.5882
0.94503,1.5822
0.95191,1.5763
0.95877,1.5705
0.96562,1.5647
0.97244,1.559
0.97924,1.5534
0.98602,1.5479
0.99277,1.5425
0.99949,1.5371
1.0062,1.5319
1.0129,1.5267
1.0195,1.5216
1.0261,1.5166
1.0327,1.5117
1.0392,1.5069
1.0457,1.5021
1.0522,1.4975
1.0586,1.493
1.065,1.4885
1.0714,1.4842
1.0777,1.48
1.084,1.4758
1.0902,1.4718
1.0964,1.4679
1.1025,1.464
1.1086,1.4603
1.1147,1.4567
1.1207,1.4532
1.1266,1.4498
1.1325,1.4465
1.1384,1.4433
1.1442,1.4403
1.1499,1.4373
1.1556,1.4345
1.1612,1.4318
1.1668,1.4292
1.1723,1.4267
1.1778,1.4243
1.1832,1.4221
1.1885,1.4199
1.1938,1.4179
1.199,1.416
1.2042,1.4143
1.2093,1.4126
1.2143,1.4111
1.2192,1.4097
1.2241,1.4084
1.229,1.4073
1.2337,1.4062
1.2384,1.4053
1.2431,1.4045
1.2476,1.4039
1.2521,1.4033
1.2566,1.4029
1.2609,1.4027
1.2652,1.4025
1.2694,1.4025
1.2736,1.4026
1.2776,1.4028
1.2816,1.4031
1.2856,1.4036
1.2894,1.4042
1.2932,1.4049
1.2969,1.4058
1.3005,1.4067
1.3041,1.4078
1.3076,1.409
1.311,1.4104
1.3143,1.4119
1.3176,1.4134
1.3208,1.4152
1.3239,1.417
1.3269,1.4189
1.3299,1.421
1.3328,1.4232
1.3356,1.4255
1.3383,1.4279
1.341,1.4305
1.3436,1.4331
1.3461,1.4359
1.3485,1.4388
1.3509,1.4418
1.3531,1.4449
1.3553,1.4482
1.3575,1.4515
1.3595,1.455
1.3615,1.4585
1.3634,1.4622
1.3652,1.466
1.367,1.4698
