theta1,theta2
0.34617,2.4646
0.34981,2.4577
0.35345,2.4508
0.3571,2.4439
0.36075,2.4369
0.3644,2.43
0.36806,2.4231
0.37172,2.4161
0.37538,2.4092
0.37905,2.4022
0.38272,2.3952
0.3864,2.3882
0.39008,2.3812
0.39377,2.3742
0.39746,2.3672
0.40115,2.3602
0.40485,2.3531
0.40855,2.3461
0.41226,2.339
0.41598,2.332
0.4197,2.3249
0.42342,2.3178
0.42715,2.3107
0.43088,2.3036
0.43462,2.2965
0.43837,2.2894
0.44212,2.2822
0.44587,2.2751
0.44964,2.2679
0.4534,2.2607
0.45718,2.2535
0.46096,2.2463
0.46474,2.2391
0.46853,2.2319
0.47233,2.2246
0.47614,2.2174
0.47995,2.2101
0.48377,2.2028
0.48759,2.1955
0.49142,2.1882
0.49526,2.1809
0.4991,2.1736
0.50296,2.1662
0.50681,2.1589
0.51068,2.1515
0.51456,2.1441
0.51844,2.1367
0.52233,2.1293
0.52622,2.1218
0.53013,2.1144
0.53404,2.1069
0.53796,2.0994
0.54189,2.0919
0.54583,2.0844
0.54977,2.0769
0.55373,2.0693
0.55769,2.0617
0.56166,2.0542
0.56564,2.0466
0.56963,2.0389
0.57363,2.0313
0.57764,2.0236
0.58166,2.016
0.58568,2.0083
0.58972,2.0006
0.59377,1.9928
0.59783,1.9851
0.60189,1.9773
0.60597,1.9695
0.61006,1.9617
0.61416,1.9539
0.61827,1.946
0.62239,1.9382
0.62652,1.9303
0.63066,1.9224
0.63481,1.9144
0.63898,1.9065
0.64316,1.8985
0.64735,1.8905
0.65155,1.8825
0.65576,1.8744
0.65999,1.8663
0.66423,1.8582
0.66848,1.8501
0.67274,1.842
0.67702,1.8338
0.68131,1.8256
0.68562,1.8174
0.68994,1.8091
0.69427,1.8008
0.69862,1.7925
0.70298,1.7842
0.70735,1.7758
0.71174,1.7675
0.71615,1.759
0.72057,1.7506
0.72501,1.7421
0.72947,1.7336
0.73394,1.7251
0.73842,1.7165
0.74293,1.7079
0.74745,1.6993
0.75198,1.6906
0.75654,1.6819
0.76111,1.6732
0.7657,1.6644
0.77031,1.6556
0.77494,1.6467
0.77959,1.6379
0.78426,1.629
0.78895,1.62
0.79365,1.611
0.79838,1.602
0.79838,1.602
0.80357,1.601
0.80877,1.5999
0.814,1.5989
0.81925,1.5977
0.82451,1.5966
0.82979,1.5954
0.83509,1.5941
0.84041,1.5928
0.84575,1.5915
0.85111,1.5901
0.85648,1.5887
0.86187,1.5872
0.86728,1.5857
0.8727,1.5842
0.87815,1.5826
0.88361,1.5809
0.88908,1.5793
0.89458,1.5775
0.90008,1.5758
0.90561,1.574
0.91115,1.5721
0.91671,1.5703
0.92228,1.5683
0.92787,1.5664
0.93347,1.5643
0.93909,1.5623
0.94472,1.5602
0.95037,1.5581
0.95603,1.5559
0.96171,1.5537
0.9674,1.5514
0.97311,1.5491
0.97883,1.5467
0.98456,1.5443
0.99031,1.5419
0.99607,1.5394
1.0018,1.5369
1.0076,1.5343
1.0134,1.5317
1.0193,1.5291
1.0251,1.5264
1.0309,1.5237
1.0368,1.5209
1.0426,1.5181
1.0485,1.5152
1.0544,1.5123
1.0603,1.5094
1.0662,1.5064
1.0722,1.5034
1.0781,1.5003
1.0841,1.4972
1.09,1.494
1.096,1.4908
1.102,1.4876
1.108,1.4843
1.114,1.4809
1.12,1.4776
1.126,1.4741
1.1321,1.4707
1.1381,1.4672
1.1442,1.4636
1.1503,1.46
1.1564,1.4564
1.1625,1.4527
1.1686,1.449
1.1747,1.4452
1.1809,1.4414
1.187,1.4375
1.1932,1.4336
1.1993,1.4297
1.2055,1.4257
1.2117,1.4217
1.2179,1.4176
1.2241,1.4134
