1.000881195068359375e-03,-1.821484922829690436e-03,4.073709279015382640e-04,1.531054545193910599e-02,1.456852536648511887e-02,1.578979492187500000e-01,3.665125110149383545e+02,4.250000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
2.441732883453369141e-01,-1.043154661893786472e-01,2.332183716511318158e-02,-3.053435357287526131e-03,1.763298362493515015e-02,1.578979492187500000e-01,3.690521661043167114e+02,4.250000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
2.541816234588623047e-01,-2.510145484668748969e-02,5.610917547826048402e-03,1.158546772785484791e-03,3.008840139955282211e-03,1.578979492187500000e-01,3.691772702932357788e+02,4.250000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
2.641875743865966797e-01,-8.693928151998789322e-02,1.942898286798613872e-02,1.829851418733596802e-03,-2.285707741975784302e-03,1.578979492187500000e-01,3.693023446798324585e+02,4.250000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
2.741944789886474609e-01,-3.820868434449589679e-02,8.540180423007250402e-03,-4.443917423486709595e-04,-1.770358532667160034e-02,1.578979492187500000e-01,3.694274309873580933e+02,4.250000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
2.842023372650146484e-01,-7.694052808803467092e-02,1.718267920849337119e-02,-2.480696886777877808e-02,-6.276257336139678955e-03,1.578979492187500000e-01,3.695525292158126831e+02,4.249474707841873169e+02,3.665000000000000000e+02,4.250000000000000000e+02
2.942092418670654297e-01,-4.590350156552427952e-02,1.025459568027459537e-02,-1.881420612335205078e-04,-1.875893212854862213e-03,1.578979492187500000e-01,3.696776155233383179e+02,4.248223844766616821e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.043692111968994141e-01,-7.095843854520686445e-02,1.584018129417658766e-02,-1.615208014845848083e-02,-2.188525721430778503e-02,1.578979492187500000e-01,3.698046151399612427e+02,4.246953848600387573e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.151953220367431641e-01,-5.058001076125229895e-02,1.128958659616769410e-02,7.304945029318332672e-05,3.673847066238522530e-03,1.578979492187500000e-01,3.699399415254592896e+02,4.245600584745407104e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.245489597320556641e-01,-6.726221216981098650e-02,1.500705135092662845e-02,5.067456513643264771e-04,1.233067922294139862e-02,1.578979492187500000e-01,3.700568619966506958e+02,4.245000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.346650600433349609e-01,-5.351897326646871261e-02,1.193593587572006065e-02,-4.607231821864843369e-03,-8.312866091728210449e-03,1.578979492187500000e-01,3.701833132505416870e+02,4.245000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.443844318389892578e-01,-6.490281637515599167e-02,1.447878346278039241e-02,5.279555916786193848e-03,-1.582980342209339142e-02,1.578979492187500000e-01,3.703048053979873657e+02,4.245000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
