t,theta_1,theta_2,omega_1,omega_2,f_torque1,f_torque2,c_torque1,c_torque2,e_theta1,e_theta2
5.320373773574829,1.3410238037493567,1.783803315950801,-0.077520594,0.2915648,0.39343983,0.46739578,0,0,1.418618073535101,1.8095531629942525
5.342357158660889,1.339976311722074,1.787990899874141,-0.0714698,0.26040095,0.3614141,0.5526304,0,0,1.4124821503835587,1.8095531629942525
5.375323057174683,1.3373367796328406,1.7979501207603714,-0.06943919,0.34389922,0.29083505,0.53700924,0,0,1.4032782656562448,1.8095531629942525
5.398502588272095,1.3340271274235587,1.8090766390098831,-0.10489062,0.32026726,0.29501885,0.49962997,0,0,1.3956083617168167,1.8095531629942525
5.449361324310303,1.330196381607328,1.822137685610225,-0.041801654,0.14088781,0.2739194,0.48084736,0,0,1.3879384577773886,1.8080191822063667
5.500295639038086,1.3247568915274481,1.8404077013267777,-0.1431202,0.43441743,0.13145015,0.5357075,0,0,1.3695306883227607,1.8080191822063667
5.52328634262085,1.322701902189527,1.8472526987327835,-0.11743628,0.334885,0.12497887,0.47756195,0,0,1.358792822807561,1.8080191822063667
5.541429281234741,1.3208744237807135,1.8517945726646683,-0.13591114,0.2842098,0.11815399,0.53632736,0,0,1.3511229188681328,1.8080191822063667
5.579327583312988,1.3179678479817252,1.8605669458641312,-0.1042225,0.32876924,0.10941923,0.49863815,0,0,1.3388510725650482,1.8080191822063667
5.600301504135132,1.3142052749779563,1.8684137781395218,-0.11753198,0.21299373,0.11677712,0.4739046,0,0,1.332715149413505,1.8080191822063667
5.635264158248901,1.3098381022599082,1.8786924799217484,-0.11703399,0.38949317,0.10023594,0.50303936,0,0,1.3250452454740769,1.8080191822063667
5.695250034332275,1.3060451606896262,1.8884228189720413,-0.13789533,0.3273601,0.105048716,0.4612589,0,0,1.30663747601945,1.8080191822063667
5.757765769958496,1.2986711720612387,1.901779504610469,-0.0850585,0.24546498,0.15935779,0.35153866,0,0,1.297433591292136,1.8080191822063667
5.782271862030029,1.2970142821457724,1.9072955568565628,-0.01704492,0.12800533,0.1009348,0.4845047,0,0,1.2958996105042502,1.8080191822063667
5.824244022369385,1.2938330034401755,1.9239676912559769,-0.1425136,0.69185895,-0.30580014,0.55424213,0,0,1.2774918410496223,1.8080191822063667
5.840252161026001,1.287982509532247,1.9423407037987015,-0.17279023,0.428959,-0.32034487,0.44260025,0,0,1.2682879563223084,1.8080191822063667
5.894241809844971,1.276503370204244,1.9618690927757523,-0.29988602,0.3579861,-0.24888128,0.36437035,0,0,1.2406763021403666,1.8080191822063667
5.9122467041015625,1.2705492536213736,1.9668997247947952,-0.28601584,0.17217536,-0.0061020255,0.3518486,0,0,1.2330063982009385,1.8080191822063667
5.963238716125488,1.2529216865685324,1.9834330995811722,-0.24017563,0.22034135,0.19110501,0.42766094,0,0,1.2253364942615104,1.8080191822063667
6.041255712509155,1.242098526158605,1.9916938265098831,-0.13122293,0.35982072,0.12393683,0.5173588,0,0,1.202326782443226,1.8080191822063667
6.061268329620361,1.2390763024475913,2.0080278833641314,-0.069531284,0.1324947,0.16448975,0.355134,0,0,1.1961908592916837,1.8080191822063667
6.149260759353638,1.2277474860337119,2.0396302660240435,-0.16208968,0.21916953,-0.31450152,0.40751457,0,0,1.168579205109742,1.8080191822063667
6.184250593185425,1.2180777053025107,2.0533164461387896,-0.2872495,0.35963678,-0.361363,0.35711765,0,0,1.1547733780187706,1.8080191822063667
6.24324893951416,1.2071036855366568,2.061982484651973,-0.34600908,0.2643714,-0.07333279,0.31217575,0,0,1.142501531715686,1.8080191822063667
6.268397331237793,1.1917038718846182,2.072985025240352,-0.2471649,0.14586326,0.08712232,0.37831783,0,0,1.1363656085641436,1.8080191822063667
6.293289661407471,1.1845363537457327,2.0762237032188677,-0.19197682,0.14339256,0.24449617,0.55145264,0,0,1.133297646988372,1.8080191822063667
6.3193182945251465,1.1777278343823294,2.089754911257198,-0.18450204,0.4262868,0.0433442,0.52535534,0,0,1.1302296854126004,1.8080191822063667
6.350521564483643,1.175227747359548,2.0954793413414263,-0.20844969,0.49059132,-0.08910209,0.45158863,0,0,1.1179578391095157,1.8080191822063667
6.36947226524353,1.1704846183445792,2.1047519167198443,-0.19972466,0.31873795,-0.20195514,0.45078278,0,0,1.107219973594316,1.8080191822063667
6.391412258148193,1.1647216836598258,2.113962980104854,-0.21921185,0.29808947,-0.3291443,0.4412365,0,0,1.0995500696548879,1.8080191822063667
6.415349006652832,1.1588018695500235,2.1227696855797076,-0.267584,0.3449056,-0.37197322,0.35253048,0,0,1.090346184927574,1.8080191822063667
6.441278696060181,1.150463686385427,2.1325605829490923,-0.28038833,0.28529486,-0.32024056,0.30455112,0,0,1.0826762809881458,1.8080191822063667
