1.001119613647460938e-03,-1.273362454289393098e+00,4.536471388707231100e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-9.929781332262373802e-04,-1.518757100775489002e-03,-2.969357185065746307e-02,-1.149440836161375046e-02,1.281127929687500000e-01,3.665125139951705933e+02,4.250000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
2.501773834228515625e-01,-1.273281153553919465e+00,4.536566756138871725e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-5.701877841727230611e-02,-8.718739241670558915e-02,5.256298929452896118e-03,5.139563232660293579e-03,1.281127929687500000e-01,3.691272172927856445e+02,4.250000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
2.581834793090820312e-01,-1.273257550114588410e+00,4.536252043614457663e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-1.348789765175070939e-02,-2.062470689241258093e-02,1.597779616713523865e-02,-8.503838442265987396e-03,1.281127929687500000e-01,3.692272934913635254e+02,4.250000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
2.651975154876708984e-01,-1.273329671734766633e+00,4.536395094761918600e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-4.755663231100073357e-02,-7.273237986186159576e-02,2.236857078969478607e-03,-3.159508109092712402e-03,1.281127929687500000e-01,3.693149689435958862e+02,4.250000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
2.761960029602050781e-01,-1.273299750203089387e+00,4.535384199986527975e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-2.067073643071030975e-02,-3.161949113811612921e-02,1.331968326121568680e-02,-2.749351225793361664e-02,1.281127929687500000e-01,3.694524500370025635e+02,4.250000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
2.862031459808349609e-01,-1.273327406758265168e+00,4.534101508030961569e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-4.205755172110361290e-02,-6.436195969033256525e-02,4.867020063102245331e-03,-5.375066399574279785e-02,1.281127929687500000e-01,3.695775393247604370e+02,4.249224606752395630e+02,3.665000000000000000e+02,4.250000000000000000e+02
2.952101230621337891e-01,-1.273330863827662141e+00,4.531345389256547507e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-2.487932547962791452e-02,-3.810258299174510560e-02,-1.008591242134571075e-02,-2.762551605701446533e-02,1.281127929687500000e-01,3.696901265382766724e+02,4.248098734617233276e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.061075210571289062e-01,-1.273358281964258820e+00,4.527921698460649069e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-3.871145919775399041e-02,-5.934648928178877514e-02,-8.285614661872386932e-03,-2.213704213500022888e-02,1.281127929687500000e-01,3.698263440132141113e+02,4.246736559867858887e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.161461353302001953e-01,-1.273315247410730988e+00,4.524636290440629538e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-2.741835652643797444e-02,-4.206610072278355733e-02,7.885454222559928894e-03,-5.307587236166000366e-02,1.281127929687500000e-01,3.699518266916275024e+02,4.245481733083724976e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.272516727447509766e-01,-1.273317870015101105e+00,4.523730299840043600e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-3.664685712414031404e-02,-5.623907858082513589e-02,-2.230794169008731842e-03,1.232903450727462769e-03,1.281127929687500000e-01,3.700906459093093872e+02,4.245000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.352370262145996094e-01,-1.273304518574671418e+00,4.520096800694535788e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-2.901203285927294456e-02,-4.456496088301065833e-02,2.706440724432468414e-02,-2.187802642583847046e-02,1.281127929687500000e-01,3.701904628276824951e+02,4.245000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.461410999298095703e-01,-1.273325737828211457e+00,4.518113158116410788e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-3.530086664011043707e-02,-5.425783500374644491e-02,7.803581655025482178e-03,-2.917885035276412964e-02,1.281127929687500000e-01,3.703267637491226196e+02,4.245000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.571217060089111328e-01,-1.273419793957667023e+00,4.515604994664262350e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-3.002578278134050704e-02,-4.619411324370338578e-02,-2.922374010086059570e-02,-3.264850378036499023e-02,1.281127929687500000e-01,3.704640213251113892e+02,4.245000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.666741847991943359e-01,-1.273321446293787629e+00,4.513692877659867819e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-3.441793204640256065e-02,-5.296399416955313577e-02,1.575391553342342377e-02,-2.800993435084819794e-02,1.281127929687500000e-01,3.705834273099899292e+02,4.245000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.761389255523681641e-01,-1.273429569119410187e+00,4.510936758885453757e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-3.069016077473320225e-02,-4.727783517268742408e-02,-1.865281909704208374e-02,-2.964894846081733704e-02,1.281127929687500000e-01,3.707017365694046021e+02,4.245000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.860597610473632812e-01,-1.273309525364832551e+00,4.510159514317582663e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-3.382127001331984573e-02,-5.209429668194824614e-02,6.560106761753559113e-03,-1.325107365846633911e-02,1.281127929687500000e-01,3.708257470130920410e+02,4.245000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
3.962254524230957031e-01,-1.273292836064295441e+00,4.507317564854692038e-01,-1.265534149709580447e+00,5.046796772607002879e-01,-3.114470829846239380e-02,-4.800660013651050773e-02,2.035544067621231079e-02,-3.357474878430366516e-02,1.281127929687500000e-01,3.709528181552886963e+02,4.245000000000000000e+02,3.665000000000000000e+02,4.250000000000000000e+02
