5.998373031616210938e-03,-7.420493275175423786e-01,-2.888203053281609978e-02,-5.323298643164246433e-03,-3.971402531259994942e-03,-5.465095862746238708e-03,-1.640936359763145447e-03,1.616210937500000000e-01,3.675000000000000000e+02,4.250000000000000000e+02,3.666742596011739010e+02,4.249062723765994178e+02
2.471859455108642578e-01,-7.421228796491952107e-01,-2.882099537656609978e-02,-5.537417724537972707e-02,-4.131865787551963765e-02,-2.499254792928695679e-02,1.072559319436550140e-02,1.616210937500000000e-01,4.029371891021728516e+02,3.876256217956542969e+02,3.667624616418954702e+02,4.249684740358209183e+02
2.541744709014892578e-01,-7.420632750044198200e-01,-2.884388356015984978e-02,-1.662237642834934678e-02,-1.240035168090472539e-02,-1.839124597609043121e-03,4.726485349237918854e-03,1.616210937500000000e-01,4.038348941802978516e+02,3.856651058197021484e+02,3.666706179243966517e+02,4.249390330929074935e+02
2.641985416412353516e-01,-7.420645267019601032e-01,-2.891636280820672478e-02,-4.687375939024079202e-02,-3.497624201915906783e-02,1.807947829365730286e-02,-9.392723441123962402e-03,1.616210937500000000e-01,4.048397083282470703e+02,3.826602916717529297e+02,3.667284700090740444e+02,4.248820875322760457e+02
2.742123603820800781e-01,-7.420531422148080036e-01,-2.888822941587274040e-02,-2.303434439495660735e-02,-1.718524605367589136e-02,2.396856248378753662e-02,8.777636103332042694e-04,1.616210937500000000e-01,4.058424720764160156e+02,3.793150558471679688e+02,3.666860119292995819e+02,4.249021098852260820e+02
2.842187881469726562e-01,-7.420300156126351521e-01,-2.886581806943719353e-02,-4.198869017426680450e-02,-3.132067546617405690e-02,6.388886831700801849e-03,-1.103939488530158997e-02,1.616210937500000000e-01,4.070000000000000000e+02,3.761562423706054688e+02,3.666263910068530549e+02,4.249153774424305539e+02
2.942266464233398438e-01,-7.419642716894478962e-01,-2.890205769346063103e-02,-2.680251590326897942e-02,-1.998855195992907396e-02,4.607952758669853210e-02,1.856294646859169006e-02,1.616210937500000000e-01,4.080000000000000000e+02,3.728093414306640625e+02,3.665335088815986637e+02,4.248742376760326351e+02
3.058173656463623047e-01,-7.420235783109994099e-01,-2.890777973935906853e-02,-3.906696907047690903e-02,-2.914420893654284805e-02,3.094670362770557404e-02,-3.033535089343786240e-03,1.616210937500000000e-01,4.091634731292724609e+02,3.686730537414550781e+02,3.666467392067337414e+02,4.248810408312078835e+02
3.153109550476074219e-01,-7.421254426489205525e-01,-2.889347462461297478e-02,-1.900571344485707526e-02,-4.582722792830738745e-02,-3.412005491554737091e-03,1.049443706870079041e-02,1.616210937500000000e-01,4.100621910095214844e+02,3.653756179809570312e+02,3.668227223593098643e+02,4.249117811789658390e+02
3.254599571228027344e-01,-7.421764642248482868e-01,-2.894878773496453728e-02,-2.195160033046243686e-02,-6.443701718446151472e-02,-2.368170768022537231e-02,3.147097304463386536e-04,1.616210937500000000e-01,4.110000000000000000e+02,3.618160171508789062e+02,3.669587634197484931e+02,4.248778979194798922e+02
