3.002166748046875000e-03,6.840216555891685645e-08,-1.487486499187472440e-05,-3.885600000000093132e+03,5.810799999999813735e+03,6.665943423893789799e-01,1.422922150288717047e+00,-3.386628912958677902e-05,6.538146471923305552e-05,-1.581728644669055939e-02,-3.867208492010831833e-03
2.351837158203125000e-01,7.286295213338138529e-04,-2.663606716334276838e-03,7.939999999990686774e+01,2.270799999999813735e+03,6.667036573078970463e-01,1.423018471394674078e+00,-6.992536396256745015e-03,1.069620167490692789e-02,3.630083426833152771e-02,1.790924184024333954e-02
2.361695766448974609e-01,7.419639203212061770e-04,-2.659559551061698585e-03,5.812399999999906868e+03,-6.330200000000186265e+03,6.666864911702017338e-01,1.422952191029683844e+00,-7.000855121062538738e-03,1.065966191725996499e-02,-6.190292537212371826e-03,-1.664763689041137695e-02
2.381863594055175781e-01,7.475890762986326689e-04,-2.651169926017818510e-03,2.292399999999906868e+03,-1.698200000000186265e+03,6.666475693371634037e-01,1.422945992146627203e+00,-6.989183921711381205e-03,1.061453435200336581e-02,-1.880793087184429169e-02,-7.717454805970191956e-03
2.401928901672363281e-01,7.533987947651562059e-04,-2.656046247734346940e-03,-2.229600000000093132e+03,1.865799999999813735e+03,6.665952364590506107e-01,1.422888294850484625e+00,-7.008039500612281425e-03,1.062761620162165979e-02,-2.466079220175743103e-02,-1.812657713890075684e-02
2.411949634552001953e-01,7.424254745632488401e-04,-2.667286271819255521e-03,-7.107600000000093132e+03,-2.858200000000186265e+03,6.667212406781057865e-01,1.422937885914937750e+00,-7.018976695015041734e-03,1.069331576954671119e-02,3.785493224859237671e-02,1.291963271796703339e-02
2.441897392272949219e-01,7.350869140260641752e-04,-2.673816776266706597e-03,6.433999999999068677e+02,2.747799999999813735e+03,6.666863719609121830e-01,1.422975079213277594e+00,-7.024246342620947721e-03,1.073205459230521137e-02,1.018395088613033295e-02,1.988605968654155731e-02
2.471909523010253906e-01,7.414915367808468149e-04,-2.678580216856776743e-03,-8.846000000000931323e+02,-1.326200000000186265e+03,6.666870872166494877e-01,1.422909752522603766e+00,-7.043550661323257425e-03,1.074420597789135963e-02,-6.039311178028583527e-03,-1.494340598583221436e-02
2.491989135742187500e-01,7.360529524562226759e-04,-2.677205058982007422e-03,-2.636600000000093132e+03,1.959799999999813735e+03,6.666896502163748295e-01,1.422958389912740484e+00,-7.033233918369782844e-03,1.074568534490962651e-02,-4.295018501579761505e-03,1.022855378687381744e-02
2.501995563507080078e-01,7.339350503807857105e-04,-2.691662852157192080e-03,-3.512600000000093132e+03,4.125799999999813735e+03,6.666419068959097416e-01,1.422982231770650641e+00,-7.063334247227623895e-03,1.081190145868714432e-02,-2.077399007976055145e-02,1.819804683327674866e-02
2.532124519348144531e-01,7.383186018051824707e-04,-2.699175016822527584e-03,2.161399999999906868e+03,1.011799999999813735e+03,6.667055646565298588e-01,1.422943131123677984e+00,-7.086071500214394421e-03,1.083936252774880468e-02,6.698708981275558472e-03,-6.112026982009410858e-03
2.541978359222412109e-01,7.456610172251805935e-04,-2.690653539925884699e-03,2.073399999999906868e+03,4.147999999998137355e+02,6.666795174267630131e-01,1.422943131123677984e+00,-7.076289559219401185e-03,1.079129846070107750e-02,-5.599536933004856110e-03,-4.755150061100721359e-03
