5.002975463867187500e-03,1.104027738174484519e-02,-3.096199421689813103e-02,-6.959010446497710181e-03,-4.657349975240032691e-05,-2.094095386564731598e-02,1.010801456868648529e-02,1.206665039062500000e-01,3.667501487731933594e+02,4.250000000000000000e+02,3.665888074370257073e+02,4.249791568351868136e+02
2.381694316864013672e-01,1.110050415000007895e-02,-3.103542713926141228e-02,-8.507086147537783194e-02,-5.633228900534803518e-04,1.239330600947141647e-02,-2.480598166584968567e-03,1.206665039062500000e-01,3.765000000000000000e+02,4.225915284156799316e+02,3.665017734491914325e+02,4.249655996944873095e+02
2.451739311218261719e-01,1.102209610244320181e-02,-3.101253895566766228e-02,-2.517368202517233228e-02,-1.704787627385857818e-04,-6.364179775118827820e-03,-1.584525033831596375e-02,1.206665039062500000e-01,3.767586965560913086e+02,4.225000000000000000e+02,3.666166772399801630e+02,4.249032824605360474e+02
2.551810741424560547e-01,1.103529666861580161e-02,-3.097486882016961540e-02,-7.151382104803101492e-02,-4.801124225780745158e-04,-2.155142277479171753e-02,9.970616549253463745e-03,1.206665039062500000e-01,3.772590537071228027e+02,4.225000000000000000e+02,3.665964204599708864e+02,4.249594401743352137e+02
2.651882171630859375e-01,1.105501649281070975e-02,-3.101921467588250603e-02,-3.530093605987760091e-02,-2.367510273711473379e-04,-1.025064755231142044e-02,-3.177346661686897278e-03,1.206665039062500000e-01,3.777594108581542969e+02,4.222405891418457031e+02,3.665683688924959824e+02,4.249326727471484446e+02
2.731938362121582031e-01,1.100165170928524283e-02,-3.097296147153680290e-02,-6.384023957804889349e-02,-4.331168818931668829e-04,-9.854471310973167419e-03,-5.713254213333129883e-03,1.206665039062500000e-01,3.781596918106079102e+02,4.220000000000000000e+02,3.666458993151825325e+02,4.249239982260437500e+02
2.842018604278564453e-01,1.092447300752685813e-02,-3.100634007261102165e-02,-4.116197141815867988e-02,-2.871912371640514272e-04,-3.249757736921310425e-02,-2.557604014873504639e-02,1.206665039062500000e-01,3.785000000000000000e+02,4.217899069786071777e+02,3.667602370390277429e+02,4.248011827374361928e+02
2.932081222534179688e-01,1.090154757103012351e-02,-3.095007328794305290e-02,-5.932513471159726187e-02,-4.141695569308684322e-04,-2.551156096160411835e-02,2.049424126744270325e-02,1.206665039062500000e-01,3.786604061126708984e+02,4.215000000000000000e+02,3.667927410911265724e+02,4.248374880758642576e+02
3.042161464691162109e-01,1.092071418961571005e-02,-3.102302937314813103e-02,-4.466647087586358977e-02,-3.126006218751795074e-04,1.394012477248907089e-03,-2.086609229445457458e-02,1.206665039062500000e-01,3.792108073234558105e+02,4.212891926765441895e+02,3.667661388994833942e+02,4.247786348170250221e+02
3.142240047454833984e-01,1.089110371967838553e-02,-3.094053654477899040e-02,-5.658437915901217558e-02,-3.958742709573581653e-04,1.505405642092227936e-03,1.597739383578300476e-02,1.206665039062500000e-01,3.797112002372741699e+02,4.210000000000000000e+02,3.668079037805096050e+02,4.248363254512310050e+02
3.232457637786865234e-01,1.095353027185486106e-02,-3.098011402890984978e-02,-4.683626816367603141e-02,-3.228706749122609021e-04,2.069737017154693604e-02,-1.007658429443836212e-04,1.206665039062500000e-01,3.801622881889343262e+02,4.208377118110656738e+02,3.667168870780142242e+02,4.248624430324309742e+02
3.332533836364746094e-01,1.090395038327263144e-02,-3.100109486387078728e-02,-5.485608914391100488e-02,-3.849275315822575649e-04,-2.218386717140674591e-02,-1.083144359290599823e-02,1.206665039062500000e-01,3.805000000000000000e+02,4.205000000000000000e+02,3.667903306564296599e+02,4.247840561949017228e+02
3.432614803314208984e-01,1.092323248585747031e-02,-3.100347904966180290e-02,-4.821635971623566136e-02,-3.364285948949871652e-04,-3.251116722822189331e-04,-5.734443664550781250e-03,1.206665039062500000e-01,3.806630740165710449e+02,4.203369259834289551e+02,3.667619998950158333e+02,4.248029452804905759e+02
