1.693248748779296875e-03,-1.273355400810166247e-04,-1.071218849934549690e-03,-1.030000000000000000e+02,3.510000000000000000e+02,5.574218789723257572e-01,9.906854788409631407e-01,-8.854281600340311188e-04,1.618801781956856261e-03
2.298543453216552734e-01,9.482627436724500730e-03,8.896833405226473729e-03,9.279000000000000000e+03,-9.007000000000000000e+03,5.574929277088980228e-01,9.906864325152795470e-01,7.510827720335903207e-03,-2.137297813753432502e-02
2.388608455657958984e-01,1.018216313358396956e-02,9.209986792965439706e-03,9.970000000000000000e+03,-1.015700000000000000e+04,5.574384490635733158e-01,9.906058470355432188e-01,7.783538009121096675e-03,-2.247159942158425544e-02
2.488677501678466797e-01,1.101490707432615547e-02,1.146999837718020235e-02,1.075300000000000000e+04,-1.163100000000000000e+04,5.574821988728384525e-01,9.907231489764611876e-01,9.660096815837996079e-03,-2.641473825179117135e-02
2.588760852813720703e-01,1.349789844742295408e-02,1.503850379061220759e-02,1.315200000000000000e+04,-1.536500000000000000e+04,5.574270049717764408e-01,9.905991713153283751e-01,1.265090208762866507e-02,-3.374896647975109132e-02
2.688829898834228516e-01,1.625581858451000117e-02,1.651085298794649492e-02,1.587800000000000000e+04,-1.759800000000000000e+04,5.575114051487783939e-01,9.906521002398889220e-01,1.391417969185337541e-02,-3.840247422686293016e-02
2.788894176483154297e-01,1.560792658405876082e-02,2.112152995074928485e-02,1.512700000000000000e+04,-2.142200000000000000e+04,5.575383464482168705e-01,9.906749884234826720e-01,1.770204562059577227e-02,-4.424410464419388511e-02
2.888967990875244141e-01,1.524304980035911389e-02,2.362915227355103995e-02,1.470400000000000000e+04,-2.374400000000000000e+04,5.575429956105093510e-01,9.906039396869104063e-01,1.976412417169943689e-02,-4.741309738179076694e-02
2.989037036895751953e-01,1.348669072024605634e-02,2.615671138411482244e-02,1.289100000000000000e+04,-2.596000000000000000e+04,5.575229684498648197e-01,9.906296888934533751e-01,2.181457088982189860e-02,-4.929641078481898642e-02
3.087878227233886719e-01,1.160913574801374602e-02,3.115017635886076219e-02,1.090200000000000000e+04,-3.081100000000000000e+04,5.575791160252432377e-01,9.906096617328088438e-01,2.589598876954117557e-02,-5.451936512628266507e-02
3.188128471374511719e-01,9.950124691533073287e-03,3.491415696394696566e-02,9.159000000000000000e+03,-3.428900000000000000e+04,5.576345483448843510e-01,9.905734221087854063e-01,2.896855854908803735e-02,-5.822878880806803270e-02
3.297357559204101562e-01,8.262983317833726138e-03,3.873801346905476201e-02,7.388000000000000000e+03,-3.776400000000000000e+04,5.575763742115835697e-01,9.906850020038049376e-01,3.208685159696317291e-02,-6.198654091738876881e-02
3.388032913208007812e-01,8.132646074116057361e-03,4.290701835063158442e-02,7.159000000000000000e+03,-4.247900000000000000e+04,5.576047460224966557e-01,9.905462423907678282e-01,3.552499373618794865e-02,-6.770605518869787787e-02
3.489887714385986328e-01,7.046450776613098592e-03,4.812423471867792457e-02,5.960000000000000000e+03,-4.759400000000000000e+04,5.576321641590933353e-01,9.906234900103967345e-01,3.980332753265847234e-02,-7.398282663484341548e-02
3.590722084045410156e-01,8.252560403675392522e-03,5.307177249277332531e-02,7.043000000000000000e+03,-5.236200000000000000e+04,5.575593272831778080e-01,9.904842535602014220e-01,4.390960489912155984e-02,-8.204752705148417313e-02
3.691110610961914062e-01,8.599260884629015070e-03,5.541002771447253727e-02,7.332000000000000000e+03,-5.593900000000000000e+04,5.576086799290518314e-01,9.903555075274865782e-01,4.584822360883675924e-02,-8.565649571907127391e-02
3.797845840454101562e-01,7.717630779934068347e-03,5.945678809097059564e-02,6.352000000000000000e+03,-5.967900000000000000e+04,5.576246539738516361e-01,9.902353445636193907e-01,4.917265325025560463e-02,-9.049969674824205612e-02
3.892636299133300781e-01,8.790630540766007292e-03,6.470232998622699183e-02,7.299000000000000000e+03,-6.569300000000000000e+04,5.576976100590567142e-01,9.900789419757287657e-01,5.352429494829555323e-02,-9.886777020805340155e-02
3.996870517730712891e-01,8.795307470379518794e-03,6.844999128647384634e-02,7.201000000000000000e+03,-6.928400000000000000e+04,5.576935569432119877e-01,9.898438612567346251e-01,5.662508663955832799e-02,-1.041365894470423631e-01
4.102342128753662109e-01,9.332418473716116991e-03,7.234445017535254263e-02,7.643000000000000000e+03,-7.295100000000000000e+04,5.577913085606436283e-01,9.896855513202111876e-01,5.985407603256754500e-02,-1.101138341523986430e-01
4.192783832550048828e-01,1.010951227645247655e-02,7.777569746307344545e-02,8.273000000000000000e+03,-7.913400000000000000e+04,5.579642812397818119e-01,9.892530600177209532e-01,6.436914487509060034e-02,-1.184994910517085387e-01
4.297749996185302734e-01,9.293867150085437928e-03,8.095134944255640008e-02,7.375000000000000000e+03,-8.274500000000000000e+04,5.582059184697012455e-01,9.889164129840295470e-01,6.698889913767340498e-02,-1.222246728402479748e-01
4.390978813171386719e-01,9.593560407927876482e-03,8.548753085717657185e-02,7.553000000000000000e+03,-8.859900000000000000e+04,5.584318200733999760e-01,9.885244528399865782e-01,7.075764858937845514e-02,-1.289161123610641779e-01
4.491701126098632812e-01,8.186694684147181184e-03,9.296018478466144819e-02,5.958000000000000000e+03,-9.598200000000000000e+04,5.587435523655752689e-01,9.881010214435022032e-01,7.692053475596019596e-02,-1.381323184005934512e-01
